Gene name,Common canary gene name,Common carp gene name,Common wall lizard gene name,Common wombat gene name,Coquerel's sifaka gene name
RNASEH2CP1,,,,,
XGY2,,,,,
PPP1R12BP2,,,,,
REREP1Y,,,,,
,,,,,
,,,,,
GPR143YP,,,,,
,,,,,
OFD1P15Y,,,,,
REREP2Y,,,,,
PPP1R12BP1,,,,,
,,,,,
ANKRD36P1,,,,,
,,,,,
,,,,,
OFD1P2Y,,,,,
FRG2,,,,,
,,,,,
FRG1,,,,,
OFD1P5Y,,,,,
TTTY9B,,,,,
RBMY2TP,,,,,
,,,,,
OFD1P10Y,,,,,
,,,,,
,,,,,
GOLGA6L11P,,,,,
,,,,,
MLLT10P2,,,,,
,,,,,
TUBB7P,,,,,
RNA5SP174,,,,,
RNA5SP175,,,,,
DUX4L9,,,,,
RARRES2P4,,,,,
DNM1P24,,,,,
,,,,,
CSPG4P2Y,,,,,
,,,,,
CSPG4P3Y,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
SEPTIN14P22,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
CSPG4P4Y,,,,,
,,,,,
CSPG4P1Y,,,,,
,,,,,
DNM1P48,,,,,
GOLGA6L16P,,,,,
,,,,,
,,,,,
RPL23AP84,,,,,
,,,,,
DUX4L8,,,,,
DUX4,,,,,
,,,,,
,,,,,
TPTE2P4,,,,,
RBMY1A3P,,,,,
,,,,,
TSPY7P,,,,,
,,,,,
TSPY6P,,,,,
,,,,,
TSPY15P,,,,,
,,,,,
RBMY3AP,,,,,
,,,,,
RBMY2NP,,,,,
,,,,,
TSPY13P,,,,,
,,,,,
TSPY11P,,,,,
,,,,,
RBMY2GP,,,,,
,,,,,
LINC02688,,,,,
MUC5AC,,,,,
MUC2,,,,,
ZSWIM4,,,,,
,,,,,
RN7SL619P,,,,,
MIR23AHG,,,,,
MIR24-2,,,,,
MIR27A,,,,,
MIR23A,,,,,
NANOS3,,,,,
MIR181C,,,,,
MIR181D,,,,,
BRME1,,,,,
CC2D1A,,,,,
PODNL1,,,,,
DCAF15,,,,,
RFX1,,,,,
,,,,,
RLN3,,,,,
,,,,,
IL27RA,,,,,
PALM3,,,,,
EEF1DP1,,,,,
MISP3,,,,,
MIR1199,,,,,
C19orf67,,,,,
PRKACA,,,,,
,,,,,
ASF1B,,,,,
ADGRL1-AS1,,,,,
ADGRL1,,,,,
RN7SL231P,,,,,
,,,,,
,,,,,
SAMD1,,,,,
OBP2B,,,,,
LCN1P1,,,,,
Y_RNA,,,,,
LCN1P2,,,,,
SURF6,,,,,
CNTNAP3C,,,,,
Y_RNA,,,,,
RN7SL462P,,,,,
MED22,,,,,
RPL21P81,,,,,
RPL7A,,,,,
SNORD24,,,,,
,,,,,
SNORD36B,,,,,
RNU1-62P,,,,,
SNORD36A,,,,,
MTCO3P47,,,,,
,,,,,
SNORD36C,,,,,
SURF1,,,,,
RNA5SP136,,,,,
RYBP,,,,,
SURF2,,,,,
SURF4,,,,,
MIPEP,MIPEP,mipepa,,MIPEP,MIPEP
MIPEP,MIPEP,mipepb,,MIPEP,MIPEP
MIPEP,MIPEP,mipepa,,MIPEP,MIPEP
MIPEP,MIPEP,mipepa,,MIPEP,MIPEP
MIPEP,MIPEP,mipepb,,MIPEP,MIPEP
MIPEP,MIPEP,mipepa,,MIPEP,MIPEP
STKLD1,,,,,
LSP1P1,,,,,
ZNF962P,,,,,
,,,,,
RPL17P51,,,,,
HSPD1P9,,,,,
C1QTNF9-AS1,,,,,
MTCO3P2,,,,,
,,,,,
,,,,,
,,,,,
RPS20P32,,,,,
FABP3P2,,,,,
REXO4,,,,,
MTUS2-AS1,,,,,
KPNA3,KPNA3,kpna3,KPNA3,KPNA3,KPNA3
KPNA3,KPNA3,kpna3,KPNA3,KPNA3,KPNA3
,,,,,
HMX1,,,,,
,,,,,
,,,,,
,,,,,
CRYL1,CRYL1,cryl1,CRYL1,CRYL1,CRYL1
CRYL1,CRYL1,cryl1,CRYL1,CRYL1,CRYL1
ADAMTS13,,,,,
LINC00562,,,,,
RPS21P8,,,,,
,,,,,
CAB39L,CAB39L,cab39l,,CAB39L,CAB39L
CAB39L,CAB39L,cab39l,,CAB39L,CAB39L
,,,,,
CHCHD2P11,,,,,
TIMM9P3,,,,,
LINC00457,,,,,
RAD17P2,,,,,
DNAJC15,DNAJC15,dnajc15,DNAJC15,DNAJC15,
DNAJC15,DNAJC15,dnajc15,DNAJC15,DNAJC15,
GPR12,GPR12,gpr12,GPR12,,
GPR12,GPR12,gpr12,GPR12,,
MTUS2-AS2,,,,,
,,,,,
ZNF646P1,,,,,
RPP40P2,,,,,
GAMTP2,,,,,
WASF3,WASF3,wasf3b,WASF3,WASF3,WASF3
WASF3,WASF3,,WASF3,WASF3,WASF3
WASF3,WASF3,wasf3b,WASF3,WASF3,WASF3
,,,,,
POSTN,POSTN,postnb,POSTN,POSTN,
POSTN,POSTN,POSTN,POSTN,POSTN,
POSTN,POSTN,postnb,POSTN,POSTN,
POSTN,POSTN,POSTN,POSTN,POSTN,
Y_RNA,,,,,
RNU6-409P,,,,,
ACR,,,,,
,,,,,
SNRPA1P2,,,,,
SHANK3,,,,,
CACFD1,,,,,
SLC2A6,,,,,
GNG5P5,,,,,
FNDC3A,FNDC3A,,,FNDC3A,FNDC3A
FNDC3A,FNDC3A,,,FNDC3A,FNDC3A
ABO,,,,,
,,,,,
FHP1,,,,,
,,,,,
FREM2-AS1,,,,,
LHFPL6,LHFPL6,,LHFPL6,LHFPL6,LHFPL6
POLR3KP1,,,,,
,,,,,
SLC25A5P4,,,,,
,,,,,
SPATA13-AS1,,,,,
PRR20FP,,,,,
GCGR,,,,,
,,,,,
DNAJA1P1,,,,,
ELL2P3,,,,,
AKAP11,AKAP11,akap11,AKAP11,AKAP11,AKAP11
AKAP11,AKAP11,akap11,AKAP11,AKAP11,AKAP11
MZT1,MZT1,mzt1,MZT1,MZT1,MZT1
MZT1,MZT1,mzt1,MZT1,MZT1,MZT1
,,,,,
,,,,,
CYCSP41,,,,,
,,,,,
,,,,,
LINC00374,,,,,
PROSER1,PROSER1,proser1,PROSER1,PROSER1,PROSER1
PROSER1,PROSER1,proser1,PROSER1,PROSER1,PROSER1
,,,,,
OR4K11P,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
CTBP2P10,,,,,
RBPMSLP,,,,,
SREK1IP1P1,,,,,
MIR548XHG,,,,,
MCRIP1,,,,,
FDPSP6,,,,,
,,,,,
,,,,,
NEK4P1,,,,,
,,,,,
,,,,,
PPIAP22,,,,,
SLC6A6P1,,,,,
CTBP2P9,,,,,
,,,,,
CHODL-AS1,,,,,
RPL37P21,,,,,
ERICH6B,,,,,
TUBAP1,,,,,
,,,,,
TMPRSS15,TMPRSS15,,TMPRSS15,TMPRSS15,
LINC00547,,,,,
RPL13AP25,,,,,
MARK2P12,,,,,
,,,,,
PIBF1,PIBF1,pibf1,PIBF1,PIBF1,PIBF1
PIBF1,PIBF1,pibf1,PIBF1,PIBF1,PIBF1
PPP1R27,,,,,
VN1R7P,,,,,
ZNF299P,,,,,
,,,,,
SNX19P1,,,,,
,,,,,
,,,,,
SLC25A15P4,,,,,
GPX1P2,,,,,
,,,,,
,,,,,
CXADR,CXADR,cxadr,CXADR,,CXADR
CXADR,CXADR,cxadr,CXADR,,CXADR
CXADR,CXADR,cxadr,CXADR,,CXADR
CXADR,CXADR,cxadr,CXADR,,CXADR
FABP5P1,,,,,
BORA,BORA,bora,BORA,BORA,BORA
BORA,BORA,bora,BORA,BORA,BORA
IGHV1OR21-1,,,,,
KLHL1,,,KLHL1,KLHL1,KLHL1
HSPD1P7,,,,,
MSANTD2P1,,,,,
,,,,,
C1QBPP1,,,,,
,,,,,
RPL10P1,,,,,
LINC00317,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
LINC01689,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
KRT18P2,,,,,
,,,,,
LINC01442,,,,,
,,,,,
NAP1L4P3,,,,,
,,,,,
,,,,,
HNF4GP1,,,,,
RPL12P34,,,,,
HMGN2P39,,,,,
PLA2G12AP2,,,,,
URB1,URB1,urb1,URB1,URB1,URB1
ZDHHC20P4,,,,,
LINC01300,,,,,
,,,,,
GPR20,,,,,
,,,,,
ASTILCS,,,,,
SCEL,SCEL,,,SCEL,SCEL
PTP4A3,,,,,
,,,,,
,,,,,
HNRNPA1P38,,,,,
,,,,,
C8orf90,,,,,
MROH5,,,,,
,,,,,
KRTAP25-1,,,,,
,,,,,
RPSAP68,,,,,
JAM2,JAM2,jam2a,JAM2,JAM2,JAM2
JAM2,JAM2,jam2b,JAM2,JAM2,JAM2
JAM2,JAM2,jam2a,JAM2,JAM2,JAM2
,,,,,
COX4I1P2,,,,,
EEF1A1P1,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
COLEC12,COLEC12,colec12,,,COLEC12
COLEC12,COLEC12,colec12,,,COLEC12
COLEC12,COLEC12,colec12,,,COLEC12
COLEC12,COLEC12,colec12,,,COLEC12
,,,,,
FGFR1OP2P1,,,,,
NPM1P22,,,,,
NIPA2P5,,,,,
RPL31P53,,,,,
RPL18AP17,,,,,
,,,,,
SPATA2P1,,,,,
HSPD1P8,,,,,
RPL8P2,,,,,
RPL21P111,,,,,
MTCL1P1,,,,,
CLDN17,,,,CLDN17,
FREM2,FREM2,frem2b,,FREM2,FREM2
FREM2,FREM2,frem2a,,FREM2,FREM2
FREM2,FREM2,frem2a,,FREM2,FREM2
FREM2,FREM2,frem2b,,FREM2,FREM2
BTF3L4P1,,,,,
,,,,,
,,,,,
RPL37P3,,,,,
THUMPD1P1,,,,,
,,,,,
PPIAP1,,,,,
LLPHP2,,,,,
KRTAP24-1,,,,,
,,,,,
NCSTNP1,,,,,
LINC01892,,,,,
,,,,,
RPS3AP1,,,,,
SCAF4,,scaf4a,,SCAF4,SCAF4
SCAF4,,scaf4b,,SCAF4,SCAF4
SCAF4,,scaf4a,,SCAF4,SCAF4
SCAF4,,scaf4b,,SCAF4,SCAF4
SCAF4,,scaf4a,,SCAF4,SCAF4
SCAF4,,scaf4b,,SCAF4,SCAF4
SCAF4,,scaf4a,,SCAF4,SCAF4
SCAF4,,scaf4b,,SCAF4,SCAF4
,,,,,
LINC01928,,,,,
,,,,,
SLC25A3P3,,,,,
CTAGE11P,,,,,
PRR20B,,,,,
,,,,,
,,,,,
HNRNPA1P18,,,,,
,,,,,
,,,,,
TBC1D4,TBC1D4,TBC1D4,TBC1D4,TBC1D4,TBC1D4
TBC1D4,TBC1D4,TBC1D4,TBC1D4,TBC1D4,TBC1D4
IMPA2,IMPA2,impa2,IMPA2,,IMPA2
IMPA2,IMPA2,impa2,IMPA2,,IMPA2
IMPA2,IMPA2,impa2,IMPA2,,IMPA2
EI24P3,,,,,
VDAC1P12,,,,,
,,,,,
RPS3AP52,,,,,
CTAGE16P,,,,,
LINC00333,,,,,
,,,,,
PRR20D,,,,,
ZKSCAN7,,,,,
,,,,,
,,,,,
SPRY2,SPRY2,spry2,SPRY2,SPRY2,SPRY2
SPRY2,SPRY2,spry2,SPRY2,SPRY2,SPRY2
,,,,,
COP1P1,,,,,
PRR20E,,,,,
RAB31,RAB31,,RAB31,,RAB31
RAB31,RAB31,,RAB31,,RAB31
RAB31,RAB31,,RAB31,,RAB31
RAB31,RAB31,,RAB31,,RAB31
UFM1,UFM1,ufm1,UFM1,UFM1,UFM1
,,,,,
MTND4P1,,,,,
,,,,,
MTCO2P3,,,,,
OR7E111P,,,,,
,,,,,
ZNF415P1,,,,,
KLF5,KLF5,klf5a,,KLF5,KLF5
KLF5,KLF5,klf5b,,KLF5,KLF5
KLF5,KLF5,klf5b,,KLF5,KLF5
,,,,,
COX6CP3,,,,,
,,,,,
,,,,,
,,,,,
EIF4A1P1,,,,,
YES1,YES1,yes1,YES1,,
YES1,YES1,yes1,YES1,,
YES1,YES1,yes1,YES1,,
YES1,YES1,yes1,YES1,,
LINC00307,,,,,
NCAM2,NCAM2,ncam2,NCAM2,NCAM2,
NCAM2,NCAM2,ncam2,NCAM2,NCAM2,
NCAM2,NCAM2,,NCAM2,NCAM2,
NCAM2,NCAM2,,NCAM2,NCAM2,
TNK1,,,,,
,,,,,
RPL31P54,,,,,
CBY2,,cby1,,CBY2,CBY2
CBY2,,cby1,,CBY2,CBY2
ZKSCAN7-AS1,,,,,
UBE2D3P4,,,,,
WASF3-AS1,,,,,
ZNF660,,,,,
RPS4XP18,,,,,
,,,,,
,,,,,
PPIAP57,,,,,
,,,,,
RNGTTP1,,,,,
LINC00377,,,,,
,,,,,
OR4K12P,,,,,
BCAS2P3,,,,,
MPRIPP1,,,,,
,,,,,
BOD1P2,,,,,
RABEPKP1,,,,,
,,,,,
,,,,,
UBAC2,UBAC2,ubac2,UBAC2,UBAC2,UBAC2
UBAC2,UBAC2,ubac2,UBAC2,UBAC2,UBAC2
,,,,,
RPSAP64,,,,,
TPT1P1,,,,,
,,,,,
ZNF197,,,,,
LINC01423,,,,,
,,,,,
PLSCR3,,,,,
,,,,,
LINC01543,,,,,
,,,,,
,,,,,
CLDN8,CLDN8,cldn8.3,CLDN8,CLDN8,
CLDN8,CLDN8,CLDN8,CLDN8,CLDN8,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
LINC02943,,,,,
,,,,,
,,,,,
,,,,,
HUNK-AS1,,,,,
NDUFV2,NDUFV2,ndufv2,NDUFV2,,NDUFV2
NDUFV2,NDUFV2,ndufv2,NDUFV2,,NDUFV2
NDUFV2,NDUFV2,ndufv2,NDUFV2,,NDUFV2
NDUFV2,NDUFV2,ndufv2,NDUFV2,,NDUFV2
NDUFV2,NDUFV2,ndufv2,NDUFV2,,NDUFV2
NDUFV2,NDUFV2,ndufv2,NDUFV2,,NDUFV2
,,,,,
HUNK,HUNK,,,HUNK,HUNK
HUNK,HUNK,,,HUNK,HUNK
RFC3,RFC3,,RFC3,RFC3,RFC3
RFC3,RFC3,,RFC3,RFC3,RFC3
EIF3FP1,,,,,
ZNF197-AS1,,,,,
C21orf91,C21orf91,zgc:110006,C21orf91,C21orf91,C21orf91
C21orf91,C21orf91,zgc:110006,C21orf91,C21orf91,C21orf91
ZNF35,,,,,
MPPE1,MPPE1,mppe1,MPPE1,,
MPPE1,MPPE1,mppe1,MPPE1,,
LINC00308,,,,,
ANKRD26P2,,,,,
,,,,,
POU4F1,,pou4f1,POU4F1,POU4F1,POU4F1
POU4F1,,pou4f1,POU4F1,POU4F1,POU4F1
SNX18P12,,,,,
SOCS5P3,,,,,
,,,,,
MORC3,MORC3,morc3a,MORC3,,MORC3
MORC3,MORC3,morc3a,MORC3,,MORC3
MORC3,MORC3,morc3a,MORC3,,MORC3
MORC3,MORC3,morc3a,MORC3,,MORC3
MORC3,MORC3,morc3a,MORC3,,MORC3
MORC3,MORC3,morc3a,MORC3,,MORC3
ZNF502,,,,,
PSMD10P3,,,,,
TMEM256-PLSCR3,,,,,
SPATA13,SPATA13,spata13,SPATA13,SPATA13,SPATA13
SPATA13,SPATA13,spata13,SPATA13,SPATA13,SPATA13
TMEM256,,,,,
NLGN2,,,,,
ZNF501,,,,,
KIAA1143,,,,,
,,,,,
SPEM1,,,,,
SPEM2,,,,,
KIF15,,,,,
SPEM3,,,,,
,,,,,
TMEM102,,,,,
,,,,,
FGF11,,,,,
PAXBP1,PAXBP1,paxbp1,PAXBP1,,PAXBP1
PAXBP1,PAXBP1,paxbp1,PAXBP1,,PAXBP1
PAXBP1,PAXBP1,paxbp1,PAXBP1,,PAXBP1
PAXBP1,PAXBP1,paxbp1,PAXBP1,,PAXBP1
PAXBP1,PAXBP1,paxbp1,PAXBP1,,PAXBP1
PAXBP1,PAXBP1,paxbp1,PAXBP1,,PAXBP1
,,,,,
,,,,,
CHRNB1,,,,,
,,,,,
,,,,,
NHLRC3,NHLRC3,,NHLRC3,NHLRC3,NHLRC3
OLFM4,OLFM4,olfm4.2,OLFM4,,OLFM4
OLFM4,OLFM4,,OLFM4,,OLFM4
ARF4P3,,,,,
CCT5P2,,,,,
PRR20A,,,,,
ZBTB4,,,,,
LINC01078,,,,,
SLC35G6,,,,,
IPO5,IPO5,kpnb3,IPO5,IPO5,IPO5
IPO5,IPO5,kpnb3,IPO5,IPO5,IPO5
POLR2A,,,,,
CELF4,CELF4,celf4,CELF4,CELF4,
CELF4,CELF4,celf4,CELF4,CELF4,
NIPA2P3,,,,,
EPCIP,,,EPCIP,EPCIP,EPCIP
,,,,,
RPL23AP12,,,,,
,,,,,
MIR564,,,,,
,,,,,
TMEM42,,,,,
TGM4,,,,,
ITSN1,ITSN1,itsn1,ITSN1,ITSN1,ITSN1
ITSN1,ITSN1,itsn1,ITSN1,ITSN1,ITSN1
,,,,,
ZNF852,,,,,
RNU6-1004P,,,,,
ORAI1,,,,,
SNRPFP3,,,,,
DIAPH3,DIAPH3,diaph3,DIAPH3,,DIAPH3
DIAPH3,DIAPH3,,DIAPH3,,DIAPH3
AKAIN1,,,,,AKAIN1
AKAIN1,,,,,AKAIN1
SLC14A2,SLC14A2,slc14a2,,SLC14A2,SLC14A2
SLC14A2,SLC14A2,slc14a2,,SLC14A2,SLC14A2
,,,,,
RALBP1,RALBP1,ralbp1,RALBP1,,RALBP1
RALBP1,RALBP1,ralbp1,RALBP1,,RALBP1
RALBP1,RALBP1,ralbp1,RALBP1,,RALBP1
RALBP1,RALBP1,ralbp1,RALBP1,,RALBP1
,,,,,
,,,,,
BRD7P1,,,,,
,,,,,
RN7SKP205,,,,,
,,,,,
SS18,SS18,ss18,SS18,,
SS18,SS18,ss18,SS18,,
SS18,SS18,ss18,SS18,,
SS18,SS18,ss18,SS18,,
,,,,,
LINC00596,,,,,
DHRS4-AS1,,,,,
,,,,,
RPSAP28,,,,,
ALMS1-IT1,,,,,
,,,,,
NAT8,,,,,
TPRKB,,,,,
RPL30P4,,,,,
CNOT10-AS1,,,,,
SUGT1P2,,,,,
RPL23AP43,,,,,
TRIM71,,,,,
,,,,,
,,,,,
DHRS4L1,,,,,
DUSP11,,,,,
DHRS4L1,,,,,
CNOT10,,,,,
DHRS4L1,,,,,
CARMIL3,,,,,
C2orf78,,,,,
NAT8B,,,,,
ALMS1P1,,,,,
ALMS1P1,,,,,
SRSF1P1,,,,,
RPS26P47,,,,,
PCDH17,PCDH17,pcdh17,PCDH17,PCDH17,PCDH17
PCDH17,PCDH17,pcdh17,PCDH17,PCDH17,PCDH17
SP3P,,,,,
RPL21P110,,,,,
LINC00440,,,,,
RPS12P24,,,,,
HIGD1AP2,,,,,
HNRNPA1P31,,,,,
,,,,,
,,,,,
SERTM1,SERTM1,SERTM1,SERTM1,SERTM1,SERTM1
,,,,,
ELOCP23,,,,,
MTND5P3,,,,,
,,,,,
SLC7A1,SLC7A1,,SLC7A1,SLC7A1,SLC7A1
SLC7A1,SLC7A1,slc7a1a,SLC7A1,SLC7A1,SLC7A1
SLC7A1,SLC7A1,,SLC7A1,SLC7A1,SLC7A1
SLC7A1,SLC7A1,slc7a1a,SLC7A1,SLC7A1,SLC7A1
CPNE6,,,,,
SLC15A1,SLC15A1,,SLC15A1,SLC15A1,SLC15A1
SLC15A1,SLC15A1,,SLC15A1,SLC15A1,SLC15A1
SLC15A1,SLC15A1,slc15a1b,SLC15A1,SLC15A1,SLC15A1
SLC15A1,SLC15A1,slc15a1b,SLC15A1,SLC15A1,SLC15A1
,,,,,
KPNA7,,,,,
,,,,,
,,,,,
,,,,,
TPMTP1,,,,,
RPS8P3,,,,,
,,,,,
NPM1P1,,,,,
,,,,,
ANKRD12,ANKRD12,ankrd12,,,ANKRD12
ANKRD12,ANKRD12,ankrd12,,,ANKRD12
ANKRD12,ANKRD12,ankrd12,,,ANKRD12
ANKRD12,ANKRD12,ankrd12,,,ANKRD12
ANKRD12,ANKRD12,ankrd12,,,ANKRD12
ANKRD12,ANKRD12,ankrd12,,,ANKRD12
ANKRD12,ANKRD12,ankrd12,,,ANKRD12
ANKRD12,ANKRD12,ankrd12,,,ANKRD12
,,,,,
VENTXP2,,,,,
ATP6V1G1P7,,,,,
FOXO1,FOXO1,foxo1a,FOXO1,FOXO1,FOXO1
FOXO1,FOXO1,foxo1a,FOXO1,FOXO1,FOXO1
FOXO1,FOXO1,foxo1b,FOXO1,FOXO1,FOXO1
FOXO1,FOXO1,foxo1b,FOXO1,FOXO1,FOXO1
ARF4P4,,,,,
COG3,COG3,cog3,COG3,COG3,COG3
COG3,COG3,cog3,COG3,COG3,COG3
NRL,,,,,
,,,,,
,,,,,
RPL21P63,,,,,
ARK2N,,ark2n,ARK2N,ARK2N,ARK2N
ARK2N,,ark2n,ARK2N,ARK2N,ARK2N
ARK2N,,ark2n,ARK2N,ARK2N,ARK2N
ARK2N,,ark2n,ARK2N,ARK2N,ARK2N
GCNT2P1,,,,,
,,,,,
C6orf52,,,,,
PCK2,,,,,
ZBTB7C-AS1,,,,,
Y_RNA,,,,,
PAK1IP1,,,,,
SKA1,,,,,
SKA1,,,,,
LINC01309,,,,,
SRGNP1,,,,,
GAPDHP34,,,,,
LRCH1,LRCH1,lrch1,,LRCH1,LRCH1
LRCH1,LRCH1,lrch1,,LRCH1,LRCH1
TMEM14C,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
MTCO2P2,,,,,
GCNT2,,,,,
SINHCAFP1,,,,,
RPS24P18,,,,,
MAP1LC3P,,,,,
RPRD1A,RPRD1A,,RPRD1A,RPRD1A,
RPRD1A,RPRD1A,,RPRD1A,RPRD1A,
,,,,,
SCEL-AS1,,,,,
COX5BP6,,,,,
NXT1P1,,,,,
FTLP8,,,,,
CDADC1,CDADC1,cdadc1,,CDADC1,CDADC1
CDADC1,CDADC1,cdadc1,,CDADC1,CDADC1
RIT2,RIT2,,,,RIT2
ZDHHC4P1,,,,,
DDX6P2,,,,,
DIS3,DIS3,dis3,DIS3,DIS3,DIS3
DIS3,DIS3,dis3,DIS3,DIS3,DIS3
CTAGE1,,,,,
CTAGE1,,,,,
CTAGE1,,,,,
CTAGE1,,,,,
CTAGE1,,,,,
CTAGE1,,,,,
CTAGE1,,,,,
CTAGE1,,,,,
POLR3GP2,,,,,
,,,,,
,,,,,
HRH4,,,,,
HRH4,,,,,
DCAF11,,,,,
,,,,,
L3MBTL4-AS1,,,,,
,,,,,
MAPK4,MAPK4,mapk4,MAPK4,MAPK4,MAPK4
MAPK4,MAPK4,mapk4,MAPK4,MAPK4,MAPK4
,,,,,
,,,,,
ATP7BP1,,,,,
ARK2C,ARK2C,ark2ca,ARK2C,ARK2C,ARK2C
ARK2C,ARK2C,,ARK2C,ARK2C,ARK2C
ARK2C,ARK2C,ark2ca,ARK2C,ARK2C,ARK2C
ARK2C,ARK2C,,ARK2C,ARK2C,ARK2C
LINC02783,,,,,
,,,,,
PADI1,,,,,
,,,,,
RPSAP57,,,,,
,,,,,
,,,,,
ZBTB7C-AS2,,,,,
ST8SIA3,ST8SIA3,st8sia3,ST8SIA3,ST8SIA3,ST8SIA3
ST8SIA3,ST8SIA3,st8sia3,ST8SIA3,ST8SIA3,ST8SIA3
LINC00351,,,,,
RNF152,RNF152,,RNF152,RNF152,RNF152
RNF152,RNF152,,RNF152,RNF152,RNF152
,,,,,
LINC00383,,,,,
,,,,,
LINC00353,,,,,
PEX12P1,,,,,
PRR20C,,,,,
CCDC68,,,CCDC68,CCDC68,CCDC68
PADI3,,,,,
,,,,,
TCEAL4P1,,,,,
GAPDHP69,,,,,
NUS1P4,,,,,
SLITRK6,SLITRK6,slitrk6,SLITRK6,SLITRK6,
SLITRK6,SLITRK6,slitrk6,SLITRK6,SLITRK6,
,,,,,
RPL27AP8,,,,,
,,,,,
,,,,,
CYCSP35,,,,,
NUS1P3,,,,,
,,,,,
ZMYM5,,,,,ZMYM5
,,,,,
RPLP0P11,,,,,
MIR3972,,,,,
PADI4,,,,,
SMAD2,,,SMAD2,SMAD2,SMAD2
SMAD2,,,SMAD2,SMAD2,SMAD2
NALF1-IT1,,,,,
SOX1,,sox1b,SOX1,,SOX1
SOX1,,sox1a,SOX1,,SOX1
SOX1,,sox1a,SOX1,,SOX1
SOX1,,sox1b,SOX1,,SOX1
SOX1,,sox1a,SOX1,,SOX1
SOX1,,sox1a,SOX1,,SOX1
CALM2P4,,,,,
,,,,,
,,,,,
MYO16,MYO16,MYO16,,,MYO16
MYO16,MYO16,MYO16,,,MYO16
MYO16,MYO16,MYO16,,,MYO16
MYO16,MYO16,MYO16,,,MYO16
PADI6,,,,,
DPPA2P2,,,,,
RCC2-AS1,,,,,
RPS6KA1,,,,,
RCC2,,,,,
,,,,,
RPL7AP61,,,,,
DPPA3P3,,,,,
AKR1B1P4,,,,,
IRS2,IRS2,irs2a,,,IRS2
IRS2,IRS2,irs2b,,,IRS2
IRS2,IRS2,irs2b,,,IRS2
IRS2,IRS2,irs2a,,,IRS2
IRS2,IRS2,irs2a,,,IRS2
IRS2,IRS2,irs2b,,,IRS2
IRS2,IRS2,irs2b,,,IRS2
IRS2,IRS2,irs2a,,,IRS2
SPACA7,,,,,SPACA7
RAB27B,,RAB27B,RAB27B,RAB27B,RAB27B
RAB27B,,RAB27B,RAB27B,RAB27B,RAB27B
GYG1P2,,,,,
RIOK3P1,,,,,
STOML3,STOML3,stoml3b,,STOML3,STOML3
STOML3,STOML3,stoml3b,,STOML3,STOML3
STOML3,STOML3,stoml3a,,STOML3,STOML3
,,,,,
,,,,,
LINC01043,,,,,
TXNL1,TXNL1,TXNL1,TXNL1,TXNL1,TXNL1
TXNL1,TXNL1,TXNL1,TXNL1,TXNL1,TXNL1
ANKRD10,ANKRD10,ankrd10b,ANKRD10,,ANKRD10
ANKRD10,ANKRD10,ankrd10a,ANKRD10,,ANKRD10
ANKRD10,ANKRD10,ankrd10a,ANKRD10,,ANKRD10
ANKRD10,ANKRD10,ankrd10b,ANKRD10,,ANKRD10
ANKRD10,ANKRD10,ankrd10a,ANKRD10,,ANKRD10
ANKRD10,ANKRD10,ankrd10a,ANKRD10,,ANKRD10
,,,,,
FITM1,,,,,
,,,,,
LINC01044,,,,,
,,,,,
SSR1P2,,,,,
PSME1,,,,,
RPL7L1P1,,,,,
NALF1,NALF1,nalf1a,NALF1,,NALF1
NALF1,NALF1,nalf1a,NALF1,,NALF1
NALF1,NALF1,,NALF1,,NALF1
NALF1,NALF1,nalf1a,NALF1,,NALF1
NALF1,NALF1,nalf1a,NALF1,,NALF1
NALF1,NALF1,,NALF1,,NALF1
RPL7P45,,,,,
,,,,,
MRPS5P4,,,,,
PCCA,PCCA,pcca,PCCA,PCCA,PCCA
PCCA,PCCA,pcca,PCCA,PCCA,PCCA
,,,,,
CTIF,,ctif,CTIF,CTIF,CTIF
CTIF,,ctif,CTIF,CTIF,CTIF
CTIF,,ctif,CTIF,CTIF,CTIF
CTIF,,ctif,CTIF,CTIF,CTIF
MIR1976,,,,,
RN7SL679P,,,,,
Y_RNA,,,,,
RNU7-29P,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
ARIH2P1,,,,,
GAREM1,GAREM1,,GAREM1,,GAREM1
GAREM1,GAREM1,garem,GAREM1,,GAREM1
GAREM1,GAREM1,garem,GAREM1,,GAREM1
GAREM1,GAREM1,,GAREM1,,GAREM1
GAREM1,GAREM1,garem,GAREM1,,GAREM1
GAREM1,GAREM1,garem,GAREM1,,GAREM1
HMGN1P31,,,,,
,,,,,
RPL7AP66,,,,,
,,,,,
RPIAP1,,,,,
,,,,,
ZBTB7C,ZBTB7C,ZBTB7C,ZBTB7C,ZBTB7C,ZBTB7C
ZBTB7C,ZBTB7C,ZBTB7C,ZBTB7C,ZBTB7C,ZBTB7C
