Gene name,Barramundi perch gene name,Beluga whale gene name,Bicolor damselfish gene name,Black snub-nosed monkey gene name,Blue whale gene name
,,,,,
,,,,,
RPL37P3,,,,,
THUMPD1P1,,,,,
,,,,,
LINC00189,,,,,
PPIAP1,,,,,
,,,,,
LLPHP2,,,,,
LINC01673,,,,,
KRTAP24-1,,,,,
,,,,,
SLC5A3,SLC5A3,SLC5A3,SLC5A3,SLC5A3,SLC5A3
SLC5A3,SLC5A3,SLC5A3,SLC5A3,SLC5A3,SLC5A3
SLC5A3,SLC5A3,SLC5A3,SLC5A3,SLC5A3,SLC5A3
SLC5A3,SLC5A3,SLC5A3,SLC5A3,SLC5A3,SLC5A3
NCSTNP1,,,,,
MTCO1P1,,,,,
CHAF1B,chaf1b,CHAF1B,chaf1b,CHAF1B,CHAF1B
LINC01695,,,,,
,,,,,
LINC01425,,,,,
,,,,,
RPS3AP1,,,,,
SCAF4,SCAF4,SCAF4,,SCAF4,
EIF4A1P1,,,,,
LINC00307,,,,,
,,,,,
NCAM2,NCAM2,NCAM2,NCAM2,NCAM2,NCAM2
,,,,,
,,,,,
RNGTTP1,,,,,
,,,,,
OR4K12P,,,,,
RPL37P4,,,,,
APP-DT,,,,,
,,,,,
,,,,,
,,,,,
RPSAP64,,,,,
ATP5MFP1,,,,,
TPT1P1,,,,,
RPS5P2,,,,,
LINC01423,,,,,
LINC01549,,,,,
,,,,,
,,,,,
CLDN8,,CLDN8,cldn8.3,CLDN8,CLDN8
CLDN8,cldn8.3,CLDN8,cldn8.3,CLDN8,CLDN8
,,,,,
,,,,,
C21orf140,,,,,C21orf140
LINC02943,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
LINC00113,,,,,
PSMD4P1,,,,,
HUNK-AS1,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
HUNK,,HUNK,,HUNK,HUNK
EIF3FP1,,,,,
C21orf91,zgc:110006,C21orf91,zgc:110006,C21orf91,C21orf91
LNCTSI,,,,,
LINC00308,,,,,
SNX18P12,,,,,
MORC3,morc3a,MORC3,morc3a,MORC3,MORC3
TNK1,,,,,
PLSCR3,,,,,
PAXBP1,paxbp1,PAXBP1,paxbp1,PAXBP1,PAXBP1
LINC00349,,,,,
MIPEP,MIPEP,MIPEP,MIPEP,MIPEP,MIPEP
LSP1P1,,,,,
ZNF962P,,,,,
,,,,,
TMEM256-PLSCR3,,,,,
LINC00297,,,,,
KATNAL1,katnal1,KATNAL1,katnal1,KATNAL1,KATNAL1
TMEM256,,,,,
NLGN2,,,,,
,,,,,
LINC00365,,,,,
SPEM1,,,,,
RPL17P51,,,,,
SPEM2,,,,,
HSPD1P9,,,,,
GGT4P,,,,,
SPEM3,,,,,
,,,,,
C1QTNF9-AS1,,,,,
TMEM102,,,,,
UBE2L5,ube2l3b,UBE2L3,ube2l3b,,
UBE2L5,,UBE2L3,ube2l3b,,
UBE2L5,ube2l3b,UBE2L3,,,
UBE2L5,,UBE2L3,,,
,,,,,
LINC00384,,,,,
FGF11,,,,,
MTCO3P2,,,,,
,,,,,
LINC00572,,,,,
,,,,,
,,,,,
NIPA2P3,,,,,
C21orf62,C21orf62,C21orf62,,C21orf62,C21orf62
RPS20P32,,,,,
FABP3P2,,,,,
MTUS2-AS1,,,,,
KPNA3,kpna3,KPNA3,kpna3,KPNA3,KPNA3
,,,,,
,,,,,
,,,,,
CHRNB1,,,,,
,,,,,
,,,,,
RPL23AP12,,,,,
,,,,,
LINC00159,,,,,
,,,,,
,,,,,
,,,,,
ZBTB4,,,,,
ITSN1,itsn1,ITSN1,itsn1,ITSN1,ITSN1
CRYL1,cryl1,CRYL1,cryl1,CRYL1,CRYL1
SLC35G6,,,,,
POLR2A,,,,,
LINC00562,,,,,
,,,,,
RPS21P8,,,,,
LINC00332,,,,,
,,,,,
CAB39L,cab39l,CAB39L,cab39l,CAB39L,CAB39L
,,,,,
RGS17P1,,,,,
CHCHD2P11,,,,,
LINC02334,,,,,
TIMM9P3,,,,,
IGSF3P1,,,,,
LINC00457,,,,,
RAD17P2,,,,,
PRDX2P1,,,,,
LINC00385,,,,,
DNAJC15,dnajc15,DNAJC15,dnajc15,DNAJC15,
GPR12,GPR12,GPR12,GPR12,GPR12,GPR12
MTUS2-AS2,,,,,
LINC02343,,,,,
,,,,,
ZNF646P1,,,,,
,,,,,
RPP40P2,,,,,
GAMTP2,,,,,
WASF3,,WASF3,wasf3b,WASF3,WASF3
WASF3,wasf3b,WASF3,wasf3b,WASF3,WASF3
WASF3,,WASF3,,WASF3,WASF3
WASF3,wasf3b,WASF3,,WASF3,WASF3
RNU6-1004P,,,,,
ORAI1,,,,,
LINC00366,,,,,
,,,,,
,,,,,
POSTN,postnb,POSTN,postnb,POSTN,POSTN
POSTN,POSTN,POSTN,postnb,POSTN,POSTN
POSTN,postnb,POSTN,POSTN,POSTN,POSTN
POSTN,POSTN,POSTN,POSTN,POSTN,POSTN
,,,,,
RPSAP28,,,,,
ALMS1-IT1,,,,,
,,,,,
NAT8,,,,,
TPRKB,,,,,
,,,,,
,,,,,
DUSP11,,,,,
C2orf78,,,,,
NAT8B,,,,,
ALMS1P1,,,,,
ALMS1P1,,,,,
GNG5P5,,,,,
FNDC3A,FNDC3A,FNDC3A,FNDC3A,FNDC3A,FNDC3A
,,,,,
,,,,,
RPL21P63,,,,,
GCNT2P1,,,,,
,,,,,
C6orf52,,,,,
Y_RNA,,,,,
PAK1IP1,,,,,
TMEM14C,,,,,
,,,,,
FHP1,,,,,
,,,,,
,,,,,
FREM2-AS1,,,,,
LHFPL6,,LHFPL6,,LHFPL6,LHFPL6
LHFPL6,,,,LHFPL6,LHFPL6
POLR3KP1,,,,,
,,,,,
,,,,,
SLC25A5P4,,,,,
GCNT2,,,,,
LINC00378,,,,,
,,,,,
SPATA13-AS1,,,,,
,,,,,
PRDX3P3,,,,,
PRR20FP,,,,,
RPSAP53,,,,,
,,,,,
DNAJA1P1,,,,,
LINC01065,,,,,
DIAPH3-AS1,,,,,
ELL2P3,,,,,
BCRP9,,,,,
AKAP11,,AKAP11,AKAP11,AKAP11,AKAP11
MZT1,mzt1,,mzt1,MZT1,
MZT1,mzt1,,mzt1,MZT1,
MZT1,mzt1,MZT1,mzt1,MZT1,
MZT1,mzt1,MZT1,mzt1,MZT1,
,,,,,
LINC00374,,,,,
PROSER1,,PROSER1,,PROSER1,
PROSER1,,PROSER1,,PROSER1,
RPL37P21,,,,,
,,,,,
COX7CP1,,,,,
ERICH6B,,,,ERICH6B,
ERICH6B,,,,ERICH6B,
CLDN14,,CLDN14,CLDN14,CLDN14,CLDN14
LINC00547,,,,,
RPL13AP25,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
MARK2P12,,,,,
,,,,,
,,,,,
,,,,,
PIBF1,pibf1,PIBF1,pibf1,PIBF1,PIBF1
ATP5PO,atp5po,ATP5O,atp5po,,
ATP5PO,atp5po,ATP5O,atp5po,,
ATP5PO,atp5po,ATP5O,atp5po,,
ATP5PO,atp5po,ATP5O,atp5po,,
FABP5P1,,,,,
,,,,,
BORA,bora,BORA,bora,BORA,BORA
,,,,,
LINC01700,,,,,
FDX1P2,,,,,
CHODL,chodl,CHODL,chodl,CHODL,CHODL
,,,,,
LINC00393,,,,,
,,,,,
LINC00310,,,,,
KLHL1,,KLHL1,,,KLHL1
,,,,,
,,,,,
CDRT15P9,,,,,
LINC00314,,,,,
,,,,,
S100B,s100b,S100B,s100b,,S100B
LINC01666,,,,,
LINC00437,,,,,
LINC01442,,,,,
BACH1,,BACH1,,BACH1,BACH1
BACH1,,BACH1,,BACH1,BACH1
NAP1L4P3,,,,,
,,,,,
HNF4GP1,,,,,
RPL12P34,,,,,
PCDH9-AS4,,,,,
,,,,,
HMGN2P39,,,,,
LINC00364,,,,,
PLA2G12AP2,,,,,
ZDHHC20P4,,,,,
LINC00550,,,,,
PCDH9-AS2,,,,,
ELF1,,ELF1,,ELF1,ELF1
,,,,,
CYYR1-AS1,,,,,
DPPA2P2,,,,,
,,,,,
,,,,,
RPS6KA1,,,,,
SPATA20P1,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
CLDN14-AS1,,,,,
,,,,,
PSMA6P3,,,,,
,,,,,
SCEL,,SCEL,,SCEL,SCEL
SAMSN1-AS1,,,,,
LINC00114,,,,,
ETS2,,ETS2,,ETS2,ETS2
MIR1976,,,,,
RN7SL679P,,,,,
Y_RNA,,,,,
RNU7-29P,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
DSTNP1,,,,,
RPL23AP4,,,,,
KCNJ15,KCNJ15,KCNJ15,,KCNJ15,KCNJ15
COX4I1P2,,,,,
,,,,,
,,,,,
FGFR1OP2P1,,,,,
NPM1P22,,,,,
NIPA2P5,,,,,
,,,,,
PWWP2AP1,,,,,
,,,,,
RPL31P53,,,,,
,,,,,
RPL18AP17,,,,,
MAPK6P2,,,,,
,,,,,
ZNF355P,,,,,
,,,,,
SPATA2P1,,,,,
HSPD1P8,,,,,
CRYZL1,cryzl1,CRYZL1,cryzl1,,CRYZL1
,,,,,
RPL21P111,,,,,
MTCL1P1,,,,,
FREM2,frem2b,FREM2,frem2a,FREM2,FREM2
FREM2,frem2a,FREM2,frem2a,FREM2,FREM2
FREM2,frem2b,FREM2,frem2b,FREM2,FREM2
FREM2,frem2a,FREM2,frem2b,FREM2,FREM2
LINC00331,,,,,
CTAGE11P,,,,,
PRR20B,,,,,
PRR20B,,,,,
PRR20B,,,,,
HNRNPA1P18,,,,,
TBC1D4,TBC1D4,TBC1D4,TBC1D4,TBC1D4,TBC1D4
,,,,,
,,,,,
TRIM51FP,,,,,
GRM5P1,,,,,
GRM5P1,,,,,
BNIP3P43,,,,,
N6AMT1,n6amt1,N6AMT1,n6amt1,N6AMT1,N6AMT1
VDAC1P12,,,,,
,,,,,
RPS3AP52,,,,,
CTAGE16P,,,,,
UBBP5,,,,,
LINC00333,,,,,
PRR20D,,,,,
PRR20D,,,,,
PRR20D,,,,,
,,,,,
,,,,,
,,,,,
SPRY2,spry2,SPRY2,spry2,SPRY2,SPRY2
,,,,,
FGF7P2,,,,,
,,,,,
ANKRD30BP1,,,,,
VN1R8P,,,,,
GTF2IP2,,,,,
PRR20E,,,,,
PRR20E,,,,,
PRR20E,,,,,
,,,,,
LINC01674,,,,,
UFM1,ufm1,,ufm1,,UFM1
UFM1,ufm1,,ufm1,,UFM1
,,,,,
,,,,,
,,,,,
,,,,,
ADAMTS5,ADAMTS5,ADAMTS5,ADAMTS5,ADAMTS5,ADAMTS5
SNRPGP13,,,,,
LINC01670,,,,,
Y_RNA,,,,,
5_8S_rRNA,,,,,
MIR3648-2,,,,,
,,,,,
MIR6724-2,,,,,
Y_RNA,,,,,
MIR6724-3,,,,,
,,,,,
RNA5-8SN3,,,,,
MIR6724-4,,,,,
,,,,,
RNA5-8SN1,,,,,
Y_RNA,,,,,
MIR6724-1,,,,,
U1,,,,,
,,,,,
MIR3648-1,,,,,
OR7E33P,,,,,
,,,,,
RNA5-8SN2,,,,,
SNORA70,,SNORA70,,,
MTND4P1,,,,,
MIR3118-1,,,,,
Y_RNA,,,,,
MTCO2P3,,,,,
,,,,,
RNU6-286P,,,,,
,,,,,
RN7SL52P,,,,,
OR7E111P,,,,,
RNU6-113P,,U6,,,U6
Y_RNA,,,,,
,,,,,
Y_RNA,,,,,
RN7SKP147,,,,,
RNU6-772P,,U6,,,U6
RNU2-55P,,,,,
KLF5,KLF5,KLF5,KLF5,KLF5,KLF5
KLF5,KLF5,KLF5,KLF5,KLF5,KLF5
KLF5,KLF5,KLF5,KLF5,KLF5,KLF5
KLF5,KLF5,KLF5,KLF5,KLF5,KLF5
RNU1-139P,,,,,
RNU4-45P,,,,,
MIR3156-3,,,,,
Y_RNA,,,,,Y_RNA
RN7SKP236,,,,,
RN7SL163P,,,,,
MIR155,,,,MIR155,
MIR6130,,,,,
RNA5SP489,,,,,
MIR4759,,,,,
MIR548X,,,,,
RNU6-614P,,,,,
U6,,,,,
RN7SL740P,,,,,
SNORA62,,SNORA62,,,SNORA62
SNORA62,,SNORA62,,,SNORA62
SNORA80A,,,,,SNORA80A
,,,,,
,,,,,
,,,,,
,,,,,
C2CD2,C2CD2,C2CD2,C2CD2,C2CD2,C2CD2
RBM26-AS1,,,,,
,,,,,
RPL31P54,,,,,
CBY2,cby1,CBY2,cby1,CBY2,CBY2
CTBP2P1,,,,,
UBE2D3P4,,,,,
WASF3-AS1,,,,,
LINC00377,,,,,
BCAS2P3,,,,,
RABEPKP1,,,,,
PCDH9-AS3,,,,,
UBAC2,ubac2,UBAC2,ubac2,UBAC2,UBAC2
ZBTB21,ZBTB21,ZBTB21,ZBTB21,ZBTB21,ZBTB21
UMODL1-AS1,,,,,
RFC3,rfc3,RFC3,rfc3,RFC3,RFC3
ZNF295-AS1,,,,,
LINC00160,,,,,
,,,,,
RPL34P3,,,,,
EZH2P1,,,,,
,,,,,
MIR802,,,,,
RPS20P1,,,,,
PPP1R2P2,,,,,
RPL23AP3,,,,,
RIMKLBP1,,,,,
RNU6-992P,,,,,
CBR1,cbr1,,cbr1,CBR1,
CBR1,cbr1,,cbr1,CBR1,
CBR1,cbr1,,cbr1,CBR1,
CBR1,cbr1,,cbr1,CBR1,
,,,,,
MEMO1P1,,,,,
RPS9P1,,,,,
CBR3,,CBR3,,,CBR3
CBR3,,CBR3,,,CBR3
CBR3,,CBR3,,,CBR3
CBR3,zgc:92161,CBR3,,,CBR3
CBR3,zgc:65997,CBR3,,,CBR3
CBR3,zgc:101858,CBR3,,,CBR3
CBR3,,CBR3,,,CBR3
CBR3,,CBR3,,,CBR3
CBR3,,CBR3,,,CBR3
CBR3,zgc:92161,CBR3,,,CBR3
CBR3,zgc:65997,CBR3,,,CBR3
CBR3,zgc:101858,CBR3,,,CBR3
CBR3,,CBR3,,,CBR3
CBR3,,CBR3,,,CBR3
CBR3,,CBR3,,,CBR3
CBR3,zgc:92161,CBR3,,,CBR3
CBR3,zgc:65997,CBR3,,,CBR3
CBR3,zgc:101858,CBR3,,,CBR3
CBR3,,CBR3,zgc:65997,,CBR3
CBR3,,CBR3,zgc:65997,,CBR3
CBR3,,CBR3,zgc:65997,,CBR3
CBR3,zgc:92161,CBR3,zgc:65997,,CBR3
CBR3,zgc:65997,CBR3,zgc:65997,,CBR3
CBR3,zgc:101858,CBR3,zgc:65997,,CBR3
CBR3,,CBR3,zgc:101858,,CBR3
CBR3,,CBR3,zgc:101858,,CBR3
CBR3,,CBR3,zgc:101858,,CBR3
CBR3,zgc:92161,CBR3,zgc:101858,,CBR3
CBR3,zgc:65997,CBR3,zgc:101858,,CBR3
CBR3,zgc:101858,CBR3,zgc:101858,,CBR3
RPL3P1,,,,,
EVA1C,EVA1C,EVA1C,EVA1C,EVA1C,EVA1C
ANKRD26P2,,,,,
POU4F1,pou4f1,POU4F1,pou4f1,POU4F1,POU4F1
,,,,,
PSMD10P3,,,,,
,,,,,
SPATA13,,SPATA13,,SPATA13,
COLEC12,COLEC12,COLEC12,COLEC12,COLEC12,COLEC12
COLEC12,colec12,COLEC12,COLEC12,COLEC12,COLEC12
COLEC12,COLEC12,COLEC12,colec12,COLEC12,COLEC12
COLEC12,colec12,COLEC12,colec12,COLEC12,COLEC12
EXOSC3P1,,,,,
,,,,,
RNA5SP490,,,,,
CFAP298,cfap298,CFAP298,cfap298,CFAP298,CFAP298
CFAP298,cfap298,CFAP298,cfap298,CFAP298,CFAP298
TWSG1-DT,,,,,
LINC01892,,,,,
ARHGAP28-AS1,,,,,
,,,,,
,,,,,
LINC01928,,,,,
,,,,,
SLC25A3P3,,,,,
,,,,,
,,,,,
,,,,,
LINC00526,,,,,
PPIAP14,,,,,
,,,,,
,,,,,
IMPA2,,IMPA2,,IMPA2,IMPA2
OR7E23P,,,,,
,,,,,
CFAP298-TCP10L,,,,,
,,,,,
,,,,,
OGFOD1P1,,,,,
,,,,,
NHLRC3,NHLRC3,NHLRC3,NHLRC3,NHLRC3,NHLRC3
,,,,,
,,,,,
COP1P1,,,,,
,,,,,
,,,,,
RAB31,RAB31,RAB31,RAB31,,RAB31
LINC02338,,,,,
OLFM4,,OLFM4,,OLFM4,OLFM4
OLFM4,,OLFM4,,OLFM4,OLFM4
TCP10L,,,,TCP10L,
TCP10L,,,,TCP10L,
ARF4P3,,,,,
LIN28AP2,,,,,
CCT5P2,,,,,
PRR20A,,,,,
PRR20A,,,,,
PRR20A,,,,,
LINC01078,,,,,
IPO5,kpnb3,IPO5,kpnb3,IPO5,IPO5
UBE2CP2,,,,,
LINC00470,,,,,
SMIM34,,SMIM34,,,SMIM34
BTG3,btg3,BTG3,btg3,BTG3,
BTG3,btg3,BTG3,btg3,BTG3,
SUMO3,,,sumo3a,,
SUMO3,sumo3a,,sumo3a,,
MRPL39,cenpq,MRPL39,cenpq,MRPL39,MRPL39
,,,,,
,,,,,
,,,,,
ZNF415P1,,,,,
,,,,,
,,,,,
,,,,,
COX6CP3,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
LINC01254,,,,,
,,,,,
YES1,YES1,YES1,,YES1,YES1
YES1,yes1,YES1,,YES1,YES1
SAMSN1,samsn1b,SAMSN1,samsn1b,SAMSN1,
SAMSN1,samsn1a,SAMSN1,samsn1b,SAMSN1,
SAMSN1,samsn1b,SAMSN1,samsn1a,SAMSN1,
SAMSN1,samsn1a,SAMSN1,samsn1a,SAMSN1,
,,,,,
,,,,,
RPS4XP18,,,,,
,,,,,
,,,,,
PPIAP57,,,,,
BRD7P1,,,,,
,,,,,
,,,,,
RN7SKP205,,,,,
,,,,,
,,,,,
PPP4R1-AS1,,,,,
,,,,,
BOD1P2,,,,,
LINC00596,,,,,
,,,,,
DHRS4-AS1,,,,,
,,,,,
,,,,,
,,,,,
SMIM11,,SMIM11,,SMIM11,SMIM11
,,,,,
MIR3649,,,,,
ADIPOR2,,,,,
DHRS4L1,,,,,
CARMIL3,,,,,
,,,,,
,,,,,
SNRPFP3,,,,,
KLHL14,KLHL14,KLHL14,KLHL14,,KLHL14
,,,,,
,,,,,
DIAPH3,diaph3,DIAPH3,diaph3,DIAPH3,DIAPH3
RPS4XP14,,,,,
CACNA2D4,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
LINC01478,,,,,
SIM2,,SIM2,,SIM2,SIM2
CPNE6,,,,,
,,,,,
HLCS-IT1,,,,,
RNA5SP491,,,,,
DPRXP5,,,,,
HLCS-AS1,,,,,
LINC01543,,,,,
Y_RNA,,,,,
MRPL20P1,,,,,
,,,,,
RIPPLY3,,RIPPLY3,,RIPPLY3,
RIPPLY3,,RIPPLY3,,RIPPLY3,
RIPPLY3,,RIPPLY3,,RIPPLY3,
,,,,,
BNIP3P3,,,,,
,,,,,
,,,,,
,,,,,
RNU6-696P,,,,,
,,,,,
PGDP1,,,,,
RRP1B,,RRP1B,,RRP1B,RRP1B
,,,,,
AQP4-AS1,,,,,
,,,,,
PDXK,pdxka,PDXK,pdxkb,PDXK,
PDXK,pdxkb,PDXK,pdxkb,PDXK,
PDXK,pdxka,PDXK,pdxka,PDXK,
PDXK,pdxkb,PDXK,pdxka,PDXK,
PDXK,pdxka,PDXK,pdxkb,PDXK,
PDXK,pdxkb,PDXK,pdxkb,PDXK,
PDXK,pdxka,PDXK,pdxka,PDXK,
PDXK,pdxkb,PDXK,pdxka,PDXK,
NDUFV2,ndufv2,NDUFV2,ndufv2,,
NDUFV2,ndufv2,NDUFV2,ndufv2,,
NDUFV2,ndufv2,,ndufv2,,
NDUFV2,ndufv2,,ndufv2,,
EI24P3,,,,,
,,,,,
ZKSCAN7,,,,,
NRL,,,,,
PCK2,,,,,
MPPE1,mppe1,MPPE1,mppe1,,MPPE1
ZKSCAN7-AS1,,,,,
ZNF660,,,,,
MPRIPP1,,,,,
ZNF197,,,,,
ZNF197-AS1,,,,,
ZNF35,,,,,
,,,,,
TMEM97P1,,,,,
RRP1,,RRP1,,RRP1,RRP1
DCAF11,,,,,
,,,,,
SOCS5P3,,,,,
ZNF502,,,,,
,,,,,
ZNF501,,,,,
SRSF1P1,,,,,
RPS26P47,,,,,
PCDH17,PCDH17,PCDH17,PCDH17,PCDH17,PCDH17
PCDH17,pcdh17,PCDH17,PCDH17,PCDH17,PCDH17
PCDH17,PCDH17,PCDH17,pcdh17,PCDH17,PCDH17
PCDH17,pcdh17,PCDH17,pcdh17,PCDH17,PCDH17
KIAA1143,,,,,
SP3P,,,,,
RPL21P110,,,,,
LINC00440,,,,,
KIF15,,,,,
RPS12P24,,,,,
LINC01050,,,,,
HIGD1AP2,,,,,
TXNL1P1,,,,,
,,,,,
HNRNPA1P31,,,,,
,,,,,
LINC00446,,,,,
AATBC,,,,,
,,,,,
MYL6P1,,,,,
AGPAT3,agpat3,AGPAT3,agpat3,AGPAT3,AGPAT3
WBP4,,WBP4,,WBP4,WBP4
LINC02342,,,,,
,,,,,
SERTM1,SERTM1,SERTM1,SERTM1,SERTM1,SERTM1
,,,,,
ELOCP23,,,,,
MTND5P3,,,,,
,,,,,
,,,,,
SLC7A1,SLC7A1,SLC7A1,SLC7A1,SLC7A1,SLC7A1
SLC7A1,SLC7A1,SLC7A1,SLC7A1,SLC7A1,SLC7A1
SLC7A1,SLC7A1,SLC7A1,,SLC7A1,SLC7A1
SLC7A1,SLC7A1,SLC7A1,,SLC7A1,SLC7A1
SLC15A1,SLC15A1,SLC15A1,SLC15A1,SLC15A1,SLC15A1
SLC15A1,slc15a1b,SLC15A1,SLC15A1,SLC15A1,SLC15A1
SLC15A1,SLC15A1,SLC15A1,slc15a1b,SLC15A1,SLC15A1
SLC15A1,slc15a1b,SLC15A1,slc15a1b,SLC15A1,SLC15A1
LINC02958,,,,,
MIR564,,,,,
TMEM42,,,,,
CELF4,celf4,CELF4,celf4,CELF4,CELF4
TGM4,,,,,
RNU6-859P,,,,,
RNU6-1150P,,U6,,,U6
TRAPPC10,TRAPPC10,TRAPPC10,TRAPPC10,TRAPPC10,TRAPPC10
,,,,,
FITM1,,,,,
,,,,,
LRTM2,,,,,
PSME1,,,,,
,,,,,
ZNF852,,,,,
,,,,,
LINC00940,,,,,
DCP1B,,,,,
,,,,,
,,,,,
PCCA-AS1,,,,,
CACNA1C-IT1,,,,,
,,,,,
CACNA1C-AS4,,,,,
,,,,,
VENTXP2,,,,,
LINC00427,,,,,
CACNA1C-IT3,,,,,
,,,,,
ATP6V1G1P7,,,,,
,,,,,
LINC02341,,,,,
CACNA1C-AS3,,,,,
,,,,,
FOXO1,foxo1a,FOXO1,FOXO1,FOXO1,FOXO1
FOXO1,FOXO1,FOXO1,FOXO1,FOXO1,FOXO1
FOXO1,foxo1a,FOXO1,foxo1a,FOXO1,FOXO1
FOXO1,FOXO1,FOXO1,foxo1a,FOXO1,FOXO1
CACNA1C-AS2,,,,,
CACNA1C-AS1,,,,,
H2AZP1,,,,,
PWP2,pwp2h,PWP2,pwp2h,PWP2,PWP2
ARF4P4,,,,,
STK24-AS1,,,,,
COG3,cog3,SLC25A30,cog3,COG3,COG3
CACNA1C,,,,,
EMC9,,,,,
,,,,,
,,,,,
DYRK1A,dyrk1ab,DYRK1A,dyrk1ab,DYRK1A,DYRK1A
RNA5SP266,,,,,
LINC01309,,,,,
,,,,,
SRGNP1,,,,,
PSME2,,,,,
GAPDHP34,,,,,
,,,,,
,,,,,
LRCH1,,LRCH1,,LRCH1,LRCH1
,,,,,
AKAIN1,,,,AKAIN1,AKAIN1
AKAIN1,,,,AKAIN1,AKAIN1
SLC14A2,,SLC14A2,slc14a2,SLC14A2,SLC14A2
SLC14A2,slc14a2,SLC14A2,slc14a2,SLC14A2,SLC14A2
SLC14A2,,SLC14A2,,SLC14A2,SLC14A2
SLC14A2,slc14a2,SLC14A2,,SLC14A2,SLC14A2
,,,,,
,,,,,
RALBP1,ralbp1,RALBP1,ralbp1,RALBP1,RALBP1
LINC00428,,,,,
,,,,,
LINC01048,,,,,
SCEL-AS1,,,,,
,,,,,
COX5BP6,,,,,
LINC01038,,,,,
NXT1P1,,,,,
,,,,,
FTLP8,,,,,
CDADC1,cdadc1,CDADC1,cdadc1,CDADC1,CDADC1
,,,,,
,,,,,
SS18,ss18,SS18,ss18,SS18,SS18
MIR7703,,,,,
RNF31,,,,,
ZDHHC4P1,,,,,
LINC00430,,,,,
LINC01080,,,,,
DDX6P2,,,,,
DIS3,DIS3,DIS3,DIS3,DIS3,DIS3
PRDM15,PRDM15,PRDM15,PRDM15,PRDM15,PRDM15
,,,,,
ITGA9,,,,,
RNA5SP383,,,,,
NEK2P2,,,,,
IRF9,,,,,
TOMM40P2,,,,,
RPL21P135,,,,,
NDUFAF4P3,,,,,
RNU7-73P,,,,,
CCT8L2,,,,,
,,,,,
,,,,,
ITGA9-AS1,,,,,
,,,,,
IGKV2OR22-3,,,,,
ANKRD62P1-PARP4P3,,,,,
LINC00351,,,,,
ZNF402P,,,,,
,,,,,
LINC02336,,,,,
FABP5P11,,,,,
CHEK2P4,,,,,
,,,,,
ACTR3BP7,,,,,
COG6,cog6,COG6,cog6,COG6,COG6
,,,,,
IGKV1OR22-5,,,,,
,,,,,
ABCD1P4,,,,,
,,,,,
SLC25A15P5,,,,,
PABPC1P9,,,,,
,,,,,
,,,,,
LINC01665,,,,,
ZNF73P,,,,,
,,,,,
BNIP3P2,,,,,
ANKRD62P1,,,,,
REC8,,,,,
ZNF72BP,,,,,
MED15P7,,,,,
,,,,,
,,,,,
NBEAP3,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
TPMTP1,,,,,
FRG1GP,,,,,
RPS8P3,,,,,
,,,,,
IGKV3OR22-2,,,,,
,,,,,
,,,,,
,,,,,
IGKV2OR22-4,,,,,
PARP4P3,,,,,
,,,,,
GPM6BP3,,,,,
TTC39C-AS1,,,,,
SLC9B1P4,,,,,
NPM1P1,,,,,
DUXAP8,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
MTND1P17,,,,,
NF1P6,,,,,
ANKRD12,ankrd12,ANKRD12,,ANKRD12,ANKRD12
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
LINC00383,,,,,
,,,,,
IGKV1OR22-1,,,,,
,,,,,
LINC01047,,,,,
IPO4,,,,,
,,,,,
LINC00353,,,,,
LINC00382,,,,,
MED15,,MED15,med15,MED15,MED15
MED15,med15,MED15,med15,MED15,MED15
PEX12P1,,,,,
PRR20C,,,,,
PRR20C,,,,,
PRR20C,,,,,
,,,,,
TCEAL4P1,,,,,
GAPDHP69,,,,,
,,,,,
NUS1P4,,,,,
SLITRK6,slitrk6,SLITRK6,slitrk6,SLITRK6,SLITRK6
,,,,,
,,,,,
,,,,,
TET1P1,,,,,
,,,,,
,,,,,
RPL27AP8,,,,,
ARK2N,ark2n,CUNH18orf25,ark2n,ARK2N,ARK2N
,,,,,
PCDH9,PCDH9,PCDH9,PCDH9,PCDH9,PCDH9
,,,,,
,,,,,
MIR5692B,,,,,
,,,,,
PKNOX1,pknox1.1,PKNOX1,pknox1.1,PKNOX1,PKNOX1
LINC00343,,,,,
,,,,,
ZBTB7C-AS1,,,,,
,,,,,
,,,,,
SKA1,,,,SKA1,SKA1
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
MTCO2P2,,,,,
SINHCAFP1,,,,,
RPS24P18,,,,,
,,,,,
,,,,,
CBS,CBS,CBS,CBS,CBS,CBS
CBS,CBS,CBS,CBS,CBS,CBS
CBS,CBS,CBS,,CBS,CBS
CBS,CBS,CBS,,CBS,CBS
MAP1LC3P,,,,,
,,,,,
,,,,,
CIAPIN1P,,,,,
,,,,,
,,,,,
,,,,,
