HGNC ID	UniProt ID(supplied by UniProt)
HGNC:27639	Q69YU3
HGNC:33736	A5PLL1
HGNC:33888	P0C6C1
HGNC:48618	
HGNC:26323	Q8N283
HGNC:58407	
HGNC:24079	A6QL64
HGNC:29333	Q8N2N9
HGNC:28169	Q96IX9
HGNC:33607	
HGNC:32946	Q5JPF3
HGNC:37759	
HGNC:56921	
HGNC:29593	Q7Z713
HGNC:28640	Q53RE8
HGNC:56783	
HGNC:28233	Q6AI12
HGNC:26080	Q53H64
HGNC:26752	Q8N9B4
HGNC:55590	
HGNC:25259	Q8N8A2
HGNC:41090	
HGNC:55840	
HGNC:41477	
HGNC:24786	Q5TZF3
HGNC:27229	Q86W74
HGNC:25970	Q8WVL7
HGNC:54619	
HGNC:54620	
HGNC:54621	
HGNC:54622	
HGNC:29223	Q9ULJ7
HGNC:26614	Q8NB46
HGNC:25691	Q8N9V6
HGNC:25185	Q6NXT1
HGNC:39214	
HGNC:25681	Q3KP44
HGNC:16217	Q9BZ19
HGNC:22467	A6NGH8
HGNC:35241	A6NC57
HGNC:42363	
HGNC:42393	
HGNC:40027	C9JTQ0
HGNC:42950	E5RJM6
HGNC:55844	
HGNC:44669	B4E2M5
HGNC:20961	Q92625
HGNC:24600	Q7Z6G8
HGNC:29422	Q6ZW76
HGNC:26795	Q8N8V4
HGNC:26724	Q68DC2
HGNC:29642	A6NFN9
HGNC:25527	Q9H8Y5
HGNC:14082	Q9NQW6
HGNC:21625	Q5XXA6
HGNC:40016	
HGNC:1183	Q9NQ90
HGNC:14004	Q9BYT9
HGNC:54190	
HGNC:23837	Q32M45
HGNC:27337	Q75V66
HGNC:25240	Q4KMQ2
HGNC:31677	Q6IWH7
HGNC:32248	
HGNC:29329	Q9HCE9
HGNC:20679	A1A5B4
HGNC:25519	Q9NW15
HGNC:6211	P23352
HGNC:6214	
HGNC:13233	P39687
HGNC:25672	
HGNC:42949	
HGNC:16677	Q92688
HGNC:24267	
HGNC:38552	
HGNC:44089	
HGNC:16675	O43423
HGNC:16676	O95626
HGNC:16673	Q9BTT0
HGNC:500	P15144
HGNC:14152	Q9BQD7
HGNC:21014	Q9H6X2
HGNC:21732	P58335
HGNC:27277	A6NF34
HGNC:45004	
HGNC:533	P04083
HGNC:537	P07355
HGNC:538	
HGNC:539	A6NMY6
HGNC:540	
HGNC:33463	Q3ZCQ2
HGNC:27208	
HGNC:48996	
HGNC:541	P12429
HGNC:542	P09525
HGNC:543	P08758
HGNC:544	P08133
HGNC:545	P20073
HGNC:546	P13928
HGNC:23334	Q5VT79
HGNC:547	O76027
HGNC:534	Q9UJ72
HGNC:535	P50995
HGNC:536	P27216
HGNC:548	P28039
HGNC:41307	
HGNC:80	P19801
HGNC:549	O75106
HGNC:550	Q16853
HGNC:48869	
HGNC:1361	Q8N6M6
HGNC:58217	
HGNC:553	Q06278
HGNC:18450	
HGNC:19049	
HGNC:53766	
HGNC:28808	Q63HQ0
HGNC:55391	
HGNC:554	Q10567
HGNC:297	
HGNC:298	
HGNC:555	O43747
HGNC:556	O75843
HGNC:55442	
HGNC:13667	Q9BXS5
HGNC:558	Q9Y6Q5
HGNC:54978	
HGNC:559	P61966
HGNC:560	P56377
HGNC:50752	
HGNC:18971	Q96PC3
HGNC:561	O95782
HGNC:562	O94973
HGNC:563	P63010
HGNC:55017	
HGNC:564	Q96CW1
HGNC:565	P53680
HGNC:566	O00203
HGNC:567	Q13367
HGNC:568	O14617
HGNC:569	Q9Y2T2
HGNC:570	P53677
HGNC:2013	Q92572
HGNC:56914	
HGNC:58492	
HGNC:58493	
HGNC:571	P59780
HGNC:572	Q9Y6B7
HGNC:44114	
HGNC:573	Q9UPM8
HGNC:574	O00189
HGNC:575	Q9Y587
HGNC:25104	Q2VPB7
HGNC:20192	Q9H0R1
HGNC:15875	Q9NUS5
HGNC:22197	O43299
HGNC:576	O14727
HGNC:578	Q02410
HGNC:579	Q99767
HGNC:580	O96018
HGNC:581	O00213
HGNC:17379	Q7Z5R6
HGNC:582	Q92870
HGNC:20708	O95704
HGNC:583	P25054
HGNC:24036	O95996
HGNC:58571	
HGNC:15718	Q8J025
HGNC:26892	Q8NCL9
HGNC:27152	
HGNC:584	P02743
HGNC:586	P13798
HGNC:48925	P0DMC3
HGNC:587	P27695
HGNC:17889	Q9UBZ4
HGNC:29509	Q96BI3
HGNC:24080	Q8WW43
HGNC:594	Q9BZZ5
HGNC:595	
HGNC:39070	
HGNC:17581	Q96GX9
HGNC:28724	Q8IW19
HGNC:16665	Q9ULZ1
HGNC:339	P35414
HGNC:597	P51693
HGNC:598	Q06481
HGNC:13238	Q9HDC9
HGNC:600	P02647
HGNC:40079	
HGNC:601	P02652
HGNC:602	P06727
HGNC:17288	Q6Q788
HGNC:603	P04114
HGNC:604	P41238
HGNC:605	Q9Y235
HGNC:17343	P31941
HGNC:43835	
HGNC:44196	
HGNC:17352	Q9UH17
HGNC:43836	
HGNC:17353	Q9NRW3
HGNC:17354	Q96AK3
HGNC:17356	Q8IUX4
HGNC:17357	Q9HC16
HGNC:24100	Q6NTF7
HGNC:32152	Q8WW27
HGNC:24087	Q0VD83
HGNC:607	P02654
HGNC:608	
HGNC:609	P02655
HGNC:610	P02656
HGNC:611	P55056
HGNC:44426	
HGNC:612	P05090
HGNC:613	P02649
HGNC:615	Q13790
HGNC:616	P02749
HGNC:618	O14791
HGNC:619	Q9BQE5
HGNC:14868	O95236
HGNC:14867	Q9BPW4
HGNC:14869	Q9BWW9
HGNC:14870	Q9BWW8
HGNC:25268	Q96LR9
HGNC:13916	O95445
HGNC:53942	
HGNC:28727	Q9BUR5
HGNC:24009	Q6UXV4
HGNC:48739	
HGNC:48740	
HGNC:48741	
HGNC:48742	
HGNC:48743	
HGNC:620	P05067
HGNC:55075	
HGNC:56009	
HGNC:622	Q92624
HGNC:55423	
HGNC:24035	Q9UKG1
HGNC:18242	Q8NEU8
HGNC:24082	Q8IVJ8
HGNC:626	P07741
HGNC:44173	
HGNC:15984	Q7Z2E3
HGNC:633	P29972
HGNC:634	P41181
HGNC:636	Q92482
HGNC:637	P55087
HGNC:26399	
HGNC:638	P55064
HGNC:55474	A0A7L8Y648
HGNC:639	Q13520
HGNC:640	O14520
HGNC:53895	A0A075B734
HGNC:32048	
HGNC:32049	
HGNC:31976	A6NL99
HGNC:32056	
HGNC:51836	
HGNC:642	O94778
HGNC:643	O43315
HGNC:16029	Q96PS8
HGNC:19940	Q8NBQ7
HGNC:19941	Q8IXF9
HGNC:6096	A6NM10
HGNC:29513	O60306
HGNC:644	P10275
HGNC:646	P10398
HGNC:50824	
HGNC:647	
HGNC:35474	
HGNC:16925	Q96P48
HGNC:39993	
HGNC:39994	
HGNC:16924	Q8WZ64
HGNC:24097	Q8WWN8
HGNC:25365	Q8WUF8
HGNC:34336	A6NC97
HGNC:648	Q7LC44
HGNC:649	P48444
HGNC:651	P15514
HGNC:20363	O15033
HGNC:652	P84077
HGNC:22500	
HGNC:39883	
HGNC:39884	
HGNC:44341	
HGNC:654	P61204
HGNC:655	P18085
HGNC:51593	
HGNC:657	
HGNC:16599	
HGNC:32380	
HGNC:37628	
HGNC:37629	
HGNC:658	P84085
HGNC:659	P62330
HGNC:15852	Q8N6T3
HGNC:13504	Q8N6H7
HGNC:661	Q9NP61
HGNC:15772	Q9Y6D6
HGNC:55237	
HGNC:15853	Q9Y6D5
HGNC:21213	Q5TH69
HGNC:21496	P53367
HGNC:17160	P53365
HGNC:662	Q13795
HGNC:663	P05089
HGNC:664	P78540
HGNC:58660	
HGNC:30146	A6NJG6
HGNC:17252	
HGNC:23977	
HGNC:25482	Q9NWB6
HGNC:43691	
HGNC:673	Q07960
HGNC:674	P98171
HGNC:675	Q13017
HGNC:20279	Q96IT6
HGNC:676	O43182
HGNC:677	P85298
HGNC:14130	Q9BRR9
HGNC:26099	A1A4S6
HGNC:15783	Q6P4F7
HGNC:56188	
HGNC:56310	
HGNC:15782	Q3KRB8
HGNC:55586	
HGNC:16348	Q8IWW6
HGNC:21030	Q53QZ3
HGNC:40949	
HGNC:19921	
HGNC:18239	Q68EM7
HGNC:21035	Q8N392
HGNC:23724	Q14CB8
HGNC:48348	
HGNC:18357	Q9P2F6
HGNC:23725	Q5T5U3
HGNC:30320	Q7Z5H3
HGNC:42944	
HGNC:29293	Q9P227
HGNC:45039	
HGNC:25361	Q8N264
HGNC:28951	P42331
HGNC:17073	Q9UNA1
HGNC:40792	
HGNC:41429	
HGNC:31813	Q6ZUM4
HGNC:28630	
HGNC:52873	
HGNC:53771	
HGNC:25509	Q9P2N2
HGNC:55320	
HGNC:30207	Q52LW3
HGNC:54311	
HGNC:27414	Q7Z6I6
HGNC:29216	Q2M1Z3
HGNC:41235	
HGNC:17399	A7KAX9
HGNC:23085	O14559
HGNC:4591	Q9NRY4
HGNC:26388	Q6ZRI8
HGNC:29351	Q9C0H5
HGNC:16226	Q5TG30
HGNC:26545	A6NI28
HGNC:54801	
HGNC:43940	
HGNC:43939	
HGNC:19327	
HGNC:43941	
HGNC:43942	
HGNC:29096	Q17R89
HGNC:55326	
HGNC:17102	Q92619
HGNC:678	P52565
HGNC:679	P52566
HGNC:680	Q99819
HGNC:681	Q92888
HGNC:682	Q92974
HGNC:40082	
HGNC:55175	
HGNC:683	Q9NR81
HGNC:40083	
HGNC:684	Q9NR80
HGNC:55716	
HGNC:13209	Q12774
HGNC:685	Q15052
HGNC:15607	Q14155
HGNC:39816	
HGNC:40717	
HGNC:41408	
HGNC:14561	O43307
HGNC:41401	
HGNC:14103	O15013
HGNC:25540	Q9HCE6
HGNC:14580	O15085
HGNC:14193	Q9NZN5
HGNC:15590	O94989
HGNC:15515	Q5VV41
HGNC:21726	Q96PE2
HGNC:55485	
HGNC:17090	Q6ZSZ5
HGNC:55284	
HGNC:26604	Q8IW93
HGNC:30275	Q86VW2
HGNC:41260	
HGNC:24490	Q96DR7
HGNC:41048	
HGNC:30322	Q8N1W1
HGNC:56460	
HGNC:37252	A8MVX0
HGNC:38086	
HGNC:33846	A5YM69
HGNC:41292	
HGNC:34430	A1IGU5
HGNC:25968	Q9NXL2
HGNC:41483	
HGNC:25909	Q8N4T4
HGNC:25516	Q8TER5
HGNC:11110	O14497
HGNC:18040	Q8NFD5
HGNC:40826	
HGNC:18037	Q68CP9
HGNC:3031	Q99856
HGNC:14350	Q8IVW6
HGNC:54553	
HGNC:21209	A6NKF2
HGNC:9885	P29374
HGNC:15550	Q4LE39
HGNC:17361	Q03989
HGNC:17362	Q14865
HGNC:689	Q9Y4X5
HGNC:690	O95376
HGNC:34425	Q8N7S6
HGNC:31732	
HGNC:31696	Q6ZSG1
HGNC:28172	Q96B23
HGNC:692	P40616
HGNC:693	P36404
HGNC:49197	
HGNC:17146	Q9Y2Y0
HGNC:17742	
HGNC:31036	
HGNC:39447	
HGNC:39448	
HGNC:39449	
HGNC:39450	
HGNC:39451	
HGNC:39452	
HGNC:39453	
HGNC:39454	
HGNC:694	P36405
HGNC:695	P40617
HGNC:17741	
HGNC:32379	
HGNC:52372	
HGNC:52373	
HGNC:52374	
HGNC:698	P56559
HGNC:656	P49703
HGNC:696	Q9Y689
HGNC:43933	
HGNC:43937	
HGNC:43935	
HGNC:43936	
HGNC:55001	
HGNC:23052	Q96KC2
HGNC:31111	A6NH57
HGNC:13210	Q9H0F7
HGNC:697	Q15041
HGNC:23178	
HGNC:44971	
HGNC:44972	
HGNC:18076	Q66PJ3
HGNC:16937	O75915
HGNC:24048	Q8N6S5
HGNC:25192	Q96BM9
HGNC:25564	Q9NVJ2
HGNC:56628	
HGNC:56629	
HGNC:23592	Q6T311
HGNC:22042	Q8N8L6
HGNC:24046	Q969Q4
HGNC:31709	Q5H913
HGNC:25419	Q3SXY8
HGNC:22974	Q8N4G2
HGNC:26798	Q8N8R7
HGNC:55517	
HGNC:44201	P0DKL9
HGNC:54676	
HGNC:25945	Q9NXU5
HGNC:27902	Q0P5N6
HGNC:24096	Q8IVW1
HGNC:32387	Q8IVW1
HGNC:19225	Q8WVX3
HGNC:53032	
HGNC:17684	Q9NVT9
HGNC:23045	Q8NEN0
HGNC:41008	
HGNC:30964	Q5W041
HGNC:25781	Q96C12
HGNC:25049	Q6NXE6
HGNC:26168	Q9H6L4
HGNC:24999	Q8IUR7
HGNC:49918	
HGNC:20730	Q7Z3E5
HGNC:21706	Q8N2F6
HGNC:43646	
HGNC:21099	Q5T9G4
HGNC:18073	Q9P291
HGNC:16869	Q7L311
HGNC:24065	Q9UH62
HGNC:41038	
HGNC:28615	Q5H9R4
HGNC:25772	Q6P1M9
HGNC:42000	
HGNC:26094	Q7L4S7
HGNC:49917	
HGNC:34345	Q6PIY5
HGNC:49394	H3BNL8
HGNC:25788	Q5T2E6
HGNC:19846	Q86TY3
HGNC:32685	P0C7Q2
HGNC:54484	
HGNC:700	P27540
HGNC:16876	Q9HBZ2
HGNC:58338	
HGNC:58450	
HGNC:58467	
HGNC:56077	
HGNC:703	Q92747
HGNC:56494	
HGNC:56495	
HGNC:56496	
HGNC:56497	
HGNC:704	O15143
HGNC:54638	
HGNC:705	O15144
HGNC:706	O15145
HGNC:16092	
HGNC:39431	
HGNC:39432	
HGNC:39434	
HGNC:39435	
HGNC:707	P59998
HGNC:38830	
HGNC:708	O15511
HGNC:23366	Q9BPX5
HGNC:28782	Q7Z6K5
HGNC:38824	
HGNC:16967	P56211
HGNC:54698	
HGNC:54699	
HGNC:16968	Q9UBL0
HGNC:40785	
HGNC:710	P36575
HGNC:711	P49407
HGNC:712	P32121
HGNC:28633	Q8N5I2
HGNC:23395	Q9H2J1
HGNC:25225	Q8TBH0
HGNC:29263	Q96B67
HGNC:44145	
HGNC:28087	Q8NCT1
HGNC:31407	A6NEK1
HGNC:713	P15289
HGNC:714	P15848
HGNC:716	
HGNC:717	P51689
HGNC:40085	
HGNC:718	
HGNC:721	P54793
HGNC:722	
HGNC:24102	Q96EG1
HGNC:32488	Q5FYA8
HGNC:32521	Q5FYB1
HGNC:26286	Q5FYB0
HGNC:25239	Q6UWY0
HGNC:719	P51690
HGNC:720	
HGNC:723	P52961
HGNC:51489	
HGNC:724	
HGNC:725	Q13508
HGNC:726	Q93070
HGNC:24049	Q96L15
HGNC:727	Q5T4W7
HGNC:29561	Q9H2C2
HGNC:728	O00192
HGNC:18060	Q96QS3
HGNC:17452	Q9HBK9
HGNC:735	Q13510
HGNC:55603	
HGNC:18860	Q9NR71
HGNC:23456	P0C7U1
HGNC:2720	Q9ULH1
HGNC:24998	
HGNC:48917	
HGNC:2721	O43150
HGNC:14987	Q8TDY4
HGNC:57016	
HGNC:38875	
HGNC:57017	
HGNC:57018	
HGNC:57019	
HGNC:57020	
HGNC:57021	
HGNC:54861	
HGNC:16011	Q9Y576
HGNC:16012	Q96Q27
HGNC:16013	Q9Y575
HGNC:16009	Q9Y574
HGNC:17180	Q8WWX0
HGNC:17181	Q9NWX5
HGNC:58232	
HGNC:17182	Q9H672
HGNC:17183	Q9H765
HGNC:17184	Q96DX5
HGNC:20972	
HGNC:17185	Q8WXI3
HGNC:17186	Q8WXH4
HGNC:19763	Q8WXK4
HGNC:19765	Q8WXK3
HGNC:19766	A6NK59
HGNC:19767	Q8WXK1
HGNC:40904	
HGNC:19768	Q96NS5
HGNC:25442	Q495Z4
HGNC:19769	Q8WXJ9
HGNC:19770	Q6ZVZ8
HGNC:24268	Q8N9N2
HGNC:24103	Q9H1I8
HGNC:18697	Q8N3C0
HGNC:738	P50553
HGNC:739	Q99929
HGNC:740	Q9NQ33
HGNC:24311	Q6XD76
HGNC:33169	Q7RTU5
HGNC:53619	L0R819
HGNC:20995	Q9Y294
HGNC:20996	Q9NVP2
HGNC:742	P07306
HGNC:743	P07307
HGNC:19088	Q9NR48
HGNC:44146	
HGNC:41449	
HGNC:744	Q9UBL3
HGNC:19332	
HGNC:53059	
HGNC:53060	
HGNC:56973	
HGNC:100	P78348
HGNC:99	Q16515
HGNC:27103	
HGNC:58564	
HGNC:58620	
HGNC:101	Q9UHC3
HGNC:21263	Q96FT7
HGNC:40960	
HGNC:17537	Q9NY37
HGNC:745	P42127
HGNC:746	P04424
HGNC:747	
HGNC:53135	
HGNC:56702	
HGNC:750	P46597
HGNC:751	O95671
HGNC:25811	
HGNC:753	P08243
HGNC:24910	Q9NWL6
HGNC:754	
HGNC:755	
HGNC:39399	
HGNC:39400	
HGNC:39401	
HGNC:49876	
HGNC:756	P45381
HGNC:33856	A6ND91
HGNC:20123	Q86U10
HGNC:757	Q12797
HGNC:27380	Q5U4P2
HGNC:30437	Q6ICH7
HGNC:19048	Q8IZT6
HGNC:14872	Q9BXN1
HGNC:26321	Q53RT3
HGNC:13825	Q9BZE9
HGNC:16448	Q7L266
HGNC:758	P00966
HGNC:759	
HGNC:765	
HGNC:766	
HGNC:767	
HGNC:768	
HGNC:769	
HGNC:770	
HGNC:771	
HGNC:772	
HGNC:760	
HGNC:761	
HGNC:762	
HGNC:763	
HGNC:764	
HGNC:25021	Q2TB18
HGNC:56718	
HGNC:31704	Q6HA08
HGNC:773	O14525
HGNC:17021	O75129
HGNC:51175	
HGNC:18318	Q8IXJ9
HGNC:23805	Q76L83
HGNC:29357	Q9C0F0
HGNC:55290	
HGNC:1350	Q8WWH4
HGNC:25903	Q8NBU5
HGNC:30123	Q6PL18
HGNC:29230	Q9ULI0
HGNC:25567	Q9NVI7
HGNC:24007	Q5T9A4
HGNC:32151	Q5T2N8
HGNC:25752	Q96QE3
HGNC:21186	Q5SQI0
HGNC:779	Q86WG3
HGNC:782	O95260
HGNC:49496	
HGNC:783	P18846
HGNC:37691	
HGNC:784	P15336
HGNC:785	P18847
HGNC:786	P18848
HGNC:789	
HGNC:34025	
HGNC:788	
HGNC:787	
HGNC:790	Q9Y2D1
HGNC:791	P18850
HGNC:55826	
HGNC:2349	Q99941
HGNC:792	P17544
HGNC:58279	
HGNC:55073	
HGNC:20092	Q6VMQ6
HGNC:20397	Q5U623
HGNC:29028	Q2TAZ0
HGNC:20187	Q96BY7
HGNC:20962	Q9NT62
HGNC:31123	
HGNC:16489	Q8WYN0
HGNC:44081	
HGNC:20790	Q9Y4P1
HGNC:16040	Q96DT6
HGNC:20789	Q86TL0
HGNC:589	Q9H1Y0
HGNC:16935	O95352
HGNC:22408	Q7Z3C6
HGNC:21899	Q674R7
HGNC:20315	Q9H0Y0
HGNC:40914	
HGNC:41455	
HGNC:588	O94817
HGNC:21466	
HGNC:38605	
HGNC:29091	O75143
HGNC:19962	Q6ZNE5
HGNC:21498	Q676U5
HGNC:25464	Q8NAA4
HGNC:25679	Q9BSB4
HGNC:794	P31939
HGNC:11231	Q8WXF7
HGNC:24047	Q8NHH9
HGNC:24526	Q6DD88
HGNC:795	Q13315
HGNC:29034	O43313
HGNC:58530	
HGNC:58531	
HGNC:3033	P54259
HGNC:797	Q92858
HGNC:13907	Q8N100
HGNC:24126	Q96SQ7
HGNC:25609	Q32MH5
HGNC:25666	Q7L5A3
HGNC:54597	
HGNC:798	O00244
HGNC:55528	
HGNC:799	P05023
HGNC:28262	Q5TC04
HGNC:800	P50993
HGNC:801	P13637
HGNC:14073	Q13733
HGNC:804	P05026
HGNC:809	
HGNC:805	P14415
HGNC:806	P54709
HGNC:40088	
HGNC:807	
HGNC:808	Q9UN42
HGNC:811	O14983
HGNC:51370	
HGNC:812	P16615
HGNC:813	Q93084
HGNC:814	P20020
HGNC:27883	
HGNC:815	Q01814
HGNC:41309	
HGNC:41310	
HGNC:816	Q16720
HGNC:817	P23634
HGNC:13211	P98194
HGNC:29103	O75185
HGNC:53167	
HGNC:819	P20648
HGNC:820	P51164
HGNC:823	P25705
HGNC:827	
HGNC:828	
HGNC:829	
HGNC:23563	
HGNC:37665	
HGNC:37666	
HGNC:37668	
HGNC:830	P06576
HGNC:831	
HGNC:833	P36542
HGNC:834	
HGNC:837	P30049
HGNC:838	P56381
HGNC:839	
HGNC:34026	Q5VTU8
HGNC:871	Q9UII2
HGNC:58609	
HGNC:841	P05496
HGNC:19815	
HGNC:19817	
HGNC:39506	
HGNC:39507	
HGNC:39508	
HGNC:39509	
HGNC:39510	
HGNC:39511	
HGNC:842	Q06055
HGNC:844	
HGNC:19672	
HGNC:42187	
HGNC:42188	
HGNC:56523	
HGNC:843	P48201
HGNC:846	P56385
HGNC:848	P56134
HGNC:38844	
HGNC:849	
HGNC:21540	
HGNC:21286	
HGNC:32451	
HGNC:33611	
HGNC:33612	
HGNC:56954	
HGNC:14247	O75964
HGNC:13213	Q7Z4Y8
HGNC:13214	
HGNC:13215	
HGNC:13216	
HGNC:38165	
HGNC:38167	
HGNC:38168	
HGNC:38169	
HGNC:38170	
HGNC:1188	P56378
HGNC:30889	Q96IX5
HGNC:31716	
HGNC:840	P24539
HGNC:39742	
HGNC:39743	
HGNC:39744	
HGNC:39745	
HGNC:39746	
HGNC:39747	
HGNC:39748	
HGNC:56483	
HGNC:845	O75947
HGNC:31021	
HGNC:49624	
HGNC:49625	
HGNC:49626	
HGNC:847	P18859
HGNC:23933	
HGNC:56974	
HGNC:56975	
HGNC:56976	
HGNC:850	P48047
HGNC:54673	
HGNC:868	Q15904
HGNC:25138	
HGNC:28091	Q52LC2
HGNC:18305	O75787
HGNC:851	P38606
HGNC:853	P15313
HGNC:51118	
HGNC:854	P21281
HGNC:856	P21283
HGNC:18264	Q8NEY4
HGNC:13527	Q9Y5K8
HGNC:857	P36543
HGNC:859	
HGNC:860	
HGNC:858	
HGNC:18125	Q96A05
HGNC:16832	Q16864
HGNC:56922	
HGNC:56923	
HGNC:864	O75348
HGNC:19816	
HGNC:29359	
HGNC:37670	
HGNC:37671	
HGNC:37672	
HGNC:37673	
HGNC:39852	
HGNC:862	O95670
HGNC:41999	
HGNC:18265	Q96LB4
HGNC:18303	Q9UI12
HGNC:865	Q93050
HGNC:18481	Q9Y487
HGNC:866	Q9HBG4
HGNC:861	Q99437
HGNC:855	P27449
HGNC:31323	
HGNC:40000	
HGNC:40001	
HGNC:40002	
HGNC:13724	P61421
HGNC:55268	
HGNC:18266	Q8N8Y2
HGNC:863	O15342
HGNC:41935	
HGNC:41936	
HGNC:41937	
HGNC:41938	
HGNC:21723	Q8NHE4
HGNC:44180	
HGNC:869	Q04656
HGNC:870	P35670
HGNC:31014	
HGNC:13531	Q9Y2Q0
HGNC:55392	
HGNC:13533	Q9NTI2
HGNC:39662	
HGNC:39663	
HGNC:42641	
HGNC:3706	O43520
HGNC:56042	
HGNC:13534	P98198
HGNC:13535	O60423
HGNC:13536	Q8TF62
HGNC:27245	
HGNC:13540	O75110
HGNC:13541	O43861
HGNC:58587	
HGNC:13542	O60312
HGNC:55434	
HGNC:13543	O94823
HGNC:13549	Q9P241
HGNC:13552	P98196
HGNC:40645	
HGNC:33793	Q6ZP68
HGNC:13553	Q9Y2G3
HGNC:55642	
HGNC:13554	Q8NB49
HGNC:13816	P54707
HGNC:24215	Q9HD20
HGNC:30213	Q9NQ11
HGNC:24113	Q9H7F0
HGNC:48570	
HGNC:25422	Q4VNC1
HGNC:41095	
HGNC:31789	Q4VNC0
HGNC:41281	
HGNC:29452	Q9Y6H3
HGNC:18803	Q5TC12
HGNC:18802	Q8N5M1
HGNC:27029	Q6P4H8
HGNC:882	Q13535
HGNC:24090	Q6UW56
HGNC:33499	Q8WXE1
HGNC:885	O75882
HGNC:29063	Q5VV63
HGNC:886	P46100
HGNC:10548	P54253
HGNC:40515	
HGNC:33279	P0C7T5
HGNC:10555	Q99700
HGNC:51838	
HGNC:31326	Q8WWM7
HGNC:7106	P54252
HGNC:24173	Q9H3M9
HGNC:10560	O15265
HGNC:22210	Q9ULK2
HGNC:28713	Q5T6C5
HGNC:25416	Q14CW9
HGNC:55298	
HGNC:37931	Q96GX2
HGNC:54980	
HGNC:32925	Q156A1
HGNC:10561	P0DMR3
HGNC:10549	Q9UBB4
HGNC:890	Q13825
HGNC:28363	Q9H7T9
HGNC:891	Q9Y679
HGNC:11393	O14965
HGNC:24114	Q9NWT8
HGNC:18611	
HGNC:18612	
HGNC:11390	Q96GD4
HGNC:18613	
HGNC:11391	Q9UQB9
HGNC:14262	Q8WXX7
HGNC:13509	Q9NQS1
HGNC:14188	O75366
HGNC:28994	Q8NBF6
HGNC:894	P01185
HGNC:30898	Q5T686
HGNC:895	P37288
HGNC:896	P47901
HGNC:55832	
HGNC:897	P30518
HGNC:23252	Q58HT5
HGNC:23251	Q6E213
HGNC:26564	Q5T1B0
HGNC:903	O15169
HGNC:904	Q9Y2T1
HGNC:905	P30530
HGNC:910	P25311
HGNC:911	
HGNC:912	
HGNC:24002	Q9H6S1
HGNC:16432	O14977
HGNC:58328	
HGNC:29957	Q96A70
HGNC:913	P20160
HGNC:49098	
HGNC:914	P61769
HGNC:915	
HGNC:918	O75752
HGNC:51302	
HGNC:28596	Q8NCR0
HGNC:51315	
HGNC:916	Q9Y5Z6
HGNC:40089	
HGNC:917	O43825
HGNC:919	O96024
HGNC:920	Q9Y2C3
HGNC:16424	P59052
HGNC:17978	Q96L58
HGNC:53652	A8MXE2
HGNC:921	Q9P2W7
HGNC:27449	
HGNC:922	Q9NPZ5
HGNC:923	O94766
HGNC:35243	
HGNC:20207	Q6Y288
HGNC:15629	Q9NY97
HGNC:51316	
HGNC:13528	Q9Y2A9
HGNC:15683	Q9C0J1
HGNC:15684	Q9BYG0
HGNC:24141	Q6ZMB0
HGNC:18811	Q8NFL0
HGNC:24139	Q7Z7M8
HGNC:28714	Q6UX72
HGNC:51317	
HGNC:51318	
HGNC:4117	Q00973
HGNC:24136	Q8NHY0
HGNC:51319	
HGNC:24137	Q6L9W6
HGNC:26315	Q76KP1
HGNC:924	P15291
HGNC:49910	
HGNC:925	O60909
HGNC:926	O60512
HGNC:927	O60513
HGNC:40090	
HGNC:928	O43286
HGNC:929	Q9UBX8
HGNC:930	Q9UBV7
HGNC:15685	O43505
HGNC:56070	
HGNC:24123	Q9UPM9
HGNC:28636	Q9BPU9
HGNC:14333	Q8WXS3
HGNC:50461	
HGNC:28595	P0C853
HGNC:932	Q14032
HGNC:25008	Q9NWV8
HGNC:1106	Q9NXR7
HGNC:44171	
HGNC:40101	
HGNC:28737	Q8IXM2
HGNC:933	P56817
HGNC:37125	
HGNC:934	Q9Y5Z0
HGNC:16024	
HGNC:935	O14867
HGNC:40008	
HGNC:40006	
HGNC:40007	
HGNC:16455	
HGNC:14078	Q9BYV9
HGNC:936	Q92934
HGNC:937	Q99933
HGNC:54932	
HGNC:938	O95816
HGNC:939	O95817
HGNC:940	O95429
HGNC:941	Q9UL15
HGNC:58460	
HGNC:13919	P46379
HGNC:942	Q13072
HGNC:15723	Q86Y30
HGNC:15728	Q86Y29
HGNC:15730	Q86Y28
HGNC:15732	Q86Y27
HGNC:29279	Q9P281
HGNC:29153	Q8TBE0
HGNC:947	Q9UQB8
HGNC:44342	
HGNC:21649	Q9UHR4
HGNC:26203	Q6UXY1
HGNC:948	O94812
HGNC:949	Q16611
HGNC:996	
HGNC:997	
HGNC:27946	
HGNC:30251	Q13145
HGNC:43877	
HGNC:17397	O75531
HGNC:20252	
HGNC:23426	
HGNC:43883	
HGNC:43884	
HGNC:43885	
HGNC:16172	Q9H503
HGNC:18233	Q8NDB2
HGNC:13450	Q8N9N5
HGNC:950	Q92560
HGNC:952	Q99728
HGNC:953	Q9BZE3
HGNC:954	Q9NY43
HGNC:955	Q9HBU1
HGNC:50673	
HGNC:956	Q9UMQ3
HGNC:957	P80723
HGNC:26609	
HGNC:39418	
HGNC:958	Q16520
HGNC:25163	Q8N1L9
HGNC:28915	Q9NR55
HGNC:959	Q07812
HGNC:960	Q9NRL2
HGNC:55440	
HGNC:961	Q9UIG0
HGNC:962	Q9UIF9
