"Type","Ancestral taxonomy","Ensembl identifier & gene name","Compare","Location","Target %id","Query %id"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000201554 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","3:101,458,530-101,458,626:1","63.92 %","54.87 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000201549 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","12:7,784,403-7,784,511:-1","75.23 %","72.57 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000201548 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","10:88,585,638-88,585,733:-1","53.12 %","45.13 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000201547 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","17:67,408,774-67,408,881:-1","87.96 %","84.07 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000201535 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","11:118,836,010-118,836,111:1","62.75 %","56.64 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000201529 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","14:67,617,302-67,617,415:-1","85.96 %","86.73 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000201511 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","3:101,647,421-101,647,522:1","62.75 %","56.64 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000201501 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","20:50,563,009-50,563,110:1","60.78 %","54.87 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000201498 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","20:34,384,165-34,384,265:-1","60.40 %","53.98 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000201489 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","17:7,537,096-7,537,196:-1","63.37 %","56.64 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000201483 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","6:7,187,582-7,187,686:-1","78.10 %","72.57 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000201470 RNY4P7 RNY4 pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:34056]","Region Comparison Alignment","2:127,798,903-127,798,998:-1","58.33 %","49.56 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000201466 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","18:12,760,717-12,760,818:1","67.65 %","61.06 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000201464 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","6:79,301,963-79,302,066:-1","76.92 %","70.80 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000201451 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","9:133,337,728-133,337,824:-1","58.76 %","50.44 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000201442 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","6:17,737,458-17,737,556:-1","60.61 %","53.10 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000201432 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","7:36,337,667-36,337,778:-1","87.50 %","86.73 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000201426 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","3:110,727,021-110,727,121:1","57.43 %","51.33 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000201421 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","1:185,251,313-185,251,411:1","65.66 %","57.52 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000201412 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","10:92,710,499-92,710,608:-1","80.91 %","78.76 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000201405 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","1:23,370,254-23,370,346:1","56.99 %","46.90 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000201377 RNY4P23 RNY4 pseudogene 23 [Source:HGNC Symbol;Acc:HGNC:42473]","Region Comparison Alignment","X:70,396,279-70,396,375:1","56.70 %","48.67 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000201371 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","16:27,722,284-27,722,392:-1","82.57 %","79.65 %"
"Paralogues","Placentals (Eutheria)","ENSG00000201370 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","5:16,623,004-16,623,095:-1","89.13 %","72.57 %"
"Ancient paralogues","Placentals (Eutheria)","ENSG00000201365 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","8:66,653,469-66,653,576:1","85.19 %","81.42 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000201363 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","20:44,344,839-44,344,933:1","82.11 %","69.03 %"
"Ancient paralogues","Placentals (Eutheria)","ENSG00000201354 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","7:140,609,847-140,609,955:1","80.73 %","77.88 %"
"Ancient paralogues","Placentals (Eutheria)","ENSG00000201351 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","14:90,177,222-90,177,330:1","91.74 %","88.50 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000201343 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","3:177,120,691-177,120,800:-1","81.82 %","79.65 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000201340 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","17:50,696,644-50,696,760:1","52.14 %","53.98 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000201339 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","3:93,967,926-93,968,020:1","53.68 %","45.13 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000201314 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","4:145,958,128-145,958,240:-1","84.96 %","84.96 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000201311 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","2:82,307,067-82,307,168:-1","61.76 %","55.75 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000201309 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","6:134,283,092-134,283,193:1","61.76 %","55.75 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000201297 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","4:125,362,819-125,362,929:1","76.58 %","75.22 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000201282 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","7:73,011,144-73,011,245:1","62.75 %","56.64 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000201279 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","11:3,663,815-3,663,911:-1","56.70 %","48.67 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000201277 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","5:173,254,190-173,254,290:-1","67.33 %","60.18 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000201242 RNY1P1 RNY1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:42478]","Region Comparison Alignment","13:27,402,476-27,402,587:-1","77.68 %","76.99 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000201239 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","17:82,417,226-82,417,321:1","55.21 %","46.90 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000201228 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","12:31,506,303-31,506,404:-1","65.69 %","59.29 %"
"Paralogues","Placentals (Eutheria)","ENSG00000201218 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","7:7,102,573-7,102,681:-1","87.16 %","84.07 %"
"Ancient paralogues","Placentals (Eutheria)","ENSG00000201217 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","3:152,449,272-152,449,384:1","85.84 %","85.84 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000201216 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","8:102,950,467-102,950,564:-1","53.06 %","46.02 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000201208 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","12:113,178,423-113,178,519:-1","54.64 %","46.90 %"
"Ancient paralogues","Placentals (Eutheria)","ENSG00000201207 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","6:31,663,288-31,663,401:1","85.09 %","85.84 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000201196 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","10:52,852,607-52,852,703:1","53.61 %","46.02 %"
"Ancient paralogues","Placentals (Eutheria)","ENSG00000201178 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","17:32,830,219-32,830,329:-1","89.19 %","87.61 %"
"Ancient paralogues","Placentals (Eutheria)","ENSG00000201160 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","2:25,697,076-25,697,188:-1","83.19 %","83.19 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000201134 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","1:151,841,736-151,841,837:-1","60.78 %","54.87 %"
"Ancient paralogues","Placentals (Eutheria)","ENSG00000201121 RNY1P12 RNY1 pseudogene 12 [Source:HGNC Symbol;Acc:HGNC:50875]","Region Comparison Alignment","3:101,662,060-101,662,164:-1","92.38 %","85.84 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000201118 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","9:19,089,593-19,089,688:1","56.25 %","47.79 %"
"Ancient paralogues","Placentals (Eutheria)","ENSG00000201114 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","1:114,490,724-114,490,832:1","86.24 %","83.19 %"
"Paralogues","Placentals (Eutheria)","ENSG00000201102 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","2:177,194,983-177,195,095:1","86.73 %","86.73 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000201088 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","2:174,264,878-174,264,981:-1","59.62 %","54.87 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000201084 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","15:32,175,247-32,175,351:-1","60.00 %","55.75 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000201075 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","16:14,275,508-14,275,600:1","62.37 %","51.33 %"
"Ancient paralogues","Placentals (Eutheria)","ENSG00000201074 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","9:93,417,855-93,417,966:1","89.29 %","88.50 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000201071 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","15:64,111,458-64,111,569:-1","85.71 %","84.96 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000201048 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","6:10,674,658-10,674,768:-1","87.39 %","85.84 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000201047 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","10:73,082,494-73,082,595:-1","61.76 %","55.75 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000201034 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","16:439,297-439,397:-1","63.37 %","56.64 %"
"Ancient paralogues","Placentals (Eutheria)","ENSG00000201031 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","3:149,094,353-149,094,462:-1","87.27 %","84.96 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000201026 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","5:2,184,710-2,184,820:1","72.07 %","70.80 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000201023 RNY3P11 RNY3 pseudogene 11 [Source:HGNC Symbol;Acc:HGNC:50887]","Region Comparison Alignment","6:109,305,494-109,305,595:1","68.63 %","61.95 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000201013 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","2:233,379,843-233,379,955:-1","80.53 %","80.53 %"
"Ancient paralogues","Placentals (Eutheria)","ENSG00000201012 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","6:135,474,504-135,474,609:-1","76.42 %","71.68 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000201006 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","2:120,651,273-120,651,374:1","57.84 %","52.21 %"
"Ancient paralogues","Placentals (Eutheria)","ENSG00000200998 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","4:78,632,273-78,632,385:-1","89.38 %","89.38 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000200982 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","1:248,045,788-248,045,889:1","64.71 %","58.41 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000200976 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","22:29,758,758-29,758,859:1","58.82 %","53.10 %"
"Ancient paralogues","Placentals (Eutheria)","ENSG00000200953 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","12:51,156,868-51,156,977:-1","88.18 %","85.84 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000200922 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","9:71,902,455-71,902,550:-1","55.21 %","46.90 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000200888 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","17:45,071,442-45,071,543:1","64.71 %","58.41 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000200884 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","5:96,962,656-96,962,757:-1","60.78 %","54.87 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000200883 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","18:9,249,649-9,249,746:-1","66.33 %","57.52 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000200874 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","7:75,513,025-75,513,126:-1","63.73 %","57.52 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000200860 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","14:66,177,527-66,177,635:-1","76.15 %","73.45 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000200857 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","7:69,507,510-69,507,622:-1","81.42 %","81.42 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000200855 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","11:108,084,913-108,085,014:1","67.65 %","61.06 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000200849 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","10:10,232,611-10,232,712:1","63.73 %","57.52 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000200847 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","7:23,491,792-23,491,893:-1","62.75 %","56.64 %"
"Ancient paralogues","Placentals (Eutheria)","ENSG00000200842 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","17:62,036,833-62,036,945:1","84.96 %","84.96 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000200834 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","9:33,830,978-33,831,078:1","63.37 %","56.64 %"
"Ancient paralogues","Placentals (Eutheria)","ENSG00000200829 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","2:20,480,844-20,480,955:1","90.18 %","89.38 %"
"Ancient paralogues","Placentals (Eutheria)","ENSG00000200822 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","2:222,404,985-222,405,095:1","83.78 %","82.30 %"
"Ancient paralogues","Placentals (Eutheria)","ENSG00000200788 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","9:127,470,875-127,470,987:1","82.30 %","82.30 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000200769 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","7:92,202,243-92,202,334:-1","67.39 %","54.87 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000200764 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","2:207,687,960-207,688,059:1","62.00 %","54.87 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000200754 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","21:17,527,140-17,527,247:-1","77.78 %","74.34 %"
"Ancient paralogues","Placentals (Eutheria)","ENSG00000200752 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","18:50,959,267-50,959,379:-1","83.19 %","83.19 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000200750 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","18:21,724,119-21,724,229:1","61.26 %","60.18 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000200742 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","14:55,651,534-55,651,634:1","67.33 %","60.18 %"
"Ancient paralogues","Placentals (Eutheria)","ENSG00000200737 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","10:97,421,195-97,421,307:-1","94.69 %","94.69 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000200714 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","8:65,592,731-65,592,820:1","64.44 %","51.33 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000200702 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","X:44,401,603-44,401,704:1","59.80 %","53.98 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000200688 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","12:112,069,104-112,069,209:1","75.47 %","70.80 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000200686 RNY3P3 RNY3 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:42487]","Region Comparison Alignment","13:78,355,227-78,355,328:-1","61.76 %","55.75 %"
"Ancient paralogues","Placentals (Eutheria)","ENSG00000200685 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","11:13,686,550-13,686,658:-1","85.32 %","82.30 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000200664 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","2:135,810,169-135,810,279:-1","83.78 %","82.30 %"
"Ancient paralogues","Placentals (Eutheria)","ENSG00000200651 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","17:77,442,109-77,442,213:1","81.90 %","76.11 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000200646 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","19:56,316,524-56,316,636:-1","85.84 %","85.84 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000200635 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","X:55,582,733-55,582,834:1","63.73 %","57.52 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000200630 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","8:13,160,178-13,160,279:1","60.78 %","54.87 %"
"Ancient paralogues","Placentals (Eutheria)","ENSG00000200629 RNY1P11 RNY1 pseudogene 11 [Source:HGNC Symbol;Acc:HGNC:50874]","Region Comparison Alignment","7:129,164,849-129,164,961:1","91.15 %","91.15 %"
"Ancient paralogues","Placentals (Eutheria)","ENSG00000200616 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","3:179,097,731-179,097,840:1","78.18 %","76.11 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000200615 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","11:33,004,250-33,004,345:-1","58.33 %","49.56 %"
"Ancient paralogues","Placentals (Eutheria)","ENSG00000200610 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","3:106,515,897-106,515,998:1","73.53 %","66.37 %"
"Ancient paralogues","Placentals (Eutheria)","ENSG00000200605 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","15:50,221,888-50,221,996:1","92.66 %","89.38 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000200600 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","5:23,994,502-23,994,603:-1","61.76 %","55.75 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000200591 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","1:32,639,951-32,640,052:1","65.69 %","59.29 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000200579 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","3:38,014,568-38,014,669:1","61.76 %","55.75 %"
"Paralogues","Placentals (Eutheria)","ENSG00000200572 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","X:134,142,228-134,142,340:-1","84.96 %","84.96 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000200553 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","4:119,947,131-119,947,232:1","67.65 %","61.06 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000200552 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","7:102,336,869-102,336,970:1","63.73 %","57.52 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000200547 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","1:116,452,536-116,452,627:1","60.87 %","49.56 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000200544 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","9:33,352,788-33,352,874:-1","64.37 %","49.56 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000200537 RNY4P6 RNY4 pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:34055]","Region Comparison Alignment","11:117,015,897-117,015,992:1","59.38 %","50.44 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000200526 RNY4P14 RNY4 pseudogene 14 [Source:HGNC Symbol;Acc:HGNC:34064]","Region Comparison Alignment","13:39,785,415-39,785,510:-1","57.29 %","48.67 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000200521 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","4:157,768,013-157,768,113:-1","70.30 %","62.83 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000200508 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","1:64,066,640-64,066,741:-1","62.75 %","56.64 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000200506 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","14:99,583,017-99,583,118:1","68.63 %","61.95 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000200502 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","9:37,160,137-37,160,237:1","64.36 %","57.52 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000200494 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","20:16,670,641-16,670,742:-1","67.65 %","61.06 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000200485 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","11:33,196,547-33,196,637:-1","65.93 %","53.10 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000200448 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","22:42,762,860-42,762,959:-1","79.00 %","69.91 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000200436 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","X:112,661,657-112,661,768:1","82.14 %","81.42 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000200432 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","2:128,067,800-128,067,901:1","62.75 %","56.64 %"
"Ancient paralogues","Placentals (Eutheria)","ENSG00000200428 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","12:50,743,568-50,743,684:1","79.49 %","82.30 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000200427 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","6:85,777,639-85,777,755:-1","70.94 %","73.45 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000200421 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","1:37,737,955-37,738,054:-1","58.00 %","51.33 %"
"Ancient paralogues","Jawed vertebrates (Gnathostomata)","ENSG00000200419 Y_RNA Y RNA [Source: RFAM (RF00019)]","Region Comparison Alignment","15:45,591,984-45,592,085:1","63.73 %","57.52 %"
