"id","abbreviation","name","external_note","pubmed_ids","desc_comment","desc_label","desc_source","desc_go","typical_gene"
"156","OR9","Olfactory receptors, family 9","","NULL","NULL","NULL","NULL","NULL","NULL"
"157","OR10","Olfactory receptors, family 10","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"158","WWC","WWC family","","24682284","NULL","NULL","NULL","NULL","WWC1"
"159","OR11","Olfactory receptors, family 11","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"160","OR12","Olfactory receptors, family 12","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"161","","Ligand gated ion channels","","NULL","Ligand-gated ion channels (LGICs) are a group of transmembrane ion channel proteins which open to allow ions such as Na +, K +, Ca 2+, or Cl - to pass through the membrane in response to the binding of a chemical messenger (i.e. a ligand ), such as a neurotransmitter.  These proteins are typically composed of at least two different domains: a transmembrane domain which includes the ion pore, and an extracellular domain which includes the ligand binding location (an allosteric binding site). This modularity has enabled a 'divide and conquer' approach to finding the structure of the proteins (crystallising each domain separately). The function of such receptors located at synapses is to convert the chemical signal of presynaptically released neurotransmitter directly and very quickly into a postsynaptic electrical signal. Many LGICs are additionally modulated by allosteric ligands, by channel blockers, ions, or the membrane potential. LGICs are classified into three superfamilies which lack evolutionary relationship: Cys-loop receptors, Ionotropic glutamate receptors and ATP-gated channels.  ","Ligand-gated ion channel","Wikipedia|https://en.wikipedia.org/wiki/Ligand-gated ion channel","NULL","CHRNB1"
"162","OR13","Olfactory receptors, family 13","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"163","OR14","Olfactory receptors, family 14","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"164","OR51","Olfactory receptors, family 51","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"165","OR52","Olfactory receptors, family 52","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"166","OR55","Olfactory receptors, family 55","There is only one member of the OR55 subfamily in human.  To download all olfactory receptors together, please visit the <a href='/data/genegroup/#!/group/141'>Olfactory receptors</a> page.","NULL","NULL","NULL","NULL","NULL","NULL"
"167","OR56","Olfactory receptors, family 56","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"168","","Amine receptors","","NULL","Biogenic amine receptor are a variety of neurotransmitter receptors that are sensitive to biogenic amine neurotransmitters. They belong to the G protein-coupled receptor (GPCR) family of transmembrane receptors, specifically within GPCR 'Family A' ( Rhodopsin -like receptors).","Amine receptors","Wikipedia|https://en.wikipedia.org/wiki/Biogenic amine receptor","NULL","NULL"
"169","ADR","Adrenoceptors","","NULL","The adrenergic receptors (or adrenoceptors ) are a class of G protein-coupled receptors that are targets of the catecholamines, especially norepinephrine (noradrenaline) and epinephrine (adrenaline).  Many cells possess these receptors, and the binding of a catecholamine to the receptor will generally stimulate the sympathetic nervous system. The sympathetic nervous system is responsible for the fight-or-flight response, which includes widening the pupils of the eye, mobilizing energy, and diverting blood flow from non-essential organs to skeletal muscle.","Adrenergic receptor","Wikipedia|https://en.wikipedia.org/wiki/Adrenergic receptor","NULL","ADRA1A"
"170","HTR","5-hydroxytryptamine receptors, G protein-coupled","This subset includes only those 5-hydroxytryptamine (serotonin) receptor genes that are specifically G protein-coupled and excludes the 5-hydroxytryptamine (serotonin) receptor that are specifically ionotropic.","","NULL","NULL","NULL","NULL","HTR1A"
"171","HTR","5-hydroxytryptamine receptors","","NULL","The serotonin receptors, also known as 5-hydroxytryptamine receptors or 5-HT receptors, are a group of G protein-coupled receptors ( GPCRs ) and ligand-gated ion channels ( LGICs ) found in the central and peripheral nervous systems. They mediate both excitatory and inhibitory neurotransmission. The serotonin receptors are activated by the neurotransmitter serotonin, which acts as their natural ligand.  The serotonin receptors modulate the release of many neurotransmitters, including glutamate, GABA, dopamine, epinephrine / norepinephrine, and acetylcholine, as well as many hormones, including oxytocin, prolactin, vasopressin, cortisol, corticotropin, and substance P, among others. The serotonin receptors influence various biological and neurological processes such as aggression, anxiety, appetite, cognition, learning, memory, mood, nausea, sleep, and thermoregulation. The serotonin receptors are the target of a variety of pharmaceutical drugs, including many antidepressants, antipsychotics, anorectics, antiemetics, gastroprokinetic agents, antimigraine agents, hallucinogens, and entactogens.  The serotonin receptors are known to regulate longevity and behavioral aging in the nematode, Caenorhabditis elegans.","5-HT receptor","Wikipedia|https://en.wikipedia.org/wiki/5-HT receptor","NULL","NULL"
"172","HTR3","5-hydroxytryptamine receptors, ionotropic ","This subset includes only those 5-hydroxytryptamine (serotonin) receptor genes that are specifically ionotropic and excludes the 5-hydroxytryptamine (serotonin) receptor that are specifically G protein-coupled.","","NULL","NULL","NULL","NULL","HTR3A"
"173","CHRN","Cholinergic receptors nicotinic subunits","","NULL","Nicotinic acetylcholine receptors, or nAChRs, are cholinergic receptors that form ligand-gated ion channels in the plasma membranes of certain neurons and on the presynaptic and postsynaptic sides of the neuromuscular junction. As ionotropic receptors, nAChRs are directly linked to ion channels and do not use second messengers (as metabotropic receptors do). Nicotinic acetylcholine receptors are the best-studied of the ionotropic receptors.   Like the other type of acetylcholine receptor - muscarinic acetylcholine receptor (mAChR) - nAChR is triggered by the binding of the neurotransmitter acetylcholine (ACh). Just as muscarinic receptors are named such because they are also activated by muscarine, nicotinic receptors can be opened not only by acetylcholine but also by nicotine âhence the name 'nicotinic.'   In insects, the cholinergic system is limited to the central nervous system. In contrast, neuronal receptors are found in both the central nervous system and the peripheral nervous system of mammals. Mammalian neuromuscular receptors are found in the neuromuscular junctions of somatic muscles ; stimulation of these receptors causes muscular contraction.","Nicotinic acetylcholine receptor","Wikipedia|https://en.wikipedia.org/wiki/Nicotinic acetylcholine receptor","NULL","CHRNA1"
"175","","Cholinergic receptors","","NULL","An acetylcholine [cholinergic] receptor (abbreviated AChR) is an integral membrane protein that responds to the binding of acetylcholine, a neurotransmitter.","Cholinergic receptors","Wikipedia|https://en.wikipedia.org/wiki/Acetylcholine receptor","NULL","NULL"
"176","ZACN","Zinc activated channels","","12381728","Zinc-activated ion channel (ZAC), is a human protein encoded by the ZACN gene. ZAC forms a cation-permeable ligand-gated ion channel of the 'Cys-loop' superfamily. The ZAC gene is present in humans and dogs, but no ortholog is thought to exist in the rat or mouse genomes.","Zinc-activated ion channel","Wikipedia|https://en.wikipedia.org/wiki/Zinc-activated ion channel","NULL","ZACN"
"177","","Ion channels","","NULL","Ion channels are pore-forming membrane proteins whose functions include establishing a resting membrane potential, shaping action potentials and other electrical signals by gating the flow of ions across the cell membrane, controlling the flow of ions across secretory and epithelial cells, and regulating cell volume. Ion channels are present in the membranes of all cells. Ion channels are considered to be one of the two traditional classes of ionophoric proteins, with the other class known as ion transporters (including the sodium-potassium pump, sodium-calcium exchanger, and sodium-glucose transport proteins, amongst others).   Study of ion channels ( channelomics ) often includes biophysics, electrophysiology and pharmacology, utilizing techniques including voltage clamp, patch clamp, immunohistochemistry, and RT-PCR.","Ion channel","Wikipedia|https://en.wikipedia.org/wiki/Ion channel","NULL","NULL"
"178","","Voltage-gated ion channels","","NULL","Voltage-gated ion channels are a class of transmembrane ion channels that are activated by changes in electrical membrane potential near the channel; these types of ion channels are especially critical in neurons, but are common in many types of cells.  They have a crucial role in excitable neuronal and muscle tissues, allowing a rapid and co-ordinated depolarization in response to triggering voltage change. Found along the axon and at the synapse, voltage-gated ion channels directionally propagate electrical signals.","Voltage-gated ion channel","Wikipedia|https://en.wikipedia.org/wiki/Voltage-gated ion channel","NULL","NULL"
"179","","Sodium channels","","NULL","Sodium channels are integral membrane proteins that form ion channels, conducting sodium ions ( Na +) through a cell's plasma membrane. They are classified according to the trigger that opens the channel for such ions, i.e. either a voltage-change ('Voltage-gated,' 'voltage-sensitive,' or 'voltage-dependent' sodium channel also called 'VGSCs' or 'Nav channel') or a binding of a substance (a ligand ) to the channel (ligand-gated sodium channels).  In excitable cells such as neurons, myocytes, and certain types of glia, sodium channels are responsible for the rising phase of action potentials.","Sodium channel","Wikipedia|https://en.wikipedia.org/wiki/Sodium channel","NULL","NULL"
"180","CHRM","Cholinergic receptors muscarinic","","9647869","Muscarinic receptors, or mAChRs, are acetylcholine receptors that form G protein-receptor complexes in the cell membranes of certain neurons and other cells. They play several roles, including acting as the main end-receptor stimulated by acetylcholine released from postganglionic fibers in the parasympathetic nervous system.  Muscarinic receptors were named as such because they are more sensitive to muscarine than to nicotine. Their counterparts are nicotinic acetylcholine receptors (nAChRs), receptor ion channels that are also important in the autonomic nervous system. Many drugs and other substances (for example pilocarpine and scopolamine ) manipulate these two distinct receptors by acting as selective agonists or antagonists.","Muscarinic acetylcholine receptor","Wikipedia|https://en.wikipedia.org/wiki/Muscarinic acetylcholine receptor","NULL","CHRM1"
"181","DRD","Dopamine receptors","NULL","NULL","Dopamine receptors are a class of G protein-coupled receptors that are prominent in the vertebrate central nervous system (CNS). The neurotransmitter dopamine is the primary endogenous ligand for dopamine receptors.  Dopamine receptors are implicated in many neurological processes, including motivation, pleasure, cognition, memory, learning, and fine motor control, as well as modulation of neuroendocrine signaling. Abnormal dopamine receptor signaling and dopaminergic nerve function is implicated in several neuropsychiatric disorders. Thus, dopamine receptors are common neurologic drug targets; antipsychotics are often dopamine receptor antagonists while psychostimulants are typically indirect agonists of dopamine receptors.","Dopamine receptor","Wikipedia|https://en.wikipedia.org/wiki/Dopamine receptor","NULL","DRD1"
