gene_symbol,alias_symbol,collision,source
H3C6,"H3.1,H3/d,H3C1,H3C10,H3C11,H3C12,H3C2,H3C3,H3C4,H3C7,H3C8,H3FD,HIST1H3E",H3C2,NCBI
H3C1,"H3/A,H3C10,H3C11,H3C12,H3C2,H3C3,H3C4,H3C6,H3C7,H3C8,H3FA,HIST1H3A",H3C2,NCBI
H3C8,"H3/h,H3C1,H3C10,H3C11,H3C12,H3C2,H3C3,H3C4,H3C6,H3C7,H3FH,HIST1H3G",H3C2,NCBI
H3C11,"H3.f,H3/f,H3C1,H3C10,H3C12,H3C2,H3C3,H3C4,H3C6,H3C7,H3C8,H3FF,HIST1H3I",H3C2,NCBI
H3C12,"H3/j,H3C1,H3C10,H3C11,H3C2,H3C3,H3C4,H3C6,H3C7,H3C8,H3FJ,HIST1H3J",H3C2,NCBI
H3C4,"H3/b,H3C1,H3C10,H3C11,H3C12,H3C2,H3C3,H3C6,H3C7,H3C8,H3FB,HIST1H3D",H3C2,NCBI
H3C7,"H3/i,H3C1,H3C10,H3C11,H3C12,H3C2,H3C3,H3C4,H3C6,H3C8,H3FI,HIST1H3F",H3C2,NCBI
H3C7,"H3/i,H3C1,H3C10,H3C11,H3C12,H3C2,H3C3,H3C4,H3C6,H3C8,H3FI,HIST1H3F",H3C3,NCBI
H3C6,"H3.1,H3/d,H3C1,H3C10,H3C11,H3C12,H3C2,H3C3,H3C4,H3C7,H3C8,H3FD,HIST1H3E",H3C3,NCBI
H3C4,"H3/b,H3C1,H3C10,H3C11,H3C12,H3C2,H3C3,H3C6,H3C7,H3C8,H3FB,HIST1H3D",H3C3,NCBI
H3C1,"H3/A,H3C10,H3C11,H3C12,H3C2,H3C3,H3C4,H3C6,H3C7,H3C8,H3FA,HIST1H3A",H3C3,NCBI
H3C11,"H3.f,H3/f,H3C1,H3C10,H3C12,H3C2,H3C3,H3C4,H3C6,H3C7,H3C8,H3FF,HIST1H3I",H3C3,NCBI
H3C8,"H3/h,H3C1,H3C10,H3C11,H3C12,H3C2,H3C3,H3C4,H3C6,H3C7,H3FH,HIST1H3G",H3C3,NCBI
H3C2,"H3/l,H3C1,H3C10,H3C11,H3C12,H3C3,H3C4,H3C6,H3C7,H3C8,H3FL,HIST1H3B",H3C3,NCBI
H3C12,"H3/j,H3C1,H3C10,H3C11,H3C2,H3C3,H3C4,H3C6,H3C7,H3C8,H3FJ,HIST1H3J",H3C3,NCBI
H3C10,"H3/k,H3C1,H3C11,H3C12,H3C2,H3C3,H3C4,H3C6,H3C7,H3C8,H3F1K,H3FK,HIST1H3H",H3C3,NCBI
H3C7,"H3/i,H3C1,H3C10,H3C11,H3C12,H3C2,H3C3,H3C4,H3C6,H3C8,H3FI,HIST1H3F",H3C4,NCBI
H3C3,"H3.1,H3/c,H3C1,H3C10,H3C11,H3C12,H3C2,H3C4,H3C6,H3C7,H3C8,H3FC,HIST1H3C",H3C4,NCBI
H3C10,"H3/k,H3C1,H3C11,H3C12,H3C2,H3C3,H3C4,H3C6,H3C7,H3C8,H3F1K,H3FK,HIST1H3H",H3C4,NCBI
H3C6,"H3.1,H3/d,H3C1,H3C10,H3C11,H3C12,H3C2,H3C3,H3C4,H3C7,H3C8,H3FD,HIST1H3E",H3C4,NCBI
H3C11,"H3.f,H3/f,H3C1,H3C10,H3C12,H3C2,H3C3,H3C4,H3C6,H3C7,H3C8,H3FF,HIST1H3I",H3C4,NCBI
H3C12,"H3/j,H3C1,H3C10,H3C11,H3C2,H3C3,H3C4,H3C6,H3C7,H3C8,H3FJ,HIST1H3J",H3C4,NCBI
H3C1,"H3/A,H3C10,H3C11,H3C12,H3C2,H3C3,H3C4,H3C6,H3C7,H3C8,H3FA,HIST1H3A",H3C4,NCBI
H3C2,"H3/l,H3C1,H3C10,H3C11,H3C12,H3C3,H3C4,H3C6,H3C7,H3C8,H3FL,HIST1H3B",H3C4,NCBI
H3C8,"H3/h,H3C1,H3C10,H3C11,H3C12,H3C2,H3C3,H3C4,H3C6,H3C7,H3FH,HIST1H3G",H3C4,NCBI
H3C7,"H3/i,H3C1,H3C10,H3C11,H3C12,H3C2,H3C3,H3C4,H3C6,H3C8,H3FI,HIST1H3F",H3C6,NCBI
H3C2,"H3/l,H3C1,H3C10,H3C11,H3C12,H3C3,H3C4,H3C6,H3C7,H3C8,H3FL,HIST1H3B",H3C6,NCBI
H3C8,"H3/h,H3C1,H3C10,H3C11,H3C12,H3C2,H3C3,H3C4,H3C6,H3C7,H3FH,HIST1H3G",H3C6,NCBI
H3C4,"H3/b,H3C1,H3C10,H3C11,H3C12,H3C2,H3C3,H3C6,H3C7,H3C8,H3FB,HIST1H3D",H3C6,NCBI
H3C1,"H3/A,H3C10,H3C11,H3C12,H3C2,H3C3,H3C4,H3C6,H3C7,H3C8,H3FA,HIST1H3A",H3C6,NCBI
H3C11,"H3.f,H3/f,H3C1,H3C10,H3C12,H3C2,H3C3,H3C4,H3C6,H3C7,H3C8,H3FF,HIST1H3I",H3C6,NCBI
H3C12,"H3/j,H3C1,H3C10,H3C11,H3C2,H3C3,H3C4,H3C6,H3C7,H3C8,H3FJ,HIST1H3J",H3C6,NCBI
H3C10,"H3/k,H3C1,H3C11,H3C12,H3C2,H3C3,H3C4,H3C6,H3C7,H3C8,H3F1K,H3FK,HIST1H3H",H3C6,NCBI
H3C3,"H3.1,H3/c,H3C1,H3C10,H3C11,H3C12,H3C2,H3C4,H3C6,H3C7,H3C8,H3FC,HIST1H3C",H3C6,NCBI
H3C6,"H3.1,H3/d,H3C1,H3C10,H3C11,H3C12,H3C2,H3C3,H3C4,H3C7,H3C8,H3FD,HIST1H3E",H3C7,NCBI
H3C1,"H3/A,H3C10,H3C11,H3C12,H3C2,H3C3,H3C4,H3C6,H3C7,H3C8,H3FA,HIST1H3A",H3C7,NCBI
H3C4,"H3/b,H3C1,H3C10,H3C11,H3C12,H3C2,H3C3,H3C6,H3C7,H3C8,H3FB,HIST1H3D",H3C7,NCBI
H3C2,"H3/l,H3C1,H3C10,H3C11,H3C12,H3C3,H3C4,H3C6,H3C7,H3C8,H3FL,HIST1H3B",H3C7,NCBI
H3C3,"H3.1,H3/c,H3C1,H3C10,H3C11,H3C12,H3C2,H3C4,H3C6,H3C7,H3C8,H3FC,HIST1H3C",H3C7,NCBI
H3C12,"H3/j,H3C1,H3C10,H3C11,H3C2,H3C3,H3C4,H3C6,H3C7,H3C8,H3FJ,HIST1H3J",H3C7,NCBI
H3C11,"H3.f,H3/f,H3C1,H3C10,H3C12,H3C2,H3C3,H3C4,H3C6,H3C7,H3C8,H3FF,HIST1H3I",H3C7,NCBI
H3C8,"H3/h,H3C1,H3C10,H3C11,H3C12,H3C2,H3C3,H3C4,H3C6,H3C7,H3FH,HIST1H3G",H3C7,NCBI
H3C10,"H3/k,H3C1,H3C11,H3C12,H3C2,H3C3,H3C4,H3C6,H3C7,H3C8,H3F1K,H3FK,HIST1H3H",H3C7,NCBI
H3C3,"H3.1,H3/c,H3C1,H3C10,H3C11,H3C12,H3C2,H3C4,H3C6,H3C7,H3C8,H3FC,HIST1H3C",H3C8,NCBI
H3C7,"H3/i,H3C1,H3C10,H3C11,H3C12,H3C2,H3C3,H3C4,H3C6,H3C8,H3FI,HIST1H3F",H3C8,NCBI
H3C11,"H3.f,H3/f,H3C1,H3C10,H3C12,H3C2,H3C3,H3C4,H3C6,H3C7,H3C8,H3FF,HIST1H3I",H3C8,NCBI
H3C6,"H3.1,H3/d,H3C1,H3C10,H3C11,H3C12,H3C2,H3C3,H3C4,H3C7,H3C8,H3FD,HIST1H3E",H3C8,NCBI
H3C4,"H3/b,H3C1,H3C10,H3C11,H3C12,H3C2,H3C3,H3C6,H3C7,H3C8,H3FB,HIST1H3D",H3C8,NCBI
H3C2,"H3/l,H3C1,H3C10,H3C11,H3C12,H3C3,H3C4,H3C6,H3C7,H3C8,H3FL,HIST1H3B",H3C8,NCBI
H3C12,"H3/j,H3C1,H3C10,H3C11,H3C2,H3C3,H3C4,H3C6,H3C7,H3C8,H3FJ,HIST1H3J",H3C8,NCBI
H3C1,"H3/A,H3C10,H3C11,H3C12,H3C2,H3C3,H3C4,H3C6,H3C7,H3C8,H3FA,HIST1H3A",H3C8,NCBI
H3C10,"H3/k,H3C1,H3C11,H3C12,H3C2,H3C3,H3C4,H3C6,H3C7,H3C8,H3F1K,H3FK,HIST1H3H",H3C8,NCBI
H4C2,"H4-16,H4/I,H4C1,H4C11,H4C12,H4C13,H4C14,H4C15,H4C16,H4C3,H4C4,H4C5,H4C6,H4C8,H4C9,H4FI,HIST1H4B",H4C1,NCBI
H4C9,"H4-16,H4/m,H4C1,H4C11,H4C12,H4C13,H4C14,H4C15,H4C16,H4C2,H4C3,H4C4,H4C5,H4C6,H4C8,H4FM,H4M,HIST1H4I,TEBIVANED4,TEVANED4",H4C1,NCBI
H4C13,"H4-16,H4.k,H4/k,H4C1,H4C11,H4C12,H4C14,H4C15,H4C16,H4C2,H4C3,H4C4,H4C5,H4C6,H4C8,H4C9,H4FK,HIST1H4L",H4C1,NCBI
H4C12,"H4-16,H4/d,H4C1,H4C11,H4C13,H4C14,H4C15,H4C16,H4C2,H4C3,H4C4,H4C5,H4C6,H4C8,H4C9,H4F2iii,H4FD,HIST1H4K,dJ160A22.1",H4C1,NCBI
H4C6,"H4,H4-16,H4/c,H4C1,H4C11,H4C12,H4C13,H4C14,H4C15,H4C16,H4C2,H4C3,H4C4,H4C5,H4C8,H4C9,H4FC,HIST1H4F",H4C1,NCBI
H4C14,"FO108,H4,H4-16,H4/n,H4C1,H4C11,H4C12,H4C13,H4C15,H4C16,H4C2,H4C3,H4C4,H4C5,H4C6,H4C8,H4C9,H4F2,H4FN,HIST2H4,HIST2H4A",H4C1,NCBI
H4C5,"H4-16,H4/j,H4C1,H4C11,H4C12,H4C13,H4C14,H4C15,H4C16,H4C2,H4C3,H4C4,H4C6,H4C8,H4C9,H4FJ,HIST1H4E,TEBIVANED3,TEVANED3",H4C1,NCBI
H4C3,"H4-16,H4/g,H4C1,H4C11,H4C12,H4C13,H4C14,H4C15,H4C16,H4C2,H4C4,H4C5,H4C6,H4C8,H4C9,H4FG,HIST1H4C,TEBIVANED1,TEVANED1,dJ221C16.1",H4C1,NCBI
H4C4,"H4-16,H4/b,H4C1,H4C11,H4C12,H4C13,H4C14,H4C15,H4C16,H4C2,H4C3,H4C5,H4C6,H4C8,H4C9,H4FB,HIST1H4D,dJ221C16.9",H4C1,NCBI
H4C15,"H4-16,H4/o,H4C1,H4C11,H4C12,H4C13,H4C14,H4C16,H4C2,H4C3,H4C4,H4C5,H4C6,H4C8,H4C9,HIST2H4B",H4C1,NCBI
H4C16,"H4-16,H4/p,H4C1,H4C11,H4C12,H4C13,H4C14,H4C15,H4C2,H4C3,H4C4,H4C5,H4C6,H4C8,H4C9,HIST4H4",H4C1,NCBI
H4C11,"H4-16,H4/e,H4C1,H4C12,H4C13,H4C14,H4C15,H4C16,H4C2,H4C3,H4C4,H4C5,H4C6,H4C8,H4C9,H4F2iv,H4FE,HIST1H4J,TEBIVANED2,TEVANED2,dJ160A22.2",H4C1,NCBI
H4C8,"H4-16,H4/h,H4C1,H4C11,H4C12,H4C13,H4C14,H4C15,H4C16,H4C2,H4C3,H4C4,H4C5,H4C6,H4C9,H4FH,HIST1H4H",H4C1,NCBI
H4C4,"H4-16,H4/b,H4C1,H4C11,H4C12,H4C13,H4C14,H4C15,H4C16,H4C2,H4C3,H4C5,H4C6,H4C8,H4C9,H4FB,HIST1H4D,dJ221C16.9",H4C11,NCBI
H4C5,"H4-16,H4/j,H4C1,H4C11,H4C12,H4C13,H4C14,H4C15,H4C16,H4C2,H4C3,H4C4,H4C6,H4C8,H4C9,H4FJ,HIST1H4E,TEBIVANED3,TEVANED3",H4C11,NCBI
H4C13,"H4-16,H4.k,H4/k,H4C1,H4C11,H4C12,H4C14,H4C15,H4C16,H4C2,H4C3,H4C4,H4C5,H4C6,H4C8,H4C9,H4FK,HIST1H4L",H4C11,NCBI
H4C6,"H4,H4-16,H4/c,H4C1,H4C11,H4C12,H4C13,H4C14,H4C15,H4C16,H4C2,H4C3,H4C4,H4C5,H4C8,H4C9,H4FC,HIST1H4F",H4C11,NCBI
H4C2,"H4-16,H4/I,H4C1,H4C11,H4C12,H4C13,H4C14,H4C15,H4C16,H4C3,H4C4,H4C5,H4C6,H4C8,H4C9,H4FI,HIST1H4B",H4C11,NCBI
H4C16,"H4-16,H4/p,H4C1,H4C11,H4C12,H4C13,H4C14,H4C15,H4C2,H4C3,H4C4,H4C5,H4C6,H4C8,H4C9,HIST4H4",H4C11,NCBI
H4C8,"H4-16,H4/h,H4C1,H4C11,H4C12,H4C13,H4C14,H4C15,H4C16,H4C2,H4C3,H4C4,H4C5,H4C6,H4C9,H4FH,HIST1H4H",H4C11,NCBI
H4C14,"FO108,H4,H4-16,H4/n,H4C1,H4C11,H4C12,H4C13,H4C15,H4C16,H4C2,H4C3,H4C4,H4C5,H4C6,H4C8,H4C9,H4F2,H4FN,HIST2H4,HIST2H4A",H4C11,NCBI
H4C3,"H4-16,H4/g,H4C1,H4C11,H4C12,H4C13,H4C14,H4C15,H4C16,H4C2,H4C4,H4C5,H4C6,H4C8,H4C9,H4FG,HIST1H4C,TEBIVANED1,TEVANED1,dJ221C16.1",H4C11,NCBI
H4C1,"H4-16,H4C11,H4C12,H4C13,H4C14,H4C15,H4C16,H4C2,H4C3,H4C4,H4C5,H4C6,H4C8,H4C9,H4FA,HIST1H4A",H4C11,NCBI
H4C12,"H4-16,H4/d,H4C1,H4C11,H4C13,H4C14,H4C15,H4C16,H4C2,H4C3,H4C4,H4C5,H4C6,H4C8,H4C9,H4F2iii,H4FD,HIST1H4K,dJ160A22.1",H4C11,NCBI
H4C15,"H4-16,H4/o,H4C1,H4C11,H4C12,H4C13,H4C14,H4C16,H4C2,H4C3,H4C4,H4C5,H4C6,H4C8,H4C9,HIST2H4B",H4C11,NCBI
H4C9,"H4-16,H4/m,H4C1,H4C11,H4C12,H4C13,H4C14,H4C15,H4C16,H4C2,H4C3,H4C4,H4C5,H4C6,H4C8,H4FM,H4M,HIST1H4I,TEBIVANED4,TEVANED4",H4C11,NCBI
H4C13,"H4-16,H4.k,H4/k,H4C1,H4C11,H4C12,H4C14,H4C15,H4C16,H4C2,H4C3,H4C4,H4C5,H4C6,H4C8,H4C9,H4FK,HIST1H4L",H4C12,NCBI
H4C16,"H4-16,H4/p,H4C1,H4C11,H4C12,H4C13,H4C14,H4C15,H4C2,H4C3,H4C4,H4C5,H4C6,H4C8,H4C9,HIST4H4",H4C12,NCBI
H4C14,"FO108,H4,H4-16,H4/n,H4C1,H4C11,H4C12,H4C13,H4C15,H4C16,H4C2,H4C3,H4C4,H4C5,H4C6,H4C8,H4C9,H4F2,H4FN,HIST2H4,HIST2H4A",H4C12,NCBI
H4C1,"H4-16,H4C11,H4C12,H4C13,H4C14,H4C15,H4C16,H4C2,H4C3,H4C4,H4C5,H4C6,H4C8,H4C9,H4FA,HIST1H4A",H4C12,NCBI
H4C2,"H4-16,H4/I,H4C1,H4C11,H4C12,H4C13,H4C14,H4C15,H4C16,H4C3,H4C4,H4C5,H4C6,H4C8,H4C9,H4FI,HIST1H4B",H4C12,NCBI
H4C4,"H4-16,H4/b,H4C1,H4C11,H4C12,H4C13,H4C14,H4C15,H4C16,H4C2,H4C3,H4C5,H4C6,H4C8,H4C9,H4FB,HIST1H4D,dJ221C16.9",H4C12,NCBI
H4C15,"H4-16,H4/o,H4C1,H4C11,H4C12,H4C13,H4C14,H4C16,H4C2,H4C3,H4C4,H4C5,H4C6,H4C8,H4C9,HIST2H4B",H4C12,NCBI
H4C5,"H4-16,H4/j,H4C1,H4C11,H4C12,H4C13,H4C14,H4C15,H4C16,H4C2,H4C3,H4C4,H4C6,H4C8,H4C9,H4FJ,HIST1H4E,TEBIVANED3,TEVANED3",H4C12,NCBI
H4C6,"H4,H4-16,H4/c,H4C1,H4C11,H4C12,H4C13,H4C14,H4C15,H4C16,H4C2,H4C3,H4C4,H4C5,H4C8,H4C9,H4FC,HIST1H4F",H4C12,NCBI
H4C8,"H4-16,H4/h,H4C1,H4C11,H4C12,H4C13,H4C14,H4C15,H4C16,H4C2,H4C3,H4C4,H4C5,H4C6,H4C9,H4FH,HIST1H4H",H4C12,NCBI
H4C9,"H4-16,H4/m,H4C1,H4C11,H4C12,H4C13,H4C14,H4C15,H4C16,H4C2,H4C3,H4C4,H4C5,H4C6,H4C8,H4FM,H4M,HIST1H4I,TEBIVANED4,TEVANED4",H4C12,NCBI
H4C11,"H4-16,H4/e,H4C1,H4C12,H4C13,H4C14,H4C15,H4C16,H4C2,H4C3,H4C4,H4C5,H4C6,H4C8,H4C9,H4F2iv,H4FE,HIST1H4J,TEBIVANED2,TEVANED2,dJ160A22.2",H4C12,NCBI
H4C3,"H4-16,H4/g,H4C1,H4C11,H4C12,H4C13,H4C14,H4C15,H4C16,H4C2,H4C4,H4C5,H4C6,H4C8,H4C9,H4FG,HIST1H4C,TEBIVANED1,TEVANED1,dJ221C16.1",H4C12,NCBI
H4C4,"H4-16,H4/b,H4C1,H4C11,H4C12,H4C13,H4C14,H4C15,H4C16,H4C2,H4C3,H4C5,H4C6,H4C8,H4C9,H4FB,HIST1H4D,dJ221C16.9",H4C13,NCBI
H4C6,"H4,H4-16,H4/c,H4C1,H4C11,H4C12,H4C13,H4C14,H4C15,H4C16,H4C2,H4C3,H4C4,H4C5,H4C8,H4C9,H4FC,HIST1H4F",H4C13,NCBI
H4C3,"H4-16,H4/g,H4C1,H4C11,H4C12,H4C13,H4C14,H4C15,H4C16,H4C2,H4C4,H4C5,H4C6,H4C8,H4C9,H4FG,HIST1H4C,TEBIVANED1,TEVANED1,dJ221C16.1",H4C13,NCBI
H4C8,"H4-16,H4/h,H4C1,H4C11,H4C12,H4C13,H4C14,H4C15,H4C16,H4C2,H4C3,H4C4,H4C5,H4C6,H4C9,H4FH,HIST1H4H",H4C13,NCBI
H4C11,"H4-16,H4/e,H4C1,H4C12,H4C13,H4C14,H4C15,H4C16,H4C2,H4C3,H4C4,H4C5,H4C6,H4C8,H4C9,H4F2iv,H4FE,HIST1H4J,TEBIVANED2,TEVANED2,dJ160A22.2",H4C13,NCBI
H4C12,"H4-16,H4/d,H4C1,H4C11,H4C13,H4C14,H4C15,H4C16,H4C2,H4C3,H4C4,H4C5,H4C6,H4C8,H4C9,H4F2iii,H4FD,HIST1H4K,dJ160A22.1",H4C13,NCBI
H4C16,"H4-16,H4/p,H4C1,H4C11,H4C12,H4C13,H4C14,H4C15,H4C2,H4C3,H4C4,H4C5,H4C6,H4C8,H4C9,HIST4H4",H4C13,NCBI
H4C2,"H4-16,H4/I,H4C1,H4C11,H4C12,H4C13,H4C14,H4C15,H4C16,H4C3,H4C4,H4C5,H4C6,H4C8,H4C9,H4FI,HIST1H4B",H4C13,NCBI
H4C9,"H4-16,H4/m,H4C1,H4C11,H4C12,H4C13,H4C14,H4C15,H4C16,H4C2,H4C3,H4C4,H4C5,H4C6,H4C8,H4FM,H4M,HIST1H4I,TEBIVANED4,TEVANED4",H4C13,NCBI
H4C15,"H4-16,H4/o,H4C1,H4C11,H4C12,H4C13,H4C14,H4C16,H4C2,H4C3,H4C4,H4C5,H4C6,H4C8,H4C9,HIST2H4B",H4C13,NCBI
H4C5,"H4-16,H4/j,H4C1,H4C11,H4C12,H4C13,H4C14,H4C15,H4C16,H4C2,H4C3,H4C4,H4C6,H4C8,H4C9,H4FJ,HIST1H4E,TEBIVANED3,TEVANED3",H4C13,NCBI
H4C14,"FO108,H4,H4-16,H4/n,H4C1,H4C11,H4C12,H4C13,H4C15,H4C16,H4C2,H4C3,H4C4,H4C5,H4C6,H4C8,H4C9,H4F2,H4FN,HIST2H4,HIST2H4A",H4C13,NCBI
H4C1,"H4-16,H4C11,H4C12,H4C13,H4C14,H4C15,H4C16,H4C2,H4C3,H4C4,H4C5,H4C6,H4C8,H4C9,H4FA,HIST1H4A",H4C13,NCBI
H4C11,"H4-16,H4/e,H4C1,H4C12,H4C13,H4C14,H4C15,H4C16,H4C2,H4C3,H4C4,H4C5,H4C6,H4C8,H4C9,H4F2iv,H4FE,HIST1H4J,TEBIVANED2,TEVANED2,dJ160A22.2",H4C14,NCBI
H4C15,"H4-16,H4/o,H4C1,H4C11,H4C12,H4C13,H4C14,H4C16,H4C2,H4C3,H4C4,H4C5,H4C6,H4C8,H4C9,HIST2H4B",H4C14,NCBI
H4C3,"H4-16,H4/g,H4C1,H4C11,H4C12,H4C13,H4C14,H4C15,H4C16,H4C2,H4C4,H4C5,H4C6,H4C8,H4C9,H4FG,HIST1H4C,TEBIVANED1,TEVANED1,dJ221C16.1",H4C14,NCBI
H4C1,"H4-16,H4C11,H4C12,H4C13,H4C14,H4C15,H4C16,H4C2,H4C3,H4C4,H4C5,H4C6,H4C8,H4C9,H4FA,HIST1H4A",H4C14,NCBI
H4C4,"H4-16,H4/b,H4C1,H4C11,H4C12,H4C13,H4C14,H4C15,H4C16,H4C2,H4C3,H4C5,H4C6,H4C8,H4C9,H4FB,HIST1H4D,dJ221C16.9",H4C14,NCBI
H4C8,"H4-16,H4/h,H4C1,H4C11,H4C12,H4C13,H4C14,H4C15,H4C16,H4C2,H4C3,H4C4,H4C5,H4C6,H4C9,H4FH,HIST1H4H",H4C14,NCBI
H4C16,"H4-16,H4/p,H4C1,H4C11,H4C12,H4C13,H4C14,H4C15,H4C2,H4C3,H4C4,H4C5,H4C6,H4C8,H4C9,HIST4H4",H4C14,NCBI
H4C13,"H4-16,H4.k,H4/k,H4C1,H4C11,H4C12,H4C14,H4C15,H4C16,H4C2,H4C3,H4C4,H4C5,H4C6,H4C8,H4C9,H4FK,HIST1H4L",H4C14,NCBI
H4C2,"H4-16,H4/I,H4C1,H4C11,H4C12,H4C13,H4C14,H4C15,H4C16,H4C3,H4C4,H4C5,H4C6,H4C8,H4C9,H4FI,HIST1H4B",H4C14,NCBI
H4C9,"H4-16,H4/m,H4C1,H4C11,H4C12,H4C13,H4C14,H4C15,H4C16,H4C2,H4C3,H4C4,H4C5,H4C6,H4C8,H4FM,H4M,HIST1H4I,TEBIVANED4,TEVANED4",H4C14,NCBI
H4C5,"H4-16,H4/j,H4C1,H4C11,H4C12,H4C13,H4C14,H4C15,H4C16,H4C2,H4C3,H4C4,H4C6,H4C8,H4C9,H4FJ,HIST1H4E,TEBIVANED3,TEVANED3",H4C14,NCBI
H4C6,"H4,H4-16,H4/c,H4C1,H4C11,H4C12,H4C13,H4C14,H4C15,H4C16,H4C2,H4C3,H4C4,H4C5,H4C8,H4C9,H4FC,HIST1H4F",H4C14,NCBI
H4C12,"H4-16,H4/d,H4C1,H4C11,H4C13,H4C14,H4C15,H4C16,H4C2,H4C3,H4C4,H4C5,H4C6,H4C8,H4C9,H4F2iii,H4FD,HIST1H4K,dJ160A22.1",H4C14,NCBI
H4C16,"H4-16,H4/p,H4C1,H4C11,H4C12,H4C13,H4C14,H4C15,H4C2,H4C3,H4C4,H4C5,H4C6,H4C8,H4C9,HIST4H4",H4C15,NCBI
H4C11,"H4-16,H4/e,H4C1,H4C12,H4C13,H4C14,H4C15,H4C16,H4C2,H4C3,H4C4,H4C5,H4C6,H4C8,H4C9,H4F2iv,H4FE,HIST1H4J,TEBIVANED2,TEVANED2,dJ160A22.2",H4C15,NCBI
H4C3,"H4-16,H4/g,H4C1,H4C11,H4C12,H4C13,H4C14,H4C15,H4C16,H4C2,H4C4,H4C5,H4C6,H4C8,H4C9,H4FG,HIST1H4C,TEBIVANED1,TEVANED1,dJ221C16.1",H4C15,NCBI
H4C12,"H4-16,H4/d,H4C1,H4C11,H4C13,H4C14,H4C15,H4C16,H4C2,H4C3,H4C4,H4C5,H4C6,H4C8,H4C9,H4F2iii,H4FD,HIST1H4K,dJ160A22.1",H4C15,NCBI
H4C2,"H4-16,H4/I,H4C1,H4C11,H4C12,H4C13,H4C14,H4C15,H4C16,H4C3,H4C4,H4C5,H4C6,H4C8,H4C9,H4FI,HIST1H4B",H4C15,NCBI
H4C1,"H4-16,H4C11,H4C12,H4C13,H4C14,H4C15,H4C16,H4C2,H4C3,H4C4,H4C5,H4C6,H4C8,H4C9,H4FA,HIST1H4A",H4C15,NCBI
H4C6,"H4,H4-16,H4/c,H4C1,H4C11,H4C12,H4C13,H4C14,H4C15,H4C16,H4C2,H4C3,H4C4,H4C5,H4C8,H4C9,H4FC,HIST1H4F",H4C15,NCBI
H4C14,"FO108,H4,H4-16,H4/n,H4C1,H4C11,H4C12,H4C13,H4C15,H4C16,H4C2,H4C3,H4C4,H4C5,H4C6,H4C8,H4C9,H4F2,H4FN,HIST2H4,HIST2H4A",H4C15,NCBI
H4C5,"H4-16,H4/j,H4C1,H4C11,H4C12,H4C13,H4C14,H4C15,H4C16,H4C2,H4C3,H4C4,H4C6,H4C8,H4C9,H4FJ,HIST1H4E,TEBIVANED3,TEVANED3",H4C15,NCBI
H4C13,"H4-16,H4.k,H4/k,H4C1,H4C11,H4C12,H4C14,H4C15,H4C16,H4C2,H4C3,H4C4,H4C5,H4C6,H4C8,H4C9,H4FK,HIST1H4L",H4C15,NCBI
H4C8,"H4-16,H4/h,H4C1,H4C11,H4C12,H4C13,H4C14,H4C15,H4C16,H4C2,H4C3,H4C4,H4C5,H4C6,H4C9,H4FH,HIST1H4H",H4C15,NCBI
H4C4,"H4-16,H4/b,H4C1,H4C11,H4C12,H4C13,H4C14,H4C15,H4C16,H4C2,H4C3,H4C5,H4C6,H4C8,H4C9,H4FB,HIST1H4D,dJ221C16.9",H4C15,NCBI
H4C9,"H4-16,H4/m,H4C1,H4C11,H4C12,H4C13,H4C14,H4C15,H4C16,H4C2,H4C3,H4C4,H4C5,H4C6,H4C8,H4FM,H4M,HIST1H4I,TEBIVANED4,TEVANED4",H4C15,NCBI
H4C13,"H4-16,H4.k,H4/k,H4C1,H4C11,H4C12,H4C14,H4C15,H4C16,H4C2,H4C3,H4C4,H4C5,H4C6,H4C8,H4C9,H4FK,HIST1H4L",H4C16,NCBI
H4C8,"H4-16,H4/h,H4C1,H4C11,H4C12,H4C13,H4C14,H4C15,H4C16,H4C2,H4C3,H4C4,H4C5,H4C6,H4C9,H4FH,HIST1H4H",H4C16,NCBI
H4C2,"H4-16,H4/I,H4C1,H4C11,H4C12,H4C13,H4C14,H4C15,H4C16,H4C3,H4C4,H4C5,H4C6,H4C8,H4C9,H4FI,HIST1H4B",H4C16,NCBI
H4C9,"H4-16,H4/m,H4C1,H4C11,H4C12,H4C13,H4C14,H4C15,H4C16,H4C2,H4C3,H4C4,H4C5,H4C6,H4C8,H4FM,H4M,HIST1H4I,TEBIVANED4,TEVANED4",H4C16,NCBI
H4C15,"H4-16,H4/o,H4C1,H4C11,H4C12,H4C13,H4C14,H4C16,H4C2,H4C3,H4C4,H4C5,H4C6,H4C8,H4C9,HIST2H4B",H4C16,NCBI
H4C1,"H4-16,H4C11,H4C12,H4C13,H4C14,H4C15,H4C16,H4C2,H4C3,H4C4,H4C5,H4C6,H4C8,H4C9,H4FA,HIST1H4A",H4C16,NCBI
H4C4,"H4-16,H4/b,H4C1,H4C11,H4C12,H4C13,H4C14,H4C15,H4C16,H4C2,H4C3,H4C5,H4C6,H4C8,H4C9,H4FB,HIST1H4D,dJ221C16.9",H4C16,NCBI
H4C12,"H4-16,H4/d,H4C1,H4C11,H4C13,H4C14,H4C15,H4C16,H4C2,H4C3,H4C4,H4C5,H4C6,H4C8,H4C9,H4F2iii,H4FD,HIST1H4K,dJ160A22.1",H4C16,NCBI
