name	nomenclature	concept_id	gene_claim_name	source_db_name	source_db_version
BTK	Gene Name	hgnc:1133	BTK	CGI	5-Jun-23
PTCH1	Gene Name	hgnc:9585	PTCH1	CGI	5-Jun-23
NTRK3	Gene Name	hgnc:8033	NTRK3	CGI	5-Jun-23
SLC29A1	Gene Name	hgnc:11003	SLC29A1	CGI	5-Jun-23
RAD50	Gene Name	hgnc:9816	RAD50	CGI	5-Jun-23
JAK2	Gene Name	hgnc:6192	JAK2	CGI	5-Jun-23
CRBN	Gene Name	hgnc:30185	CRBN	CGI	5-Jun-23
HIF1A	Gene Name	hgnc:4910	HIF1A	CGI	5-Jun-23
CA7	Gene Symbol	hgnc:1381	CA7	ChEMBL	32
MT-CYB	Gene Symbol	hgnc:7427	MT-CYB	ChEMBL	32
CHRM3	Gene Symbol	hgnc:1952	CHRM3	ChEMBL	32
STK11	Gene Name	hgnc:11389	STK11	CGI	5-Jun-23
MTOR	Gene Name	hgnc:3942	MTOR	CGI	5-Jun-23
TERT	Gene Name	hgnc:11730	TERT	CGI	5-Jun-23
PLCG2	Gene Name	hgnc:9066	PLCG2	CGI	5-Jun-23
RAF1	Gene Name	hgnc:9829	RAF1	CGI	5-Jun-23
MET	Gene Name	hgnc:7029	MET	CGI	5-Jun-23
KIT	Gene Name	hgnc:6342	KIT	CGI	5-Jun-23
JAK1	Gene Name	hgnc:6190	JAK1	CGI	5-Jun-23
TSC2	Gene Name	hgnc:12363	TSC2	CGI	5-Jun-23
PIK3CA	Gene Name	hgnc:8975	PIK3CA	CGI	5-Jun-23
HDGFL3	Gene Symbol	hgnc:24937	HDGFL3	Ensembl	109
GLP1R	Gene Symbol	hgnc:4324	GLP1R	ChEMBL	32
IMPA1	Gene Symbol	hgnc:6050	IMPA1	ChEMBL	32
HDGFL3	Gene Symbol	hgnc:24937	HDGFL3	GO	5-Jun-23
VEGFC	Gene Symbol	hgnc:12682	VEGFC	GO	5-Jun-23
AVPR2	Gene Symbol	hgnc:897	AVPR2	ChEMBL	32
EPGN	Gene Symbol	hgnc:17470	EPGN	GO	5-Jun-23
ENDOU	Gene Symbol	hgnc:14369	ENDOU	GO	5-Jun-23
PLG	Gene Symbol	hgnc:9071	PLG	ChEMBL	32
CA2	Gene Symbol	hgnc:1373	CA2	ChEMBL	32
HTR1F	Gene Symbol	hgnc:5292	HTR1F	ChEMBL	32
FGF13	Gene Symbol	hgnc:3670	FGF13	HGNC	20230501
EMBA	Gene Symbol	NULL	NULL	ChEMBL	32
TRHR	Gene Symbol	hgnc:12299	TRHR	ChEMBL	32
RPLQ	Gene Symbol	NULL	NULL	ChEMBL	32
SSTR5	Gene Symbol	hgnc:11334	SSTR5	ChEMBL	32
PTH1R	Gene Symbol	hgnc:9608	PTH1R	ChEMBL	32
F2	Gene Symbol	hgnc:3535	F2	ChEMBL	32
SSTR2	Gene Symbol	hgnc:11331	SSTR2	ChEMBL	32
TOP2A	Gene Symbol	hgnc:11989	TOP2A	ChEMBL	32
HDAC1	Gene Symbol	hgnc:4852	HDAC1	ChEMBL	32
TNF	Gene Symbol	hgnc:11892	TNF	ChEMBL	32
DRD2	Gene Symbol	hgnc:3023	DRD2	ChEMBL	32
TPO	Gene Symbol	hgnc:12015	TPO	ChEMBL	32
CSF1R	Gene Symbol	hgnc:2433	CSF1R	ChEMBL	32
ADRA1A	Gene Symbol	hgnc:277	ADRA1A	ChEMBL	32
INHA	Gene Symbol	hgnc:6065	INHA	ChEMBL	32
LHCGR	Gene Symbol	hgnc:6585	LHCGR	ChEMBL	32
SRD5A2	Gene Symbol	hgnc:11285	SRD5A2	ChEMBL	32
ALOX5	Gene Symbol	hgnc:435	ALOX5	ChEMBL	32
CHRM1	Gene Symbol	hgnc:1950	CHRM1	ChEMBL	32
ADRB1	Gene Symbol	hgnc:285	ADRB1	ChEMBL	32
SLC12A1	Gene Symbol	hgnc:10910	SLC12A1	ChEMBL	32
KCNJ11	Gene Symbol	hgnc:6257	KCNJ11	ChEMBL	32
CCKAR	Gene Symbol	hgnc:1570	CCKAR	ChEMBL	32
FKBP1A	Gene Symbol	hgnc:3711	FKBP1A	ChEMBL	32
RAF1	Gene Symbol	hgnc:9829	RAF1	ChEMBL	32
PNLIP	Gene Symbol	hgnc:9155	PNLIP	ChEMBL	32
EPOR	Gene Symbol	hgnc:3416	EPOR	ChEMBL	32
IMPDH1	Gene Symbol	hgnc:6052	IMPDH1	ChEMBL	32
HRH1	Gene Symbol	hgnc:5182	HRH1	ChEMBL	32
HDAC3	Gene Symbol	hgnc:4854	HDAC3	ChEMBL	32
AGTR1	Gene Symbol	hgnc:336	AGTR1	ChEMBL	32
HTR2B	Gene Symbol	hgnc:5294	HTR2B	ChEMBL	32
IGHE	Gene Symbol	hgnc:5522	IGHE	ChEMBL	32
CD33	Gene Symbol	hgnc:1659	CD33	ChEMBL	32
EGFR	Gene Symbol	hgnc:3236	EGFR	ChEMBL	32
RYR1	Gene Symbol	hgnc:10483	RYR1	ChEMBL	32
MPL	Gene Symbol	hgnc:7217	MPL	ChEMBL	32
FGF13	Gene Symbol	hgnc:3670	FGF13	Ensembl	109
FGF13	Gene Symbol	hgnc:3670	FGF13	NCBI	20230501
ALDH5A1	Gene Symbol	hgnc:408	ALDH5A1	ChEMBL	32
FBN1	Gene Symbol	hgnc:3603	FBN1	GO	5-Jun-23
SSTR1	Gene Symbol	hgnc:11330	SSTR1	ChEMBL	32
CGB1	Gene Symbol	hgnc:16721	CGB1	HGNC	20230501
CGB1	Gene Symbol	hgnc:16721	CGB1	Ensembl	109
AVPR1B	Gene Symbol	hgnc:896	AVPR1B	ChEMBL	32
CGB1	Gene Symbol	hgnc:16721	CGB1	NCBI	20230501
ADM	Gene Symbol	hgnc:259	ADM	GO	5-Jun-23
CDK12	Primary Gene Name	hgnc:24224	CDK12	JAX-CKB	5-Jun-23
KIT	Gene Symbol	hgnc:6342	KIT	ChEMBL	32
ILES	Gene Symbol	NULL	NULL	ChEMBL	32
DPP4	Gene Symbol	hgnc:3009	DPP4	ChEMBL	32
PPIA	Gene Symbol	hgnc:9253	PPIA	ChEMBL	32
PDGFRB	Gene Symbol	hgnc:8804	PDGFRB	ChEMBL	32
SCTR	Gene Symbol	hgnc:10608	SCTR	ChEMBL	32
TXNRD1	Gene Symbol	hgnc:12437	TXNRD1	ChEMBL	32
XDH	Gene Symbol	hgnc:12805	XDH	ChEMBL	32
VKORC1	Gene Symbol	hgnc:23663	VKORC1	ChEMBL	32
HRH2	Gene Symbol	hgnc:5183	HRH2	ChEMBL	32
HTR1A	Gene Symbol	hgnc:5286	HTR1A	ChEMBL	32
DHODH	Gene Symbol	hgnc:2867	DHODH	ChEMBL	32
GRIN2A	Gene Symbol	hgnc:4585	GRIN2A	ChEMBL	32
TYR	Gene Symbol	hgnc:12442	TYR	ChEMBL	32
CYP19A1	Gene Symbol	hgnc:2594	CYP19A1	ChEMBL	32
IL13	Gene Symbol	hgnc:5973	IL13	ChEMBL	32
ITGA5	Gene Symbol	hgnc:6141	ITGA5	ChEMBL	32
CD4	Gene Symbol	hgnc:1678	CD4	ChEMBL	32
MUC1	Gene Symbol	hgnc:7508	MUC1	ChEMBL	32
TRAC	Gene Symbol	hgnc:12029	TRAC	ChEMBL	32
IL1A	Gene Symbol	hgnc:5991	IL1A	ChEMBL	32
CD274	Gene Symbol	hgnc:17635	CD274	ChEMBL	32
GDF2	Gene Symbol	hgnc:4217	GDF2	ChEMBL	32
TERT	Gene Symbol	hgnc:11730	TERT	ChEMBL	32
SERPINC1	Gene Symbol	hgnc:775	SERPINC1	ChEMBL	32
HTR2C	Gene Symbol	hgnc:5295	HTR2C	ChEMBL	32
CD22	Gene Symbol	hgnc:1643	CD22	ChEMBL	32
HGF	Gene Symbol	hgnc:4893	HGF	ChEMBL	32
TNFRSF10B	Gene Symbol	hgnc:11905	TNFRSF10B	ChEMBL	32
SOST	Gene Symbol	hgnc:13771	SOST	ChEMBL	32
IL4R	Gene Symbol	hgnc:6015	IL4R	ChEMBL	32
BSG	Gene Symbol	hgnc:1116	BSG	ChEMBL	32
HLA-DRB1	Gene Symbol	hgnc:4948	HLA-DRB1	ChEMBL	32
TRAV29DV5	Gene Symbol	hgnc:12127	TRAV29DV5	ChEMBL	32
TRBV7-9	Gene Symbol	hgnc:12243	TRBV7-9	ChEMBL	32
TRGV3	Gene Symbol	hgnc:12288	TRGV3	ChEMBL	32
TNFRSF10A	Gene Symbol	hgnc:11904	TNFRSF10A	ChEMBL	32
RHD	Gene Symbol	hgnc:10009	RHD	ChEMBL	32
MURA	Gene Symbol	NULL	NULL	ChEMBL	32
CHEK1	Primary Gene Name	hgnc:1925	CHEK1	JAX-CKB	5-Jun-23
LCK	Gene Symbol	hgnc:6524	LCK	ChEMBL	32
REN	Gene Symbol	hgnc:9958	REN	ChEMBL	32
PPPK-DHPS	Gene Symbol	NULL	NULL	ChEMBL	32
NPR 1.00	Gene Symbol	hgnc:7943	NPR 1.00	ChEMBL	32
DDL	Gene Symbol	NULL	NULL	ChEMBL	32
DNMT3A	Gene Symbol	hgnc:2978	DNMT3A	ChEMBL	32
M	Gene Symbol	NULL	NULL	ChEMBL	32
DNMT1	Gene Symbol	hgnc:2976	DNMT1	ChEMBL	32
ADORA2A	Gene Symbol	hgnc:263	ADORA2A	ChEMBL	32
HCK	Gene Symbol	hgnc:4840	HCK	ChEMBL	32
GCGR	Gene Symbol	hgnc:4192	GCGR	ChEMBL	32
DPEP1	Gene Symbol	hgnc:3002	DPEP1	ChEMBL	32
NR3C2	Gene Symbol	hgnc:7979	NR3C2	ChEMBL	32
PTGIR	Gene Symbol	hgnc:9602	PTGIR	ChEMBL	32
SV2A	Gene Symbol	hgnc:20566	SV2A	ChEMBL	32
RARG	Gene Symbol	hgnc:9866	RARG	ChEMBL	32
RARB	Gene Symbol	hgnc:9865	RARB	ChEMBL	32
GGCX	Gene Symbol	hgnc:4247	GGCX	ChEMBL	32
COMT	Gene Symbol	hgnc:2228	COMT	ChEMBL	32
ACHE	Gene Symbol	hgnc:108	ACHE	ChEMBL	32
NR1H4	Gene Symbol	hgnc:7967	NR1H4	ChEMBL	32
OXTR	Gene Symbol	hgnc:8529	OXTR	ChEMBL	32
NA	Gene Symbol	hgnc:12811	XK	ChEMBL	32
DRD1	Gene Symbol	hgnc:3020	DRD1	ChEMBL	32
ESR1	Gene Symbol	hgnc:3467	ESR1	ChEMBL	32
SCN4A	Gene Symbol	hgnc:10591	SCN4A	ChEMBL	32
SLC6A2	Gene Symbol	hgnc:11048	SLC6A2	ChEMBL	32
F8	Gene Symbol	hgnc:3546	F8	ChEMBL	32
MAP2K2	Gene Symbol	hgnc:6842	MAP2K2	ChEMBL	32
PAH	Gene Symbol	hgnc:8582	PAH	ChEMBL	32
KLKB1	Gene Symbol	hgnc:6371	KLKB1	ChEMBL	32
RARA	Gene Symbol	hgnc:9864	RARA	ChEMBL	32
SLC6A3	Gene Symbol	hgnc:11049	SLC6A3	ChEMBL	32
FSHR	Gene Symbol	hgnc:3969	FSHR	ChEMBL	32
KDR	Gene Symbol	hgnc:6307	KDR	ChEMBL	32
SSTR3	Gene Symbol	hgnc:11332	SSTR3	ChEMBL	32
NR3C1	Gene Symbol	hgnc:7978	NR3C1	ChEMBL	32
POL	Gene Symbol	hgnc:39043	ERVW-4	ChEMBL	32
MAOB	Gene Symbol	hgnc:6834	MAOB	ChEMBL	32
AMY2A	Gene Symbol	hgnc:477	AMY2A	ChEMBL	32
DHFR	Gene Symbol	hgnc:2861	DHFR	ChEMBL	32
UGCG	Gene Symbol	hgnc:12524	UGCG	ChEMBL	32
BDKRB2	Gene Symbol	hgnc:1030	BDKRB2	ChEMBL	32
CA12	Gene Symbol	hgnc:1371	CA12	ChEMBL	32
GAA	Gene Symbol	hgnc:4065	GAA	ChEMBL	32
GSR	Gene Symbol	hgnc:4623	GSR	ChEMBL	32
JAK1	Gene Symbol	hgnc:6190	JAK1	ChEMBL	32
JAK2	Gene Symbol	hgnc:6192	JAK2	ChEMBL	32
ERFE	Gene Symbol	hgnc:26727	ERFE	HGNC	20230501
TFPI	Gene Symbol	hgnc:11760	TFPI	HGNC	20230501
SLC5A2	Gene Symbol	hgnc:11037	SLC5A2	ChEMBL	32
PGA5	Gene Symbol	hgnc:8887	PGA5	ChEMBL	32
TMP1	Gene Symbol	NULL	NULL	ChEMBL	32
NS5B	Gene Symbol	NULL	NULL	ChEMBL	32
CYP17A1	Gene Symbol	hgnc:2593	CYP17A1	ChEMBL	32
FGFR1	Gene Symbol	hgnc:3688	FGFR1	ChEMBL	32
MET	Gene Symbol	hgnc:7029	MET	ChEMBL	32
ADRB3	Gene Symbol	hgnc:288	ADRB3	ChEMBL	32
MAPK11	Gene Symbol	hgnc:6873	MAPK11	ChEMBL	32
FRK	Gene Symbol	hgnc:3955	FRK	ChEMBL	32
MAP2K1	Gene Symbol	hgnc:6840	MAP2K1	ChEMBL	32
HSD3B2	Gene Symbol	hgnc:5218	HSD3B2	ChEMBL	32
PTGER3	Gene Symbol	hgnc:9595	PTGER3	ChEMBL	32
GART	Gene Symbol	hgnc:4163	GART	ChEMBL	32
FGFR2	Gene Symbol	hgnc:3689	FGFR2	ChEMBL	32
ALK	Gene Symbol	hgnc:427	ALK	ChEMBL	32
CACNA1B	Gene Symbol	hgnc:1389	CACNA1B	ChEMBL	32
SMO	Gene Symbol	hgnc:11119	SMO	ChEMBL	32
SLC22A12	Gene Symbol	hgnc:17989	SLC22A12	ChEMBL	32
TEK	Gene Symbol	hgnc:11724	TEK	ChEMBL	32
SLC22A6	Gene Symbol	hgnc:10970	SLC22A6	ChEMBL	32
GRIA4	Gene Symbol	hgnc:4574	GRIA4	ChEMBL	32
GRIA3	Gene Symbol	hgnc:4573	GRIA3	ChEMBL	32
EDNRB	Gene Symbol	hgnc:3180	EDNRB	ChEMBL	32
CHRNA4	Gene Symbol	hgnc:1958	CHRNA4	ChEMBL	32
HMGCR	Gene Symbol	hgnc:5006	HMGCR	ChEMBL	32
PDE4B	Gene Symbol	hgnc:8781	PDE4B	ChEMBL	32
PDE4C	Gene Symbol	hgnc:8782	PDE4C	ChEMBL	32
HDAC11	Gene Symbol	hgnc:19086	HDAC11	ChEMBL	32
CFTR	Gene Symbol	hgnc:1884	CFTR	ChEMBL	32
MMP8	Gene Symbol	hgnc:7175	MMP8	ChEMBL	32
MMP13	Gene Symbol	hgnc:7159	MMP13	ChEMBL	32
PTK6	Gene Symbol	hgnc:9617	PTK6	ChEMBL	32
TRPV1	Gene Symbol	hgnc:12716	TRPV1	ChEMBL	32
MMP1	Gene Symbol	hgnc:7155	MMP1	ChEMBL	32
DDR2	Gene Symbol	hgnc:2731	DDR2	ChEMBL	32
GLP2R	Gene Symbol	hgnc:4325	GLP2R	ChEMBL	32
CLCN2	Gene Symbol	hgnc:2020	CLCN2	ChEMBL	32
PGR	Gene Symbol	hgnc:8910	PGR	ChEMBL	32
SLC22A8	Gene Symbol	hgnc:10972	SLC22A8	ChEMBL	32
GRIA2	Gene Symbol	hgnc:4572	GRIA2	ChEMBL	32
EDNRA	Gene Symbol	hgnc:3179	EDNRA	ChEMBL	32
CHRNB2	Gene Symbol	hgnc:1962	CHRNB2	ChEMBL	32
GUCY2C	Gene Symbol	hgnc:4688	GUCY2C	ChEMBL	32
FDPS	Gene Symbol	hgnc:3631	FDPS	ChEMBL	32
HDAC5	Gene Symbol	hgnc:14068	HDAC5	ChEMBL	32
HDAC7	Gene Symbol	hgnc:14067	HDAC7	ChEMBL	32
INPP5E	Gene Symbol	hgnc:21474	INPP5E	HGNC	20230501
ATP4A	Gene Symbol	hgnc:819	ATP4A	ChEMBL	32
CA9	Gene Symbol	hgnc:1383	CA9	ChEMBL	32
CA5B	Gene Symbol	hgnc:1378	CA5B	ChEMBL	32
CA5A	Gene Symbol	hgnc:1377	CA5A	ChEMBL	32
OPRD1	Gene Symbol	hgnc:8153	OPRD1	ChEMBL	32
TUBA1A	Gene Symbol	hgnc:20766	TUBA1A	ChEMBL	32
TUBB	Gene Symbol	hgnc:20778	TUBB	ChEMBL	32
TUBA1B	Gene Symbol	hgnc:18809	TUBA1B	ChEMBL	32
TUBA3E	Gene Symbol	hgnc:20765	TUBA3E	ChEMBL	32
HDAC9	Gene Symbol	hgnc:14065	HDAC9	ChEMBL	32
ITGB3	Gene Symbol	hgnc:6156	ITGB3	ChEMBL	32
ATP4B	Gene Symbol	hgnc:820	ATP4B	ChEMBL	32
CA6	Gene Symbol	hgnc:1380	CA6	ChEMBL	32
CA14	Gene Symbol	hgnc:1372	CA14	ChEMBL	32
OPRK1	Gene Symbol	hgnc:8154	OPRK1	ChEMBL	32
TUBB4B	Gene Symbol	hgnc:20771	TUBB4B	ChEMBL	32
TUBA3C	Gene Symbol	hgnc:12408	TUBA3C	ChEMBL	32
TUBB3	Gene Symbol	hgnc:20772	TUBB3	ChEMBL	32
TUBB4A	Gene Symbol	hgnc:20774	TUBB4A	ChEMBL	32
TUBB8	Gene Symbol	hgnc:20773	TUBB8	ChEMBL	32
TUBB6	Gene Symbol	hgnc:20776	TUBB6	ChEMBL	32
GSK3A	Gene Symbol	hgnc:4616	GSK3A	ChEMBL	32
PDGFRA	Gene Symbol	hgnc:8803	PDGFRA	ChEMBL	32
ADRB2	Gene Symbol	hgnc:286	ADRB2	ChEMBL	32
GRIN2B	Gene Symbol	hgnc:4586	GRIN2B	ChEMBL	32
MTNR1B	Gene Symbol	hgnc:7464	MTNR1B	ChEMBL	32
ADRA2A	Gene Symbol	hgnc:281	ADRA2A	ChEMBL	32
ADRA2C	Gene Symbol	hgnc:283	ADRA2C	ChEMBL	32
GRIK1	Gene Symbol	hgnc:4579	GRIK1	ChEMBL	32
GRIK5	Gene Symbol	hgnc:4583	GRIK5	ChEMBL	32
GRIK2	Gene Symbol	hgnc:4580	GRIK2	ChEMBL	32
GRIK3	Gene Symbol	hgnc:4581	GRIK3	ChEMBL	32
RAMP3	Gene Symbol	hgnc:9845	RAMP3	ChEMBL	32
TOP2B	Gene Symbol	hgnc:11990	TOP2B	ChEMBL	32
TUBB2A	Gene Symbol	hgnc:12412	TUBB2A	ChEMBL	32
ITGA4	Gene Symbol	hgnc:6140	ITGA4	ChEMBL	32
BCR	Gene Symbol	hgnc:1014	BCR	ChEMBL	32
GRIN1	Gene Symbol	hgnc:4584	GRIN1	ChEMBL	32
GRIN3B	Gene Symbol	hgnc:16768	GRIN3B	ChEMBL	32
GRIN3A	Gene Symbol	hgnc:16767	GRIN3A	ChEMBL	32
PDE3A	Gene Symbol	hgnc:8778	PDE3A	ChEMBL	32
MTNR1A	Gene Symbol	hgnc:7463	MTNR1A	ChEMBL	32
DRD5	Gene Symbol	hgnc:3026	DRD5	ChEMBL	32
DRD4	Gene Symbol	hgnc:3025	DRD4	ChEMBL	32
ADRA1D	Gene Symbol	hgnc:280	ADRA1D	ChEMBL	32
PTGS2	Gene Symbol	hgnc:9605	PTGS2	ChEMBL	32
PTGS1	Gene Symbol	hgnc:9604	PTGS1	ChEMBL	32
ERFE	Gene Symbol	hgnc:26727	ERFE	Ensembl	109
ADORA3	Gene Symbol	hgnc:268	ADORA3	ChEMBL	32
GUCY1B2	Gene Symbol	hgnc:4686	GUCY1B2	ChEMBL	32
PDE7B	Gene Symbol	hgnc:8792	PDE7B	ChEMBL	32
SSTR4	Gene Symbol	hgnc:11333	SSTR4	ChEMBL	32
SCNN1A	Gene Symbol	hgnc:10599	SCNN1A	ChEMBL	32
RRM1	Gene Symbol	hgnc:10451	RRM1	ChEMBL	32
TLR3	Gene Symbol	hgnc:11849	TLR3	ChEMBL	32
F9	Gene Symbol	hgnc:3551	F9	ChEMBL	32
GUCY1B1	Gene Symbol	hgnc:4687	GUCY1B1	ChEMBL	32
GUCY1A2	Gene Symbol	hgnc:4684	GUCY1A2	ChEMBL	32
IMPDH2	Gene Symbol	hgnc:6053	IMPDH2	ChEMBL	32
ABCC9	Gene Symbol	hgnc:60	ABCC9	ChEMBL	32
MAOA	Gene Symbol	hgnc:6833	MAOA	ChEMBL	32
SCNN1B	Gene Symbol	hgnc:10600	SCNN1B	ChEMBL	32
SCNN1G	Gene Symbol	hgnc:10602	SCNN1G	ChEMBL	32
EEF2	Gene Symbol	hgnc:3214	EEF2	ChEMBL	32
IFNLR1	Gene Symbol	hgnc:18584	IFNLR1	ChEMBL	32
TLR5	Gene Symbol	hgnc:11851	TLR5	ChEMBL	32
GSTP1	Gene Symbol	hgnc:4638	GSTP1	ChEMBL	32
TTR	Gene Symbol	hgnc:12405	TTR	ChEMBL	32
ANPEP	Gene Symbol	hgnc:500	ANPEP	ChEMBL	32
RNPEP	Gene Symbol	hgnc:10078	RNPEP	ChEMBL	32
XPNPEP1	Gene Symbol	hgnc:12822	XPNPEP1	ChEMBL	32
XPNPEP2	Gene Symbol	hgnc:12823	XPNPEP2	ChEMBL	32
LVRN	Gene Symbol	hgnc:26904	LVRN	ChEMBL	32
XPNPEP3	Gene Symbol	hgnc:28052	XPNPEP3	ChEMBL	32
STS	Gene Symbol	hgnc:11425	STS	ChEMBL	32
HSP90AB1	Gene Symbol	hgnc:5258	HSP90AB1	ChEMBL	32
TLR4	Gene Symbol	hgnc:11850	TLR4	ChEMBL	32
LY96	Gene Symbol	hgnc:17156	LY96	ChEMBL	32
PLA2G7	Gene Symbol	hgnc:9040	PLA2G7	ChEMBL	32
IL10RB	Gene Symbol	hgnc:5965	IL10RB	ChEMBL	32
FNTA	Gene Symbol	hgnc:3782	FNTA	ChEMBL	32
FNTB	Gene Symbol	hgnc:3785	FNTB	ChEMBL	32
ABCB1	Gene Symbol	hgnc:40	ABCB1	ChEMBL	32
CTSK	Gene Symbol	hgnc:2536	CTSK	ChEMBL	32
PLA2G2A	Gene Symbol	hgnc:9031	PLA2G2A	ChEMBL	32
NPEPPS	Gene Symbol	hgnc:7900	NPEPPS	ChEMBL	32
LNPEP	Gene Symbol	hgnc:6656	LNPEP	ChEMBL	32
ENPEP	Gene Symbol	hgnc:3355	ENPEP	ChEMBL	32
LAP3	Gene Symbol	hgnc:18449	LAP3	ChEMBL	32
ERAP2	Gene Symbol	hgnc:29499	ERAP2	ChEMBL	32
ERAP1	Gene Symbol	hgnc:18173	ERAP1	ChEMBL	32
AOPEP	Gene Symbol	hgnc:1361	AOPEP	ChEMBL	32
RNPEPL1	Gene Symbol	hgnc:10079	RNPEPL1	ChEMBL	32
TPH2	Gene Symbol	hgnc:20692	TPH2	ChEMBL	32
TPH1	Gene Symbol	hgnc:12008	TPH1	ChEMBL	32
SERPINE1	Gene Symbol	hgnc:8583	SERPINE1	ChEMBL	32
CACNA1C	Gene Symbol	hgnc:1390	CACNA1C	ChEMBL	32
NS4A	Gene Symbol	NULL	NULL	ChEMBL	32
CACNA1S	Gene Symbol	hgnc:1397	CACNA1S	ChEMBL	32
CACNA1F	Gene Symbol	hgnc:1393	CACNA1F	ChEMBL	32
CHRNA3	Gene Symbol	hgnc:1957	CHRNA3	ChEMBL	32
ITGB1	Gene Symbol	hgnc:6153	ITGB1	ChEMBL	32
RPOB	Gene Symbol	NULL	NULL	ChEMBL	32
RPOA	Gene Symbol	NULL	NULL	ChEMBL	32
RPOC	Gene Symbol	NULL	NULL	ChEMBL	32
RPOZ	Gene Symbol	NULL	NULL	ChEMBL	32
GSC1	Gene Symbol	NULL	NULL	ChEMBL	32
RYR3	Gene Symbol	hgnc:10485	RYR3	ChEMBL	32
FABI	Gene Symbol	NULL	NULL	ChEMBL	32
UREA	Gene Symbol	NULL	NULL	ChEMBL	32
UREB	Gene Symbol	NULL	NULL	ChEMBL	32
UREC	Gene Symbol	NULL	NULL	ChEMBL	32
GB	Gene Symbol	NULL	NULL	ChEMBL	32
GG	Gene Symbol	NULL	NULL	ChEMBL	32
GJ	Gene Symbol	NULL	NULL	ChEMBL	32
THRB	Gene Symbol	hgnc:11799	THRB	ChEMBL	32
GN	Gene Symbol	NULL	NULL	ChEMBL	32
CACNA1D	Gene Symbol	hgnc:1391	CACNA1D	ChEMBL	32
BCHE	Gene Symbol	hgnc:983	BCHE	ChEMBL	32
CHRNB4	Gene Symbol	hgnc:1964	CHRNB4	ChEMBL	32
ITGAV	Gene Symbol	hgnc:6150	ITGAV	ChEMBL	32
KEAP1	Gene Symbol	hgnc:23177	KEAP1	ChEMBL	32
GABBR2	Gene Symbol	hgnc:4507	GABBR2	ChEMBL	32
HPD	Gene Symbol	hgnc:5147	HPD	ChEMBL	32
RPLR	Gene Symbol	NULL	NULL	ChEMBL	32
ODC1	Gene Symbol	hgnc:8109	ODC1	ChEMBL	32
SLC6A1	Gene Symbol	hgnc:11042	SLC6A1	ChEMBL	32
CD52	Gene Symbol	hgnc:1804	CD52	ChEMBL	32
F10	Gene Symbol	hgnc:3528	F10	ChEMBL	32
ALR	Gene Symbol	hgnc:380	AKR1A1	ChEMBL	32
ABAT	Gene Symbol	hgnc:23	ABAT	ChEMBL	32
CYP3A4	Gene Symbol	hgnc:2637	CYP3A4	ChEMBL	32
MTTP	Gene Symbol	hgnc:7467	MTTP	ChEMBL	32
P4HB	Gene Symbol	hgnc:8548	P4HB	ChEMBL	32
GE	Gene Symbol	hgnc:4704	GYPC	ChEMBL	32
GH	Gene Symbol	hgnc:4261	GH1	ChEMBL	32
GL	Gene Symbol	hgnc:14942	PPP1R3B	ChEMBL	32
CD86	Gene Symbol	hgnc:1705	CD86	ChEMBL	32
TNFSF13B	Gene Symbol	hgnc:11929	TNFSF13B	ChEMBL	32
HTR4	Gene Symbol	hgnc:5299	HTR4	ChEMBL	32
CYP11B1	Gene Symbol	hgnc:2591	CYP11B1	ChEMBL	32
DIO1	Gene Symbol	hgnc:2883	DIO1	ChEMBL	32
IL11RA	Gene Symbol	hgnc:5967	IL11RA	ChEMBL	32
CYP3A43	Gene Symbol	hgnc:17450	CYP3A43	ChEMBL	32
GC	Gene Symbol	hgnc:4187	GC	ChEMBL	32
GD	Gene Symbol	hgnc:8573	PAEP	ChEMBL	32
GI	Gene Symbol	hgnc:4384	GNAI1	ChEMBL	32
CD80	Gene Symbol	hgnc:1700	CD80	ChEMBL	32
SNAP25	Gene Symbol	hgnc:11132	SNAP25	ChEMBL	32
ERFE	Gene Symbol	hgnc:26727	ERFE	NCBI	20230501
TFPI	Gene Symbol	hgnc:11760	TFPI	NCBI	20230501
F	Gene Symbol	NULL	NULL	ChEMBL	32
PBPB	Gene Symbol	NULL	NULL	ChEMBL	32
PBPA	Gene Symbol	NULL	NULL	ChEMBL	32
PONB	Gene Symbol	NULL	NULL	ChEMBL	32
PBPC	Gene Symbol	NULL	NULL	ChEMBL	32
DACA	Gene Symbol	NULL	NULL	ChEMBL	32
MRCA	Gene Symbol	NULL	NULL	ChEMBL	32
PBP4	Gene Symbol	NULL	NULL	ChEMBL	32
PBPF	Gene Symbol	NULL	NULL	ChEMBL	32
MECA	Gene Symbol	NULL	NULL	ChEMBL	32
PBP2	Gene Symbol	NULL	NULL	ChEMBL	32
C5	Gene Symbol	hgnc:1331	C5	ChEMBL	32
CTLA4	Gene Symbol	hgnc:2505	CTLA4	ChEMBL	32
LAMA2	Gene Symbol	hgnc:6482	LAMA2	ChEMBL	32
LAMB2	Gene Symbol	hgnc:6487	LAMB2	ChEMBL	32
LAMC1	Gene Symbol	hgnc:6492	LAMC1	ChEMBL	32
COL1A2	Gene Symbol	hgnc:2198	COL1A2	ChEMBL	32
COL3A1	Gene Symbol	hgnc:2201	COL3A1	ChEMBL	32
COL24A1	Gene Symbol	hgnc:20821	COL24A1	ChEMBL	32
TNFSF11	Gene Symbol	hgnc:11926	TNFSF11	ChEMBL	32
LAMA1	Gene Symbol	hgnc:6481	LAMA1	ChEMBL	32
