gene_symbol,alias_symbol,intersect_point,source
MRS2,"HPT, MRS2L",HPT,NCBI Info
CNOT6,"CCR4, Ccr4a",CCR4,NCBI Info
COG6,"CDG2L, COD2, SHNS",COD2,NCBI Info
ALPK3,"CMH27, MAK, MIDORI",MAK,NCBI Info
PCDH10,"OL-PCDH, PCDH19",PCDH19,NCBI Info
ARHGAP21,ARHGAP10,ARHGAP10,NCBI Info
MRTFA,"BSAC, MAL, MKL, MKL1, MRTF-A",MAL,NCBI Info
MYH7B,"lncMYH7b, MHC14, MYH14",MYH14,NCBI Info
RDH14,"PAN2, SDR7C4",PAN2,NCBI Info
MAGEE1,"DAMAGE, HCA1",HCA1,NCBI Info
PCDHB16,"ME1, PCDH-BETA16, PCDH3X, PCDHB8a",ME1,NCBI Info
ZP4,"ZBP, Zp-4, ZP1, ZP1B, ZPB, ZPB2",ZP1,NCBI Info
KRTAP5-8,"KRTAP5-2, KRTAP5.8, UHSKerB",KRTAP5-2,NCBI Info
MUC3B,"MUC3, MUC3A",MUC3A,NCBI Info
MS4A7,"4SPAN2, CD20L4, CFFM4, MS4A8",MS4A8,NCBI Info
TP53INP2,"C20orf110, dJ1181N3.1, DOR, PIG-U, PIGU, PINH",PIGU,NCBI Info
SCAF1,SRA1,SRA1,NCBI Info
DLGAP3,"DAP3, SAPAP3, SPAPA3",DAP3,NCBI Info
FAM3A,"2.19, DLD, DXS560S, XAP-7",DLD,NCBI Info
MRPS35,"HDCMD11P, MDS023, MRP-S28, MRPS28, mS35",MRPS28,NCBI Info
ANO3,"C11orf25, DYT23, DYT24, GENX-3947, TMEM16C",DYT23,NCBI Info
SMOC2,"bA270C4A.1, bA37D8.1, dJ421D16.1, DTDP1, MST117, MSTP117, MSTP140, SMAP2",SMAP2,NCBI Info
TINAGL1,"ARG1, LCN7, LIECG3, TINAGRP",ARG1,NCBI Info
NCAPG,"CAPG, CHCG, NY-MEL-3, YCG1",CAPG,NCBI Info
DPEP2,MBD2,MBD2,NCBI Info
DPEP3,MBD3,MBD3,NCBI Info
LMBR1,"ACHP, C7orf2, DIF14, LSS, PPD2, THYP, TPT, TPTPS, ZRS","LSS, ZRS",NCBI Info
ARHGAP9,"10C, RGL1",RGL1,NCBI Info
HS1BP3,"ETM2, HS1-BP3",ETM2,NCBI Info
IKZF4,"EOS, ZNFN1A4",EOS,NCBI Info
CHST8,"GalNAc4ST, GALNAC4ST1, PSS3",PSS3,NCBI Info
MMP25,"MMP-25, MMP20, MMP20A, MMPL1, MT-MMP 6, MT-MMP6, MT6-MMP, MT6MMP, MTMMP6",MMP20,NCBI Info
ZNF106,"SH3BP3, ZFP106, ZNF474",ZNF474,NCBI Info
RGS18,RGS13,RGS13,NCBI Info
GALNT17,"GalNAc-T17, GalNAc-T19, GalNAc-T5L, GALNACT17, GALNT16, GALNT20, GALNTL3, WBSCR17",GALNT16,NCBI Info
PCNX4,"C14orf135, FBP2, PCNXL4",FBP2,NCBI Info
SPANXD,"CT11.3, CT11.4, dJ171K16.1, SPANX-C, SPANX-D, SPANX-E, SPANXC, SPANXE",SPANXC,NCBI Info
HS3ST6,"3-OST-6, 3OST6, HAE8, HS3ST5",HS3ST5,NCBI Info
TRG-CCC2-2,"TRG-CCC2-1, TRG4, TRNAG4",TRG-CCC2-1,NCBI Info
PLPPR2,"LPPR2, PRG4",PRG4,NCBI Info
RBM15,"OTT, OTT1, SPEN",SPEN,NCBI Info
BCL11B,"ATL1, ATL1-alpha, ATL1-beta, ATL1-delta, ATL1-gamma, CTIP-2, CTIP2, hRIT1-alpha, IDDFSTA, IMD49, RIT1, SMARCM2, ZNF856B","ATL1, RIT1",NCBI Info
MRPL14,"L14mt, L32mt, MRP-L14, MRP-L32, MRPL32, RMPL32, RPML32, uL14m",MRPL32,NCBI Info
MRPL41,"BMRP, mL41, MRP-L27, MRPL27, PIG3, RPML27",MRPL27,NCBI Info
MRPL40,"L40mt, mL40, MRP-L22, MRP-L40, MRPL22, NLVCF, URIM",MRPL22,NCBI Info
MRPL36,"bL36m, BRIP1, L36mt, MRP-L36, PRPL36, RPMJ",BRIP1,NCBI Info
ACD,"PIP1, PTOP, TINT1, TPP1",TPP1,NCBI Info
NOL6,"bA311H10.1, NRAP, UTP22",NRAP,NCBI Info
UPF3B,"HUPF3B, MRX62, MRX82, MRXS14, RENT3B, UPF3BP1, UPF3BP2, UPF3BP3, Upf3p-X, UPF3X",MRX82,NCBI Info
UBE2Z,"HOYS7, USE1",USE1,NCBI Info
MRPS34,"COXPD32, MRP-S12, MRP-S34, MRPS12, mS34",MRPS12,NCBI Info
MTMR9,"C8orf9, LIP-STYX, MTMR8",MTMR8,NCBI Info
COLEC11,"3MC2, CL-11, CL-K1-I, CL-K1-II, CL-K1-IIa, CL-K1-IIb, CLK1",CLK1,NCBI Info
SLC25A23,"APC2, MCSC2, SCaMC-3, SCAMC3",APC2,NCBI Info
MMP28,"EPILYSIN, MM28, MMP-25, MMP-28, MMP25",MMP25,NCBI Info
FA2H,"FAAH, FAH1, FAXDC1, SCS7, SPG35",FAAH,NCBI Info
LILRP2,"CD85m, ILT10, LILRA5",LILRA5,NCBI Info
LILRA6,"CD85b, ILT-8, ILT5, ILT8, LILRB3, LILRB6",LILRB3,NCBI Info
FBXL15,"Fbl15, FBXO37, JET, PSD",PSD,NCBI Info
FYCO1,"CATC2, CTRCT18, RUFY3, ZFYVE7",RUFY3,NCBI Info
OR2A4,"OR2A10, OR2A7",OR2A7,NCBI Info
GALNT14,"GalNac-T10, GalNac-T14, GALNT15",GALNT15,NCBI Info
MMRN2,"EMILIN-3, EMILIN3, ENDOGLYX-1",EMILIN3,NCBI Info
CCDC102B,"ACY1L, AN, C18orf14, HsT1731",AN,NCBI Info
DHDDS,"CIT, CPT, DEDSM, DS, hCIT, HDS, RP59",CIT,NCBI Info
PLPPR3,"LPPR3, LPR3, PRG-2, PRG2",PRG2,NCBI Info
ATAT1,"alpha-TAT, alpha-TAT1, C6orf134, MEC17, Nbla00487, TAT",TAT,NCBI Info
TRAPPC13,"C5orf44, SHLD3",SHLD3,NCBI Info
PTGES2,"C9orf15, GBF-1, GBF1, mPGES-2, PGES2",GBF1,NCBI Info
MOGAT2,"DGAT2L5, DGAT2L5., hDC5, MGAT2",MGAT2,NCBI Info
FBXO11,"FBX11, IDDFBA, PRMT9, UBR6, UG063H01, VIT1",PRMT9,NCBI Info
SP6,"AI1K, EPFN, EPIPROFIN, KLF14",KLF14,NCBI Info
ULBP2,"ALCAN-alpha, N2DL2, NKG2DL2, RAET1H, RAET1L",RAET1L,NCBI Info
DNAJC5,"CLN4, CLN4B, CSP, DNAJC5A, mir-941-2, mir-941-3, mir-941-4, mir-941-5, NCL",NCL,NCBI Info
COASY,"DPCK, NBIA6, NBP, PCH12, pOV-2, PPAT, UKR1",PPAT,NCBI Info
LPAL2,"apo(a)rg-C, APOA2, APOAL, APOARGC",APOA2,NCBI Info
KHDC1,"bA257K9.4, C6orf147, C6orf148, Em:AC019205.8, NDG1",C6orf147,NCBI Info
LNPK,"KIAA1715, LNP, LNP1, NEDEHCC, Ul, ulnaless",LNP1,NCBI Info
GJA9,"CX58, CX59, GJA10",GJA10,NCBI Info
COLEC12,"CLP1, NSR2, SCARA4, SRCL",CLP1,NCBI Info
OR11H1,"OR11H12, OR22-1",OR11H12,NCBI Info
OR4F17,"OR4F11P, OR4F18, OR4F19, OR4F5",OR4F5,NCBI Info
POLR2M,"GCOM1, Gdown, Gdown1, GRINL1A",GCOM1,NCBI Info
SLC38A1,"ATA1, NAT2, SAT1, SNAT1","NAT2, SAT1",NCBI Info
NECTIN4,"EDSS1, LNIR, nectin-4, PRR4, PVRL4",PRR4,NCBI Info
ITM2C,"BRI3, BRICD2C, E25, E25C, ITM3",BRI3,NCBI Info
DIAPH3,"AN, AUNA1, DIA2, diap3, DRF3, mDia2, NSDAN",AN,NCBI Info
TSC22D4,"SPACDR, THG-1, THG1, TILZ2",SPACDR,NCBI Info
DOCK8,"HEL-205, HIES2, MRD2, ZIR8",MRD2,NCBI Info
TCF7L1,"TCF-3, TCF3",TCF3,NCBI Info
RAB33B,SMC2,SMC2,NCBI Info
FAM110A,"bA371L19.3, C20orf55, F10",F10,NCBI Info
RASSF5,"Maxp1, NORE1, NORE1A, NORE1B, RAPL, RASSF3",RASSF3,NCBI Info
CCM2,"C7orf22, OSM, PP10187",OSM,NCBI Info
H2AB3,"H2A.B.1, H2AB2, H2ABBD, H2AFB, H2AFB3",H2AB2,NCBI Info
SYT15,"CHR10SYT, SYT15B, sytXV",SYT15B,NCBI Info
SLC25A2,"ORC2, ORNT2",ORC2,NCBI Info
TSSK6,"CT72, FKSG82, SSTK, TSSK4",TSSK4,NCBI Info
SPNS1,"HSpin1, LAT, nrs, PP2030, SLC62A1, SLC63A1, SPIN1, SPINL","LAT, SPIN1",NCBI Info
BRIP1,"BACH1, FANCJ, OF",BACH1,NCBI Info
MAGT1,"bA217H1.1, CDG1CC, IAP, MRX95, OST3B, PRO0756, SLC58A1, XMEN",MRX95,NCBI Info
ANTXR1,"ATR, GAPO, TEM8",ATR,NCBI Info
POLR1B,"A135, RPA135, RPA2, Rpo1-2, TCS4",RPA2,NCBI Info
CHD6,"CHD-6, CHD5, RIGB",CHD5,NCBI Info
MINDY4,"AQP-1, AQP1, C7orf67, CHIP28, FAM188B",AQP1,NCBI Info
USP48,"DFNA85, RAP1GA1, USP31",USP31,NCBI Info
TBC1D3F,"TBC1D3, TBC1D3G","TBC1D3, TBC1D3G",NCBI Info
BRMS1L,"BRMS1, p40",BRMS1,NCBI Info
ELOF1,ELF1,ELF1,NCBI Info
HOOK3,HK3,HK3,NCBI Info
THCYTX,FTX,FTX,NCBI Info
KIRREL3,"KIRRE, MRD4, NEPH2, PRO4502",MRD4,NCBI Info
NTNG2,"bA479K20.1, LHLL9381, Lmnt2, NEDBASH, NetrinG2, NTNG1",NTNG1,NCBI Info
RNASE7,RAE1,RAE1,NCBI Info
HYCC1,"DRCTNNB1A, FAM126A, HCC, HLD5",HCC,NCBI Info
USP32,"NY-REN-60, USP10",USP10,NCBI Info
SLC9A7,"MRX108, NHE-7, NHE7, SLC9A6",SLC9A6,NCBI Info
BEX2,"BEX1, DJ79P11.1",BEX1,NCBI Info
LNX1,"LNX, MPDZ, PDZRN2",MPDZ,NCBI Info
FAM220A,"ACPIN1, C7orf70, SIPAR, SMIM10L3",SMIM10L3,NCBI Info
LMNB2,"EPM9, LAMB2, LMN2, MCPH27",LAMB2,NCBI Info
FCRLA,"FCRL, FCRL1, FCRLb, FCRLc1, FCRLc2, FCRLd, FCRLe, FCRLM1, FCRLX, FCRX, FREB",FCRL1,NCBI Info
AIFM2,"AMID, FSP1, PRG3",PRG3,NCBI Info
SPPL2A,"IMD86, IMP3, PSL2",IMP3,NCBI Info
REPS1,"NBIA7, RALBP1",RALBP1,NCBI Info
KRTAP2-4,"KAP2.1B, KAP2.3, KAP2.4, KRTAP2-3, KRTAP2.3, KRTAP2.4",KRTAP2-3,NCBI Info
LGALS12,"GAL12, GRIP1",GRIP1,NCBI Info
KRT89P,"HBB, KRT123P, KRTHBP2, psihHbB",HBB,NCBI Info
DGCR6L,DGCR6,DGCR6,NCBI Info
GALP,GAL,GAL,NCBI Info
GAL3ST3,"GAL3ST-3, GAL3ST2",GAL3ST2,NCBI Info
CHRFAM7A,"CHRNA7, CHRNA7-DR1, D-10, NACHRA7",CHRNA7,NCBI Info
SIGLEC12,"S2V, Siglec-XII, SIGLECL1, SLG",SIGLECL1,NCBI Info
SLC25A21,"MTDPS18, ODC, ODC1",ODC1,NCBI Info
CFAP91,"AAT1, AAT1alpha, C3orf15, CaM-IP2, MAATS1, SPATA26, SPGF51",AAT1,NCBI Info
CEACAM21,"CEACAM3, R29124_1",CEACAM3,NCBI Info
ZNF160,"F11, HKr18, HZF5, KR18",F11,NCBI Info
FMNL3,"FHOD3, FRL2, WBP-3, WBP3",FHOD3,NCBI Info
SYT12,"SYT11, sytXII",SYT11,NCBI Info
MILIP,"MAFG-AS1, MAFG-DT",MAFG-AS1,NCBI Info
DTD1,"C20orf88, DTD, DUE-B, DUEB, HARS2, pqn-68",HARS2,NCBI Info
ST7-OT3,"NCRNA00026, ST7, ST7OT3",ST7,NCBI Info
CADPS2,CAPS2,CAPS2,NCBI Info
BMS1P20,"IGL, IGLV, IGLV1",IGL,NCBI Info
LIMS3,"LIMS3L, LIMS4, PINCH-3",LIMS4,NCBI Info
DTD2,"ATD, C14orf126",ATD,NCBI Info
IL17F,"CANDF6, IL-17F, IL17A, ML-1, ML1",IL17A,NCBI Info
TP53RK,"BUD32, C20orf64, dJ101A2, GAMOS4, Nori-2, Nori-2p, PRPK, TPRKB",TPRKB,NCBI Info
AZIN2,"ADC, AZI2, AZIB1, ODC-p, ODC1L, ODCp",AZI2,NCBI Info
SDSL,"cSDH, SDH 2, SDHL, SDS-RS1, TDH",TDH,NCBI Info
ZIM3,"ZNF264, ZNF657",ZNF264,NCBI Info
NLRP3,"AGTAVPRL, AII, AVP, C1orf7, CIAS1, CLR1.1, DFNA34, FCAS, FCAS1, FCU, KEFH, MWS, NALP3, PYPAF1",AVP,NCBI Info
CARD16,"COP, COP1, LLID-114769, PSEUDO-ICE",COP1,NCBI Info
GPRIN1,GRIN1,GRIN1,NCBI Info
C1QTNF1,"CTRP1, GIP, ZSIG37",GIP,NCBI Info
C1QTNF5,"CTRP5, MFRP",MFRP,NCBI Info
PTPMT1,"DUSP23, MOSP, PLIP, PNAS-129",DUSP23,NCBI Info
OMA1,"2010001O09Rik, DAB1, MPRP-1, MPRP1, peptidase, YKR087C, ZMPOMA1",DAB1,NCBI Info
KIR3DL3,"CD158Z, KIR2DL5B, KIR3DL7, KIR44, KIRC1",KIR2DL5B,NCBI Info
MOGAT1,"DGAT2L, DGAT2L1, MGAT1",MGAT1,NCBI Info
THMA,THM,THM,NCBI Info
GALNT15,"GALNACT15, GALNT13, GALNT7, GALNTL2, PIH5, pp-GalNAc-T15","GALNT13, GALNT7",NCBI Info
FRA10AC1,"C10orf4, F26C11.1-like, FRA10A, NEDGFC",FRA10A,NCBI Info
LRIG3,LIG3,LIG3,NCBI Info
H4C16,"H4-16, H4/p, H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9, HIST4H4","H4C1, H4C11, H4C12, H4C13, H4C14, H4C15, H4C2, H4C3, H4C4, H4C5, H4C6, H4C8, H4C9",NCBI Info
PRR20A,"PRR20, PRR20B, PRR20C, PRR20D, PRR20E","PRR20B, PRR20C, PRR20D, PRR20E",NCBI Info
SOCS4,SOCS7,SOCS7,NCBI Info
SLC24A4,"AI2A5, NCKX4, SHEP6, SLC24A2",SLC24A2,NCBI Info
GJD3,"Cx30.2, CX31.9, GJA11, GJC1",GJC1,NCBI Info
H3C14,"H3, H3.2, H3/M, H3C13, H3C15, H3F2, H3FM, H3FN, HIST2H3C","H3C13, H3C15",NCBI Info
GOLT1A,"CGI-141, GOT1, GOT1B, hGOT1b, HMFN1187, YMR292W",GOT1,NCBI Info
FCRLB,"FCRL2, FCRLM2, FCRLY, FcRY, FREB-2, FREB2",FCRL2,NCBI Info
SPATA17,"CFAP305, FAP305, IQCH, MOT17, MSRG-11, MSRG11",IQCH,NCBI Info
CHMP4B,"C20orf178, CHMP4A, CTPP3, CTRCT31, dJ553F4.4, Shax1, SNF7, SNF7-2, Vps32-2, VPS32B",CHMP4A,NCBI Info
PIGU,"CDC91L1, GAB1, GPIBD21, NEDBSS, PIG-U",GAB1,NCBI Info
MBOAT2,"LPAAT, LPCAT, LPCAT4, LPEAT, LPLAT 2, LPLAT13, OACT2",LPCAT4,NCBI Info
UBTFL3,UBTFL5,UBTFL5,NCBI Info
SGPP2,"SPP2, SPPase2",SPP2,NCBI Info
KCNH8,"ELK, ELK1, elk3, Kv12.1",ELK1,NCBI Info
CD200R1,"CD200R, HCRTR2, MOX2R, OX2R",HCRTR2,NCBI Info
DCBLD2,"CLCP1, ESDN",CLCP1,NCBI Info
PRSS58,"PRSS1, TRY1, TRYX3, UNQ2540",PRSS1,NCBI Info
CCDC26,"GLM7, RAM",GLM7,NCBI Info
PXDNL,"PMR1, PRM1, VPO2",PRM1,NCBI Info
COX11P1,"COX11, COX11P",COX11,NCBI Info
PPIAP10,"CRP, dJ823G15.1, PPIAL2, PPIP10",CRP,NCBI Info
EIF5AL1,"bA342M3.3, eIF-4D, eIF-5A, eIF-5A-1, eIF-5A1, EIF5A, EIF5AP1",EIF5A,NCBI Info
OR52I2,"OR11-12, OR52I1",OR52I1,NCBI Info
PRICKLE1,"EPM1B, RILP",RILP,NCBI Info
ALG10B,"ALG10, KCR1",ALG10,NCBI Info
A2ML1,"CPAMD9, OMS, p170",OMS,NCBI Info
GCOM1,"gcom, Gcom2, GRINL1A, MYZAP, MYZAP-POLR2M",MYZAP,NCBI Info
ZNF785,ZNF688,ZNF688,NCBI Info
B3GNTL1,"3-Gn-T8, B3GNT8, beta-1, beta3Gn-T8, beta3GnTL1, BGnT-8, QTGAL",B3GNT8,NCBI Info
KCTD11,"C17orf36, KCASH1, REN, REN/KCTD11",REN,NCBI Info
KLC3,"KLC2, KLC2L, KLCt, KNS2B",KLC2,NCBI Info
NLRP4,"CLR19.5, CT58, NALP4, PAN2, PYPAF4, RNH2",PAN2,NCBI Info
CREB3L4,"AIBZIP, ATCE1, CREB3, CREB4, hJAL, JAL",CREB3,NCBI Info
ENTHD1,"CACNA1I, dJ370M22.3",CACNA1I,NCBI Info
CDPF1,"C22orf40, CDKN1A",CDKN1A,NCBI Info
SH3D19,"EBP, Eve-1, EVE1, Kryn, SH3P19",EBP,NCBI Info
SRFBP1,"BUD22, P49, p49/STRAP, Rlb1, STRAP",STRAP,NCBI Info
CNKSR3,"CNK3, CNK3/IPCEF1, MAGI1",MAGI1,NCBI Info
AK8,"AK 8, C9orf98, DDX31",DDX31,NCBI Info
HSD17B7P2,"bA291L22.1, HSD17B7, Hsd17b_2",HSD17B7,NCBI Info
RPL7AP10,"rpL7a, RPL7A_31_1637, RPL7AP3, RPL7AP68",RPL7AP3,NCBI Info
DNAAF4,"CILD25, DYX1, DYX1C1, DYXC1, EKN1, pf23, RD",DYX1,NCBI Info
ZFPM1,"FOG, FOG1, ZC2HC11A, ZNF408, ZNF89A",ZNF408,NCBI Info
ZFP1,ZNF475,ZNF475,NCBI Info
GALNTL5,"GalNAc-T5L, GALNACT19, GALNT15",GALNT15,NCBI Info
NLRP6,"AVR, CLR11.4, NALP6, NAVR, NAVR/AVR, PAN3, PYPAF5",PAN3,NCBI Info
ZNF367,"AFF29, CDC14B, ZFF29",CDC14B,NCBI Info
UBR1,JBS,JBS,NCBI Info
LDHD,"DLACD, DLD",DLD,NCBI Info
DAND5,"CER2, CERL2, CKTSF1B3, COCO, CRL2, DANTE, GREM3, SP1",SP1,NCBI Info
PIKFYVE,"CFD, FAB1, HEL37, PIP5K, PIP5K3, ZFYVE29",CFD,NCBI Info
FLCN,"BHD, DENND8B, FLCL",BHD,NCBI Info
UNC13D,"FHL3, HLH3, HPLH3, Munc13-4",FHL3,NCBI Info
TUBB,"CDCBM6, CSCSC1, M40, OK/SW-cl.56, TUBB1, TUBB5",TUBB1,NCBI Info
LRTOMT,"CFAP111, DFNB63, LRRC51, LRRC51-TOMT, TOMT","LRRC51, TOMT",NCBI Info
HEPACAM,"GlialCAM, HEPN1, MLC2A, MLC2B",HEPN1,NCBI Info
UCMA,"C10orf49, GRP, GRP/UCMA",GRP,NCBI Info
CPNE2,"COPN2, CPN2",CPN2,NCBI Info
SPATS1,"DDIP, SPATA8, SRSP1",SPATA8,NCBI Info
C6orf89,"BRAP, PS1TP5TP1",BRAP,NCBI Info
SMIM29,"C6orf1, LBH",LBH,NCBI Info
PHACTR1,"DEE70, dJ257A7.2, EIEE70, RPEL, RPEL1",RPEL1,NCBI Info
PRPS1L1,"PRPS1, PRPS3, PRPSL, PRS-III",PRPS1,NCBI Info
SP8,BTD,BTD,NCBI Info
CCZ1B,"C7orf28A, C7orf28B, CCZ1, H_NH0577018.2",CCZ1,NCBI Info
TTTY7,"CLONE795723, LINC00129, NCRNA00129, TTTY7A, TTTY7B, TTY7",TTTY7B,NCBI Info
RNASEH1,"H1RNA, PEOB2, RNH1",RNH1,NCBI Info
DFNA47,DFNB83,DFNB83,NCBI Info
TTTY23,"NCRNA00148, TTTY23B",TTTY23B,NCBI Info
CERS6,"CERS5, LASS6",CERS5,NCBI Info
TTLL10,TTLL5,TTLL5,NCBI Info
USP12PX,USP12P2,USP12P2,NCBI Info
TAC4,"EK, HK-1, HK1, PPT-C",HK1,NCBI Info
NAPSB,"NAP1L, NAP2, NAPB, NAPSBP",NAPB,NCBI Info
SNX33,"SH3PX3, SH3PXD3C, SNX30",SNX30,NCBI Info
NPCA1,NPC1,NPC1,NCBI Info
LY6G6F,"C6orf21, G6f, LY6G6, LY6G6D, NG32",LY6G6D,NCBI Info
LOC260331,ECEL1P1,ECEL1P1,NCBI Info
PRSS33,EOS,EOS,NCBI Info
PYDC1,"ASC2, cPOP1, POP1, PYC1",POP1,NCBI Info
SEC14L3,TAP2,TAP2,NCBI Info
POM121L4P,"POM121L1, POM121L1P",POM121L1P,NCBI Info
FABP5P11,"FABP5L11, FABP5P1",FABP5P1,NCBI Info
CTRCT27,CCNP,CCNP,NCBI Info
RNU12,"CDAGS, dJ222E13.7, RNU12-1, RNU12L, RNU12P, SCAR33",CDAGS,NCBI Info
IS2,AIS2,AIS2,NCBI Info
AUTS8,AUTS2,AUTS2,NCBI Info
GCCD2,GCCD3,GCCD3,NCBI Info
RAB40AL,"MRXSMP, RAR2, RLGP",MRXSMP,NCBI Info
H19,"ASM, ASM1, BWS, D11S813E, LINC00008, MIR675HG, NCRNA00008, WT2",WT2,NCBI Info
TRIM51FP,"RNF18B, TRIM49B",TRIM49B,NCBI Info
CD163L1,"CD163B, M160, SCARI2, STAR, WC1",STAR,NCBI Info
RASSF3,RASSF5,RASSF5,NCBI Info
ANKRD52,ANKRD33,ANKRD33,NCBI Info
HNF1A-AS1,"C12orf27, HAS1, HASTER, NCRNA00262",HAS1,NCBI Info
CHAMP1,"C13orf8, CAMP, CHAMP, MRD40, NEDHILD, ZNF828",CAMP,NCBI Info
GOLGA8G,GOLGA8F,GOLGA8F,NCBI Info
HID1,"17orf28, C17orf28, DEE105, DMC1, HID-1",DMC1,NCBI Info
KANSL1,"C17DELq21.31, CENP-36, DEL17Q21.31, hMSL1v1, KDVS, KIAA1267, MSL1v1, NSL1",NSL1,NCBI Info
RNASEH1P1,"RNASEH1, RNASEH1P, RNH1","RNASEH1, RNH1",NCBI Info
ZNF547,"MIP-2A, SEDLP1, TRAPPC2.19, TRAPPC2B, TRAPPC2P1",TRAPPC2B,NCBI Info
DUSP28,"DUSP26, VHP",DUSP26,NCBI Info
TUSC7,"LINC00902, LSAMP-AS1, LSAMP-AS3, LSAMPAS3, NCRNA00295",LSAMP-AS1,NCBI Info
DOK7,"C4orf25, CMS10, CMS1B, FADS3",FADS3,NCBI Info
TMED10P1,"p23, p24delta, p24delta1, S31I125, S31III125, TMED10, TMED10P, Tmp-21-I, TMP21, Tmp21-II",TMED10,NCBI Info
FOXD4L3,"FOXD4B, FOXD4L2, FOXD4L4, FOXD6",FOXD4L4,NCBI Info
LINC00632,"ARST, ASINC, BMOR, CDR1-AS, CDR1as, CDR1NAT, ciRS-7, MDHDH",CDR1-AS,NCBI Info
NLRP2B,"CLRX.1, NALP2P, NLRP2P, NOD24, POP4",POP4,NCBI Info
TMSB15B,"Tbeta15b, TMSB15A, TMSL8, TMSNB",TMSB15A,NCBI Info
STON1-GTF2A1L,"ALF, GTF2A1L, GTF2A1LF, SALF",GTF2A1L,NCBI Info
LIN9,"BARA, BARPsv, Lin-9, TGS, TGS1, TGS2",TGS1,NCBI Info
BANF1P1,"BCRG1, BCRP1, D14S1460, D14S1460E",BCRP1,NCBI Info
MMAB,"ATR, cblB, CFAP23, cob",ATR,NCBI Info
SERPINA9,"GCET1, SERPINA11, SERPINA11b",SERPINA11,NCBI Info
H3C15,"H3/n, H3/o, H3C13, H3C14, HIST2H3A","H3C13, H3C14",NCBI Info
KRTAP11-1,"HACL-1, HACL1, KAP11.1",HACL1,NCBI Info
RNASE10,"RAH1, RNASE9",RNASE9,NCBI Info
RAB43,"RAB11B, RAB41","RAB11B, RAB41",NCBI Info
ZNF260,"OZRF1, PEX1, ZFP260",PEX1,NCBI Info
NANOS2,"NOS2, ZC2HC12B",NOS2,NCBI Info
NANOS1,"EC_Rep1a, NOS-1, NOS1, SPGF12, ZC2HC12A",NOS1,NCBI Info
ZKSCAN2,"ZNF694, ZSCAN31, ZSCAN34",ZSCAN31,NCBI Info
NANOS3,"NANOS1L, NOS3, ZC2HC12C",NOS3,NCBI Info
MOGAT3,"DC7, DGAT2L2, MGAT3",MGAT3,NCBI Info
CCL15-CCL14,"CCL15, HCC-2, LKN-1, MIP-5, MIP5, Mrp-2b, NCC-3, NCC3, SCYA15",CCL15,NCBI Info
GJC3,"CX29, CX30.2, CX31.3, GJE1",GJE1,NCBI Info
NANOGP10,NANOGP5,NANOGP5,NCBI Info
NANOGP9,NANOGP6,NANOGP6,NCBI Info
DNAAF3,"C19orf51, CILD2, DAB1, PCD, PF22",DAB1,NCBI Info
USP12PY,USP12P3,USP12P3,NCBI Info
RFLNB,"CFM1, FAM101B",CFM1,NCBI Info
CYCSP5,HCP5,HCP5,NCBI Info
NDUFA4P1,NDUFA4,NDUFA4,NCBI Info
STK19B,"bPG116M5.10, RP2, STK19P",RP2,NCBI Info
GALNT18,"GalNAc-T15, GalNAc-T18, GALNACT18, GALNT15, GALNTL4",GALNT15,NCBI Info
KIF7,"ACLS, AGBK, HLS2, JBTS12, MMEDF, UNQ340",ACLS,NCBI Info
LRRC37A3,"LRRC37, LRRC37A",LRRC37A,NCBI Info
MIA3,"ARNT, D320, ODCD2, TANGO, TANGO1, UNQ6077",ARNT,NCBI Info
LHFPL3,LHFPL4,LHFPL4,NCBI Info
NHLRC1,"bA204B7.2, EPM2A, EPM2B, MALIN, MELF2",EPM2A,NCBI Info
RBMY1B,RBMY1D,RBMY1D,NCBI Info
RBMY1D,"hRBMY, RBM1, RBM2, RBMY1A1, YRRM1, YRRM2",RBMY1A1,NCBI Info
CHKB-CPT1B,"CHKL-CPT1B, CPT1-M, CPT1B, CPTI-M",CPT1B,NCBI Info
ZFP91-CNTF,"Zfp-91, ZFP91, ZNF757",ZFP91,NCBI Info
KRTAP10-11,"KAP10.11, KAP10.9, KAP18-9, KAP18.11, KRTAP10-9, KRTAP10.9, KRTAP18-11, KRTAP18-9, KRTAP18.11, KRTAP18.9",KRTAP10-9,NCBI Info
GUSBP2,"b55C20.1, bA239L20.1, bA239L20.5, bGLU-Lp, GUSBL1, GUSBP4, SMA3-L, SMAC3L, SMAC3L2",GUSBP4,NCBI Info
RPL29P4,"bA632C17A.1, RPL29_6_745, RPL29P3",RPL29P3,NCBI Info
SLC7A5P2,"IMAA, MMAA",MMAA,NCBI Info
KRTAP5-3,"KRTAP5-9, KRTAP5.3",KRTAP5-9,NCBI Info
ZNF322P1,"ZNF322, ZNF322B",ZNF322,NCBI Info
SPDYC,"Ringo2, RINGOC, SPDYE4",SPDYE4,NCBI Info
CFAP73,"CCDC42B, MIA2",MIA2,NCBI Info
FABP5P1,"FABP5, FABP5L1",FABP5,NCBI Info
NANOGP8,"NANOGP1, PN8",NANOGP1,NCBI Info
RGS9BP,"PERRS, PERRS2, R9AP, RGS9",RGS9,NCBI Info
ZNF761,ZNF468,ZNF468,NCBI Info
