HGNC ID	Approved symbol	Chromosome	NCBI Gene ID	Ensembl gene ID	OMIM ID(supplied by OMIM)	UniProt ID(supplied by UniProt)
HGNC:1040	BFSP1	20p12.1	631	ENSG00000125864	603307	Q12934
HGNC:10400	RPS17L3	reserved				
HGNC:10401	RPS18	6p21.32	6222	ENSG00000231500	180473	P62269
HGNC:10402	RPS19	19q13.2	6223	ENSG00000105372	603474	P39019
HGNC:10403	RPS1L					
HGNC:10404	RPS2	16p13.3	6187	ENSG00000140988	603624	P15880
HGNC:10405	RPS20	8q12.1	6224	ENSG00000008988	603682	P60866
HGNC:10406	RPS20P3	5q21.3	6225		180463	
HGNC:10407	RPS20P4	5q32	6226	ENSG00000241907	180464	
HGNC:10408	RPS20P1	21q22.12	54025	ENSG00000229761		
HGNC:10409	RPS21	20q13.33	6227	ENSG00000171858	180477	P63220
HGNC:1041	BFSP2	3q22.1	8419	ENSG00000170819	603212	Q13515
HGNC:10410	RPS23	5q14.2	6228	ENSG00000186468	603683	P62266
HGNC:10411	RPS24	10q22.3	6229	ENSG00000138326	602412	P62847
HGNC:10412	RPS24P1	Yq11.21	23756	ENSG00000236477		
HGNC:10413	RPS25	11q23.3	6230	ENSG00000118181	180465	P62851
HGNC:10414	RPS26	12q13.2	6231	ENSG00000197728	603701	P62854
HGNC:10415	RPS26P1	21q22.12	54024			
HGNC:10416	RPS27	1q21.3	6232	ENSG00000177954	603702	P42677
HGNC:10417	RPS27A	2p16.1	6233	ENSG00000143947	191343	P62979
HGNC:10418	RPS28	19p13.2	6234	ENSG00000233927	603685	P62857
HGNC:10419	RPS29	14q21.3	6235	ENSG00000213741	603633	P62273
HGNC:1042	BFT					
HGNC:10420	RPS3	11q13.4	6188	ENSG00000149273	600454	P23396
HGNC:10421	RPS3A	4q31.3	6189	ENSG00000145425	180478	P61247
HGNC:10422	RPS3AP1	21q21.1	101241875	ENSG00000233206		
HGNC:10423	RPS3L1	reserved				
HGNC:10424	RPS4X	Xq13.1	6191	ENSG00000198034	312760	P62701
HGNC:10425	RPS4Y1	Yp11.2	6192	ENSG00000129824	470000	P22090
HGNC:10426	RPS5	19q13.43	6193	ENSG00000083845	603630	P46782
HGNC:10427	RPS5P3	21q22.11	54022	ENSG00000215088		
HGNC:10428	RPS5P1	6q22.1	26516			
HGNC:10429	RPS6	9p22.1	6194	ENSG00000137154	180460	P62753
HGNC:1043	BGLAP	1q22	632	ENSG00000242252	112260	P02818
HGNC:10430	RPS6KA1	1p36.11	6195	ENSG00000117676	601684	Q15418
HGNC:10431	RPS6KA2	6q27	6196	ENSG00000071242	601685	Q15349
HGNC:10432	RPS6KA3	Xp22.12	6197	ENSG00000177189	300075	P51812
HGNC:10433	RPS6KA4	11q13.1	8986	ENSG00000162302	603606	O75676
HGNC:10434	RPS6KA5	14q32.11	9252	ENSG00000100784	603607	O75582
HGNC:10435	RPS6KA6	Xq21.1	27330	ENSG00000072133	300303	Q9UK32
HGNC:10436	RPS6KB1	17q23.1	6198	ENSG00000108443	608938	P23443
HGNC:10437	RPS6KB2	11q13.2	6199	ENSG00000175634	608939	Q9UBS0
HGNC:10438	RPS6KB3	reserved				
HGNC:10439	RPS6KC1	1q32.3	26750	ENSG00000136643	617517	Q96S38
HGNC:1044	BGN	Xq28	633	ENSG00000182492	301870	P21810
HGNC:10440	RPS7	2p25.3	6201	ENSG00000171863	603658	P62081
HGNC:10441	RPS8	1p34.1	6202	ENSG00000142937	600357	P62241
HGNC:10442	RPS9	19q13.42	6203	ENSG00000170889	603631	P46781
HGNC:10443	RPS9P1	21q22.12	8410	ENSG00000214889		
HGNC:10444	RPU1					
HGNC:10445	CNOT9	2q35	9125	ENSG00000144580	612054	Q92600
HGNC:10446	RRAD	16q22.1	6236	ENSG00000166592	179503	P55042
HGNC:10447	RRAS	19q13.33	6237	ENSG00000126458	165090	P10301
HGNC:10448	RRBP1	20p12.1	6238	ENSG00000125844	601418	Q9P2E9
HGNC:10449	RREB1	6p24.3	6239	ENSG00000124782	602209	Q92766
HGNC:1045	BGP					
HGNC:10450	RRH	4q25	10692	ENSG00000180245	605224	O14718
HGNC:10451	RRM1	11p15.4	6240	ENSG00000167325	180410	P23921
HGNC:10452	RRM2	2p25.1	6241	ENSG00000171848	180390	P31350
HGNC:10453	RRM2P1	1p33-p31				
HGNC:10454	RRM2P2	1q23.3	6244	ENSG00000236484		
HGNC:10455	RRM2P3	Xp11.3	100420159	ENSG00000214018		
HGNC:10456	RRM2P4	Xq27.3	6246	ENSG00000235598		
HGNC:10457	RS1	Xp22.13	6247	ENSG00000102104	300839	O15537
HGNC:10458	RSC1A1	1p36.21	6248	ENSG00000215695	601966	Q92681
HGNC:10459	RSE					
HGNC:1046	BHLHE40	3p26.1	8553	ENSG00000134107	604256	O14503
HGNC:10460	RSMD1	1p36-p35				
HGNC:10461	CLIP1	12q24.31	6249	ENSG00000130779	179838	P30622
HGNC:10462	RSS	17q25				
HGNC:10463	RSTS					
HGNC:10464	RSU1	10p13	6251	ENSG00000148484	179555	Q15404
HGNC:10465	RTA1C	reserved				
HGNC:10466	RTKN	2p13.1	6242	ENSG00000114993	602288	Q9BST9
HGNC:10467	RTN1	14q23.1	6252	ENSG00000139970	600865	Q16799
HGNC:10468	RTN2	19q13.32	6253	ENSG00000125744	603183	O75298
HGNC:10469	RTN3	11q13	10313	ENSG00000133318	604249	O95197
HGNC:1047	BHMT	5q14.1	635	ENSG00000145692	602888	Q93088
HGNC:10470	RTT					
HGNC:10471	RUNX1	21q22.12	861	ENSG00000159216	151385	Q01196
HGNC:10472	RUNX2	6p21.1	860	ENSG00000124813	600211	Q13950
HGNC:10473	RUNX3	1p36.11	864	ENSG00000020633	600210	Q13761
HGNC:10474	RUVBL1	3q21.3	8607	ENSG00000175792	603449	Q9Y265
HGNC:10475	RUVBL2	19q13.33	10856	ENSG00000183207	604788	Q9Y230
HGNC:10476	RVNP2	Y				
HGNC:10477	RXRA	9q34.2	6256	ENSG00000186350	180245	P19793
HGNC:10478	RXRB	6p21.32	6257	ENSG00000204231	180246	P28702
HGNC:10479	RXRG	1q23.3	6258	ENSG00000143171	180247	P48443
HGNC:1048	BHMT2	5q14.1	23743	ENSG00000132840	605932	Q9H2M3
HGNC:10480	RYBP	3p13	23429	ENSG00000163602	607535	Q8N488
HGNC:10481	RYK	3q22.2	6259	ENSG00000163785	600524	P34925
HGNC:10482	RYKP1	17p13.2	6260	ENSG00000263219		
HGNC:10483	RYR1	19q13.2	6261	ENSG00000196218	180901	P21817
HGNC:10484	RYR2	1q43	6262	ENSG00000198626	180902	Q92736
HGNC:10485	RYR3	15q13.3-q14	6263	ENSG00000198838	180903	Q15413
HGNC:10486	S100A1	1q21.3	6271	ENSG00000160678	176940	P23297
HGNC:10487	S100A10	1q21.3	6281	ENSG00000197747	114085	P60903
HGNC:10488	S100A11	1q21.3	6282	ENSG00000163191	603114	P31949
HGNC:10489	S100A12	1q21.3	6283	ENSG00000163221	603112	P80511
HGNC:1049	BICD1	12p11.21	636	ENSG00000151746	602204	Q96G01
HGNC:10490	S100A13	1q21.3	6284	ENSG00000189171	601989	Q99584
HGNC:10491	S100A11P1	7q22.1	729659	ENSG00000237632		
HGNC:10492	S100A2	1q21.3	6273	ENSG00000196754	176993	P29034
HGNC:10493	S100A3	1q21.3	6274	ENSG00000188015	176992	P33764
HGNC:10494	S100A4	1q21.3	6275	ENSG00000196154	114210	P26447
HGNC:10495	S100A5	1q21.3	6276	ENSG00000196420	176991	P33763
HGNC:10496	S100A6	1q21.3	6277	ENSG00000197956	114110	P06703
HGNC:10497	S100A7	1q21.3	6278	ENSG00000143556	600353	P31151
HGNC:10498	S100A8	1q21.3	6279	ENSG00000143546	123885	P05109
HGNC:10499	S100A9	1q21.3	6280	ENSG00000163220	123886	P06702
HGNC:105	CNNM4	2q11.2	26504	ENSG00000158158	607805	Q6P4Q7
HGNC:1050	BID	22q11.21	637	ENSG00000015475	601997	P55957
HGNC:10500	S100B	21q22.3	6285	ENSG00000160307	176990	P04271
HGNC:10501	S100D					
HGNC:10502	S100E					
HGNC:10503	S100L					
HGNC:10504	S100P	4p16.1	6286	ENSG00000163993	600614	P25815
HGNC:10505	S11	Xq26-q28				
HGNC:10506	S12	X				
HGNC:10507	S13					
HGNC:10508	S14					
HGNC:10509	S7	7				
HGNC:1051	BIK	22q13.2	638	ENSG00000100290	603392	Q13323
HGNC:10510	S8					
HGNC:10511	S9					
HGNC:10512	SAA@	11p				
HGNC:10513	SAA1	11p15.1	6288	ENSG00000173432	104750	P0DJI8
HGNC:10514	SAA2	11p15.1	6289	ENSG00000134339	104751	P0DJI9
HGNC:10515	SAA3P	11p15.1	6290	ENSG00000166787		
HGNC:10516	SAA4	11p15.1	6291	ENSG00000148965	104752	P35542
HGNC:10517	SAA5					
HGNC:10518	VPS52	6p21.32	6293	ENSG00000223501	603443	Q8N1B4
HGNC:10519	SACS	13q12.12	26278	ENSG00000151835	604490	Q9NZJ4
HGNC:1052	BIN1	2q14.3	274	ENSG00000136717	601248	O00499
HGNC:10520	SAFB	19p13.3	6294	ENSG00000160633	602895	Q15424
HGNC:10521	SAG	2q37.1	6295	ENSG00000130561	181031	P10523
HGNC:10522	ACSM3	16p12.3	6296	ENSG00000005187	145505	Q53FZ2
HGNC:10523	SAI1	1p				
HGNC:10524	SALL1	16q12.1	6299	ENSG00000103449	602218	Q9NSC2
HGNC:10525	SALL1P1	Xp11.23	139163	ENSG00000227391		
HGNC:10526	SALL2	14q11.2	6297	ENSG00000165821	602219	Q9Y467
HGNC:10527	SALL3	18q23	27164	ENSG00000256463	605079	Q9BXA9
HGNC:10528	SAMSN1	21q11.2	64092	ENSG00000155307	607978	Q9NSI8
HGNC:10529	SAP1					
HGNC:1053	BIN2	12q13.13	51411	ENSG00000110934	605936	Q9UBW5
HGNC:10530	SAP18	13q12.11	10284	ENSG00000150459	602949	O00422
HGNC:10531	SAP2					
HGNC:10532	SAP30	4q34.1	8819	ENSG00000164105	603378	O75446
HGNC:10533	SAPK3					
HGNC:10534	SAR1A	10q22.1	56681	ENSG00000079332	607691	Q9NR31
HGNC:10535	SAR1B	5q31.1	51128	ENSG00000152700	607690	Q9Y6B6
HGNC:10536	SARDH	9q34.2	1757	ENSG00000123453	604455	Q9UL12
HGNC:10537	SARS1	1p13.3	6301	ENSG00000031698	607529	P49591
HGNC:10538	SART1	11q13.1	9092	ENSG00000175467	605941	O43290
HGNC:10539	TSPAN31	12q14.1	6302	ENSG00000135452	181035	Q12999
HGNC:1054	BIN3	8p21.3	55909	ENSG00000147439	606396	Q9NQY0
HGNC:10540	SAT1	Xp22.11	6303	ENSG00000130066	313020	P21673
HGNC:10541	SATB1	3p24.3	6304	ENSG00000182568	602075	Q01826
HGNC:10542	SBF1	22q13.33	6305	ENSG00000100241	603560	O95248
HGNC:10543	SBMA					
HGNC:10544	SC	1p36.2-p22.1				
HGNC:10545	MSMO1	4q32.3	6307	ENSG00000052802	607545	Q15800
HGNC:10546	SC4MOP	Xp11.4	6308	ENSG00000224339		
HGNC:10547	SC5D	11q23.3-q24.1	6309	ENSG00000109929	602286	O75845
HGNC:10548	ATXN1	6p22.3	6310	ENSG00000124788	601556	P54253
HGNC:10549	ATXN10	22q13.31	25814	ENSG00000130638	611150	Q9UBB4
HGNC:1055	BLCAP	20q11.23	10904	ENSG00000166619	613110	P62952
HGNC:10550	SCA11	15q14-q21.3				
HGNC:10551	SCA12	5q31-q33				
HGNC:10552	SCA13	19q13.3-q13.4				
HGNC:10553	SCA14	19q13.4				
HGNC:10554	SCA16	8q23-q24.1				
HGNC:10555	ATXN2	12q24.12	6311	ENSG00000204842	601517	Q99700
HGNC:10556	SCA3					
HGNC:10557	SCA4	16q24-ter				
HGNC:10558	SCA5	11p11-q11				
HGNC:10559	SCA6					
HGNC:1056	BLIMP1					
HGNC:10560	ATXN7	3p14.1	6314	ENSG00000163635	607640	O15265
HGNC:10561	ATXN8OS	13q21.33	6315	ENSG00000230223	603680	P0DMR3
HGNC:10562	SCAF#					
HGNC:10563	SCAMP1	5q14.1	9522	ENSG00000085365	606911	O15126
HGNC:10564	SCAMP2	15q24.1	10066	ENSG00000140497	606912	O15127
HGNC:10565	SCAMP3	1q22	10067	ENSG00000116521	606913	O14828
HGNC:10566	SCAND1	20q11.23	51282	ENSG00000171222	610416	P57086
HGNC:10567	SCAND2P	15q25.2	54581	ENSG00000176700	610417	Q9GZW5
HGNC:10568	SCC					
HGNC:10569	SERPINB3	18q21.33	6317	ENSG00000057149	600517	P29508
HGNC:1057	BLK	8p23.1	640	ENSG00000136573	191305	P51451
HGNC:10570	SERPINB4	18q21.33	6318	ENSG00000206073	600518	P48594
HGNC:10571	SCD	10q24.31	6319	ENSG00000099194	604031	O00767
HGNC:10572	SCDP1	17p11.2	645313	ENSG00000226549		
HGNC:10573	SCEL	13q22.3	8796	ENSG00000136155	604112	O95171
HGNC:10574	SCG1					
HGNC:10575	SCG2	2q36.1	7857	ENSG00000171951	118930	P13521
HGNC:10576	CLEC11A	19q13.33	6320	ENSG00000105472	604713	Q9Y240
HGNC:10577	STMN2	8q21.13	11075	ENSG00000104435	600621	Q93045
HGNC:10578	SCIDA	10p				
HGNC:10579	SCIDX1					
HGNC:1058	BLM	15q26.1	641	ENSG00000197299	604610	P54132
HGNC:10580	SCML1	Xp22.13	6322	ENSG00000047634	300227	Q9UN30
HGNC:10581	SCML2	Xp22.13	10389	ENSG00000102098	300208	Q9UQR0
HGNC:10582	SCN10A	3p22.2	6336	ENSG00000185313	604427	Q9Y5Y9
HGNC:10583	SCN11A	3p22.2	11280	ENSG00000168356	604385	Q9UI33
HGNC:10584	SCN12A	3p23-p21.3				
HGNC:10585	SCN1A	2q24.3	6323	ENSG00000144285	182389	P35498
HGNC:10586	SCN1B	19q13.11	6324	ENSG00000105711	600235	Q07699
HGNC:10587	SCN2A1	2q22-q23				
HGNC:10588	SCN2A	2q24.3	6326	ENSG00000136531	182390	Q99250
HGNC:10589	SCN2B	11q23.3	6327	ENSG00000149575	601327	O60939
HGNC:1059	BLMH	17q11.2	642	ENSG00000108578	602403	Q13867
HGNC:10590	SCN3A	2q24.3	6328	ENSG00000153253	182391	Q9NY46
HGNC:10591	SCN4A	17q23.3	6329	ENSG00000007314	603967	P35499
HGNC:10592	SCN4B	11q23.3	6330	ENSG00000177098	608256	Q8IWT1
HGNC:10593	SCN5A	3p22.2	6331	ENSG00000183873	600163	Q14524
HGNC:10594	SCN7A	2q24.3	6332	ENSG00000136546	182392	Q01118
HGNC:10595	SCN6A					
HGNC:10596	SCN8A	12q13.13	6334	ENSG00000196876	600702	Q9UQD0
HGNC:10597	SCN9A	2q24.3	6335	ENSG00000169432	603415	Q15858
HGNC:10598	SCNN1					
HGNC:10599	SCNN1A	12p13.31	6337	ENSG00000111319	600228	P37088
HGNC:106	ACH					
HGNC:1060	CXCR5	11q23.3	643	ENSG00000160683	601613	P32302
HGNC:10600	SCNN1B	16p12.2	6338	ENSG00000168447	600760	P51168
HGNC:10601	SCNN1D	1p36.33	6339	ENSG00000162572	601328	P51172
HGNC:10602	SCNN1G	16p12.2	6340	ENSG00000166828	600761	P51170
HGNC:10603	SCO1	17p13.1	6341	ENSG00000133028	603644	O75880
HGNC:10604	SCO2	22q13.33	9997	ENSG00000284194	604272	O43819
HGNC:10605	SCOD1					
HGNC:10606	SCP2	1p32.3	6342	ENSG00000116171	184755	P22307
HGNC:10607	SCT	11p15.5	6343	ENSG00000070031	182099	P09683
HGNC:10608	SCTR	2q14.2	6344	ENSG00000080293	182098	P47872
HGNC:10609	CCL1	17q12	6346	ENSG00000108702	182281	P22362
HGNC:1061	BLVR					
HGNC:10610	CCL11	17q12	6356	ENSG00000172156	601156	P51671
HGNC:10611	CCL13	17q12	6357	ENSG00000181374	601391	Q99616
HGNC:10612	CCL14	17q12	6358	ENSG00000276409	601392	Q16627
HGNC:10613	CCL15	17q12	6359	ENSG00000275718	601393	Q16663
HGNC:10614	CCL16	17q12	6360	ENSG00000275152	601394	O15467
HGNC:10615	CCL17	16q21	6361	ENSG00000102970	601520	Q92583
HGNC:10616	CCL18	17q12	6362	ENSG00000275385	603757	P55774
HGNC:10617	CCL19	9p13.3	6363	ENSG00000172724	602227	Q99731
HGNC:10618	CCL2	17q12	6347	ENSG00000108691	158105	P13500
HGNC:10619	CCL20	2q36.3	6364	ENSG00000115009	601960	P78556
HGNC:1062	BLVRA	7p13	644	ENSG00000106605	109750	P53004
HGNC:10620	CCL21	9p13.3	6366	ENSG00000137077	602737	O00585
HGNC:10621	CCL22	16q21	6367	ENSG00000102962	602957	O00626
HGNC:10622	CCL23	17q12	6368	ENSG00000274736	602494	P55773
HGNC:10623	CCL24	7q11.23	6369	ENSG00000106178	602495	O00175
HGNC:10624	CCL25	19p13.2	6370	ENSG00000131142	602565	O15444
HGNC:10625	CCL26	7q11.23	10344	ENSG00000006606	604697	Q9Y258
HGNC:10626	CCL27	9p13.3	10850	ENSG00000213927	604833	Q9Y4X3
HGNC:10627	CCL3	17q12	6348	ENSG00000277632	182283	P10147
HGNC:10628	CCL3L1	17q12 alternate reference locus	6349	ENSG00000277796	601395	P16619
HGNC:10629	CCL3P1	17q12 alternate reference locus	390788		609467	
HGNC:1063	BLVRB	19q13.2	645	ENSG00000090013	600941	P30043
HGNC:10630	CCL4	17q12	6351	ENSG00000275302	182284	P13236
HGNC:10631	CCL4L1	17q12 alternate reference locus	388372		603782	Q8NHW4
HGNC:10632	CCL5	17q12	6352	ENSG00000271503	187011	P13501
HGNC:10634	CCL7	17q12	6354	ENSG00000108688	158106	P80098
HGNC:10635	CCL8	17q12	6355	ENSG00000108700	602283	P80075
HGNC:10636	SCYAR1	3p21				
HGNC:10637	CXCL10	4q21.1	3627	ENSG00000169245	147310	P02778
HGNC:10638	CXCL11	4q21.1	6373	ENSG00000169248	604852	O14625
HGNC:10639	CXCL13	4q21.1	10563	ENSG00000156234	605149	O43927
HGNC:1064	BLYM					
HGNC:10640	CXCL14	5q31.1	9547	ENSG00000145824	604186	O95715
HGNC:10641	CXCL1P1	4q13.3	50612	ENSG00000250339		
HGNC:10642	CXCL5	4q13.3	6374	ENSG00000163735	600324	P42830
HGNC:10643	CXCL6	4q13.3	6372	ENSG00000124875	138965	P80162
HGNC:10644	SCYB9B					
HGNC:10645	XCL1	1q24.2	6375	ENSG00000143184	600250	P47992
HGNC:10646	XCL2	1q24.2	6846	ENSG00000143185	604828	Q9UBD3
HGNC:10647	CX3CL1	16q21	6376	ENSG00000006210	601880	P78423
HGNC:10648	AIMP1	4q24	9255	ENSG00000164022	603605	Q12904
HGNC:10649	SCZD1	5q11.2-q13.3				
HGNC:1065	BLZF1	1q24.2	8548	ENSG00000117475	608692	Q9H2G9
HGNC:10650	SCZD2	11q14-q21				
HGNC:10651	SCZD3	6pter-p22				
HGNC:10652	SCZD4	22q11-q13				
HGNC:10653	SCZD5	6q13-q26				
HGNC:10654	SCZD6	8p21				
HGNC:10655	SCZD7	13q32				
HGNC:10656	SCZD8	18p				
HGNC:10657	SD	reserved				
HGNC:10658	SDC1	2p24.1	6382	ENSG00000115884	186355	P18827
HGNC:10659	SDC2	8q22.1	6383	ENSG00000169439	142460	P34741
HGNC:1066	BMI1	10p12.2	648	ENSG00000168283	164831	P35226
HGNC:10660	SDC3	1p35.2	9672	ENSG00000162512	186357	O75056
HGNC:10661	SDC4	20q13.12	6385	ENSG00000124145	600017	P31431
HGNC:10662	SDCBP	8q12.1	6386	ENSG00000137575	602217	O00560
HGNC:10663	NEMF	14q21.3	9147	ENSG00000165525	608378	O60524
HGNC:10664	CWC27	5q12.3	10283	ENSG00000153015	617170	Q6UX04
HGNC:10665	UTP14A	Xq26.1	10813	ENSG00000156697	300508	Q9BVJ6
HGNC:10666	STARD10	11q13.4	10809	ENSG00000214530	617382	Q9Y365
HGNC:10667	ENTR1	9q34.3	10807	ENSG00000165689	618289	Q96C92
HGNC:10668	NOXA1	9q34.3	10811	ENSG00000188747	611255	Q86UR1
HGNC:10669	TSHZ1	18q22.3	10194	ENSG00000179981	614427	Q6ZSZ6
HGNC:1067	BMP1	8p21.3	649	ENSG00000168487	112264	P13497
HGNC:10670	SDCCAG43	reserved				
HGNC:10671	SDCCAG8	1q43-q44	10806	ENSG00000054282	613524	Q86SQ7
HGNC:10672	CXCL12	10q11.21	6387	ENSG00000107562	600835	P48061
HGNC:10673	SDF1A					
HGNC:10674	SDF1B					
HGNC:10675	SDF2	17q11.2	6388	ENSG00000132581	602934	Q99470
HGNC:10676	SDF2L1	22q11.21	23753	ENSG00000128228	607551	Q9HCN8
HGNC:10677	SDGF					
HGNC:10678	SDH1					
HGNC:10679	SDH2					
HGNC:1068	BMP15	Xp11.22	9210	ENSG00000130385	300247	O95972
HGNC:10680	SDHA	5p15.33	6389	ENSG00000073578	600857	P31040
HGNC:10681	SDHB	1p36.13	6390	ENSG00000117118	185470	P21912
HGNC:10682	SDHC	1q23.3	6391	ENSG00000143252	602413	Q99643
HGNC:10683	SDHD	11q23.1	6392	ENSG00000204370	602690	O14521
HGNC:10684	SDHDP1	18p11.21	100289186	ENSG00000267162		
HGNC:10685	SDHDP2	7q33	647081	ENSG00000227073		
HGNC:10686	SDHDP3	3q26.2	29771	ENSG00000244381		
HGNC:10687	SDHDP4	3p21.31	29770	ENSG00000236930		
HGNC:10688	SDHDP5	2q31.2	29769	ENSG00000229744		
HGNC:10689	SDHDP6	1p36.11	29768	ENSG00000224183		
HGNC:1069	BMP2	20p12.3	650	ENSG00000125845	112261	P12643
HGNC:10690	CAVIN2	2q32.3	8436	ENSG00000168497	606728	O95810
HGNC:10691	SDS	12q24.13	10993	ENSG00000135094	182128	P20132
HGNC:10692	SDU	reserved				
HGNC:10693	SDYS					
HGNC:10694	SE					
HGNC:10695	SEA	11q13				
HGNC:10696	EXOC5	14q22.3	10640	ENSG00000070367	604469	O00471
HGNC:10697	SEC13	3p25.3	6396	ENSG00000157020	600152	P55735
HGNC:10698	SEC14L1	17q25.2-q25.3	6397	ENSG00000129657	601504	Q92503
HGNC:10699	SEC14L2	22q12.2	23541	ENSG00000100003	607558	O76054
HGNC:107	ACHAP	reserved				
HGNC:1070	BMP3	4q21.21	651	ENSG00000152785	112263	P12645
HGNC:10700	SEC22B	1p12	9554	ENSG00000265808	604029	O75396
HGNC:10701	SEC23A	14q21.1	10484	ENSG00000100934	610511	Q15436
HGNC:10702	SEC23B	20p11.23	10483	ENSG00000101310	610512	Q15437
HGNC:10703	SEC24A	5q31.1	10802	ENSG00000113615	607183	O95486
HGNC:10704	SEC24B	4q25	10427	ENSG00000138802	607184	O95487
HGNC:10705	SEC24C	10q22.2	9632	ENSG00000176986	607185	P53992
HGNC:10706	SEC24D	4q26	9871	ENSG00000150961	607186	O94855
HGNC:10707	SECTM1	17q25.3	6398	ENSG00000141574	602602	Q8WVN6
HGNC:10708	SEDC					
HGNC:10709	SEDL	Xp22				
HGNC:1071	BMP4	14q22.2	652	ENSG00000125378	112262	P12644
HGNC:10710	TRAPPC2B	19q13.43	10597	ENSG00000256060	620472	P0DI82
HGNC:10711	TRAPPC2P2	8q13.3	27196	ENSG00000253124		
HGNC:10712	TRAPPC2P3	Yq11.222	27195	ENSG00000224964		
HGNC:10713	TRAPPC2P4	Yq11.23	27194	ENSG00000232914		
HGNC:10714	TRAPPC2P5	Yq11.23	27193	ENSG00000225256		
HGNC:10715	TRAPPC2P6	Yq11.23				
HGNC:10716	TRAPPC2P7	Yq11.222	392597	ENSG00000249606		
HGNC:10717	SEL1L	14q31	6400	ENSG00000071537	602329	Q9UBV2
HGNC:10718	SELE	1q24.2	6401	ENSG00000007908	131210	P16581
HGNC:10719	SELENBP1	1q21.3	8991	ENSG00000143416	604188	Q13228
HGNC:1072	BMP5	6p12.1	653	ENSG00000112175	112265	P22003
HGNC:10720	SELL	1q24.2	6402	ENSG00000188404	153240	P14151
HGNC:10721	SELP	1q24.2	6403	ENSG00000174175	173610	P16109
HGNC:10722	SELPLG	12q24.11	6404	ENSG00000110876	600738	Q14242
HGNC:10723	SEMA3A	7q21.11	10371	ENSG00000075213	603961	Q14563
HGNC:10724	SEMA3B	3p21.31	7869	ENSG00000012171	601281	Q13214
HGNC:10725	SEMA3C	7q21.11	10512	ENSG00000075223	602645	Q99985
HGNC:10726	SEMA3D	7q21.11	223117	ENSG00000153993	609907	O95025
HGNC:10727	SEMA3E	7q21.11	9723	ENSG00000170381	608166	O15041
HGNC:10728	SEMA3F	3p21.31	6405	ENSG00000001617	601124	Q13275
HGNC:10729	SEMA4A	1q22	64218	ENSG00000196189	607292	Q9H3S1
HGNC:1073	BMP6	6p24.3	654	ENSG00000153162	112266	P22004
HGNC:10730	SEMA4B	15q26.1	10509	ENSG00000185033	617029	Q9NPR2
HGNC:10731	SEMA4C	2q11.2	54910	ENSG00000168758	604462	Q9C0C4
HGNC:10732	SEMA4D	9q22.2	10507	ENSG00000187764	601866	Q92854
HGNC:10734	SEMA4F	2p13.1	10505	ENSG00000135622	603706	O95754
HGNC:10735	SEMA4G	10q24.31	57715	ENSG00000095539	618991	Q9NTN9
HGNC:10736	SEMA5A	5p15.31	9037	ENSG00000112902	609297	Q13591
HGNC:10737	SEMA5B	3q21.1	54437	ENSG00000082684	609298	Q9P283
HGNC:10738	SEMA6A	5q23.1	57556	ENSG00000092421	605885	Q9H2E6
HGNC:10739	SEMA6B	19p13.3	10501	ENSG00000167680	608873	Q9H3T3
HGNC:1074	BMP7	20q13.31	655	ENSG00000101144	112267	P18075
HGNC:10740	SEMA6C	1q21.3	10500	ENSG00000143434	609294	Q9H3T2
HGNC:10741	SEMA7A	15q24.1	8482	ENSG00000138623	607961	O75326
HGNC:10742	SEMG1	20q13.12	6406	ENSG00000124233	182140	P04279
HGNC:10743	SEMG2	20q13.12	6407	ENSG00000124157	182141	Q02383
HGNC:10744	SEN1	4				
HGNC:10745	SEN2	1				
HGNC:10746	SEN3	X				
HGNC:10747	SEN6	6q26-q27				
HGNC:10748	SEN6A	6q14-q21				
HGNC:10749	SEN6B	6q21-q22				
HGNC:1075	BMP8B	1p34.2	656	ENSG00000116985	602284	P34820
HGNC:10750	SEPTIN3	22q13.2	55964	ENSG00000100167	608314	Q9UH03
HGNC:10751	SELENOP	5p12	6414	ENSG00000250722	601484	P49908
HGNC:10752	SELENOW	19q13.33	6415	ENSG00000178980	603235	P63302
HGNC:10753	SELENOWP1	1p35.2	23679	ENSG00000215900		
HGNC:10754	SERF1					
HGNC:10755	SERF1A	5q13.2	8293	ENSG00000172058	603011	O75920
HGNC:10756	SERF1B	5q13.2	728492	ENSG00000205572		O75920
HGNC:10757	SERF2	15q15.3	10169	ENSG00000140264	605054	P84101
HGNC:10758	SERK1					
HGNC:10759	SERP1	3q25.1	27230	ENSG00000120742	617674	Q9Y6X1
HGNC:1076	BMPR1A	10q23.2	657	ENSG00000107779	601299	P36894
HGNC:10760	SET	9q34.11	6418	ENSG00000119335	600960	Q01105
HGNC:10761	SETDB1	1q21.3	9869	ENSG00000143379	604396	Q15047
HGNC:10762	SETMAR	3p26.1	6419	ENSG00000170364	609834	Q53H47
HGNC:10763	SEZ6L	22q12.1	23544	ENSG00000100095	607021	Q9BYH1
HGNC:10764	SF	4q28-q31				
HGNC:10765	SF3A1	22q12.2	10291	ENSG00000099995	605595	Q15459
HGNC:10766	SF3A2	19p13.3	8175	ENSG00000104897	600796	Q15428
HGNC:10767	SF3A3	1p34.3	10946	ENSG00000183431	605596	Q12874
HGNC:10768	SF3B1	2q33.1	23451	ENSG00000115524	605590	O75533
HGNC:10769	SF3B2	11q13.1	10992	ENSG00000087365	605591	Q13435
